"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id"
"437","2005","07","28","Thursday",100,"SC",19,0.57,"P",1.1,650.5,194.93,18.23,1.12,16.72,0.143671881,15.3,24,1,46.0546875,1.01,1.54,"5",46.9899999999996,0,"dm",409
"438","2005","07","28","Thursday",1,"SO",18,0.96,"P",1.13,554.5,258.62,11,1.17,21.11,0.133567989,0,15.035,0.8,67.578125,1.01,1.76,"5",41.2399999999996,0,"dm",385
"439","2005","07","28","Thursday",1,"SC",18,0,"P",1.18,544,268.91,21.41,1.12,20.11,0,29.39,15.73,1.29,66.4742773438,1.01,1.33,"4",81.9899999999997,0,"dm",405
"442","2005","07","28","Thursday",0,"SO",20,1,"P",1.18,950,286.2,10,1,18.505,0,19.47,14.69,1.8,77.140625,1,1.02,"3",830,1,"dm",428
"443","2005","07","28","Thursday",1,"SB",21,2,"P",1.42,1900,963.86,15,1,37,0,186,17,3,65.78125,1,0,"3",2141,1,"dm",424
"445","2005","07","28","Thursday",1,"SO",23,2.24,"R",1.16,776,342.22,16.2,1.13,13.99,0,19.46,12.37,1.89,51.7064257813,1.03,1.77,"4",339.01,0,"dm",446
"456","2005","07","28","Thursday",1,"SA",20,3,"P",1.23833333333333,350,404,21,1,20.46,0,19.21,14.13,1,51.734375,1,0.78,"3",1030,1,"dm",447
"459","2005","07","28","Thursday",200,"SO",24,3.36,"P",1.21,1505.5,724.89,82,2,15,0.078699022,68.5,16,6,39.8515625,1.10333333333333,1.62,"2",659.63,0,"dm",452
"461","2005","07","28","Thursday",0,"SO",23,2.14,"R",1.17,812.5,344.78,15.98,1.14,14.44,0,20.87,14.15,1.98,52.2665820313,1.02,1.78,"4",357.6,0,"dm",457
"465","2005","07","29","Friday",760,"SO",24,1,"R",1.17,1217.5,422.32,18,1,20.06,0.070643746,10.52,11.99,1.41,77.015625,1.15,3,"3",0,0,"dm",450
"472","2005","07","29","Friday",2,"SO",21,1.15,"R",1.11,811.5,389.69,14.73,1.09,14.85,0.192670965,12.69,10.79,1.28333333333333,70.421875,1.09,2.46,"5",26.1699999999997,0,"dm",439
"473","2005","07","29","Friday",1,"SE",18,0.65,"P",1.08,803.166666666667,382.48,20.57,1.06,15.15,0,23.505,12.05,0.379999999999999,58.9359960938,1.11,1.92,"4",15.3099999999996,0,"dm",456
"475","2005","07","29","Friday",100,"SO",37,1.06,"R",1.17,1281,760.97,17.69,1.1,12.78,0.202813315,13.58,5.65,1.5,41.5,1.09,2.23,"5",65.1699999999998,0,"dm",448
"480","2005","07","29","Friday",0,"SO",16,0.6,"P",1.08,610.666666666667,366.48,16.42,1.04,61,0.204049815,20.49,21,0.82,42.6875,1.16,2.02,"5",8.45999999999954,0,"dm",449
"482","2005","07","29","Friday",1,"FT",18,0.86,"P",1.16,1041.66666666667,668.576666666667,31.96,1.08,40,0,32.83,7,0.86,81.84375,1.15,2.32,"5",30.4399999999997,0,"dm",461
"486","2005","07","30","Saturday",0,"SA",21,3,"P",1.33,1300,1,7,2,19,0,1,8,2,80.53125,1,3,"3",1003,2,"dm",482
"487","2005","07","30","Saturday",0,"SB",23,1.64,"R",1.17,1075.5,370.2,16.11,1.05,12.56,0,18.94,9.4,1.68,46.7380078125,1.01,1.79,"4",81.4299999999998,0,"dm",484
"489","2005","07","30","Saturday",1560,"SO",19,1.44,"P",1.32,1917.66666666667,624.39,19.4875,1.33,13,0.144256686,25.33,4,3.43,21.66796875,1.08,1.58,"5",197.36,0,"dm",477
"495","2005","07","30","Saturday",0,"SC",18,1.16,"P",1.3,742.666666666667,369.91,18.01,1.27,2,0.121062878,25.315,11,2,12.48242188,1,0,"5",119.59,0,"dm",481
"496","2005","07","30","Saturday",0,"SO",20,1,"R",1.1,985.5,292.84,16.34,1.07,9.69,0,20.145,10.63,2.1,48.06155273443,1.01,1.77,"4",40.6699999999997,0,"dm",498
"498","2005","07","30","Saturday",0,"SO",21,2,"P",1,950,0,5,1,12,0,0,0,0,77.109375,1.18,2.43,"3",0,0,"dm",474
"501","2005","07","30","Saturday",0,"SB",21,2,"R",1.23,890,414.87,15.76,1.14,12.33,0.284261329,20.32,12.36,1.45,53.6640625,1.01,1.82,"5",83.2699999999998,0,"dm",489
"502","2005","07","30","Saturday",0,"SD",20,3,"P",2,1050,154,2,1,27,0.012673082,15.67,7,2,63.328125,1,1,"3",521,1,"dm",490
"503","2005","07","30","Saturday",0,"SO",21,3,"P",1.3,956,366.86,16.1,1.2,12.74,0.055743849,12.08,13.04,3.1,37.828125,1,0,"5",398.01,0,"dm",468
"515","2005","08","02","Tuesday",1,"SF",20,3,"P",1.27,500,0,9,1,50,0.043737207,0,21,1,64.5,1.12,2.24,"3",0,0,"dm",479
"518","2005","08","02","Tuesday",800,"SO",21,1.25,"P",1.24,873.5,207.52,15.5,1.26,9,0,20.14,17,2,74.1875,1,0,"5",84.39,0,"dm",492
"520","2005","08","02","Tuesday",880,"SL",22,2.16,"P",3,600,381.09,3,4,14,0.015409684,1,6,3,24.87890625,1,2,"3",570,3,"dm",493
"521","2005","08","02","Tuesday",120,"SA",18,0.349999999999999,"P",1.06,361,105.42,18.358,1.04,6,0.043555533,22.83,16,0,45.265625,1.02,1.68,"5",-7.07274239175604e-13,0,"dm",471
"522","2005","08","02","Tuesday",21,"SO",18,0.249999999999999,"P",1.15,413.5,102.39,13,1,7,0.026734488,15.72,18,0,78.046875,1.08,1.8,"3",0,0,"dm",515
"523","2005","08","02","Tuesday",0,"SO",20,0,"P",1.16,757.5,242.23,15.51,1.07,5,0.457833305,20.86,3,2,24.51953125,1.01,1.56,"5",2.30999999999962,0,"dm",512
"524","2005","08","02","Tuesday",0,"SO",21,1,"P",1.21,950,254.97,12,2,3,0.148694406,13.39,4,3,33.609375,1,4,"3",21,2,"dm",532
"526","2005","08","02","Tuesday",0,"FT",16,0.4,"P",1.2,607,306.56,18.65,1.03,21.02,0.008582955,28.96,25,0.55,21.62890625,1.05,1.67,"5",9.22999999999955,0,"dm",531
"531","2005","08","02","Tuesday",0,"SH",18,0,"P",2,250,154,3,1,40,0.049370387,0,13,0,72.84375,2,0,"3",0,0,"dm",533
"532","2005","08","02","Tuesday",1,"SL",21,3,"P",1.35,500,567.57,29,1,33,0,118.15,5,3,95.84375,1,0.94,"3",328,1,"dm",517
"534","2005","08","02","Tuesday",0,"SH",17,0,"P",1.14,461.5,142.42,16.19,1.02,24,0,22.1133333333333,12,0,93.46875,1.05,1.49,"5",3.49999999999944,0,"dm",536
"538","2005","08","02","Tuesday",1,"SG",19,0.579999999999999,"P",1.15833333333333,300,118.5,11,1,34,0,20.95,13,1,88.25,1,0,"3",0,0,"dm",523
"539","2005","08","02","Tuesday",1,"SB",19,0.55,"P",1.23,620.5,375.12,20,1,3,0,33.17,0,1,53.5086328126,1.1,1.61,"1",154.56,0,"dm",530
"540","2005","08","02","Tuesday",500,"SO",19,0.67,"P",1.2,692,149.33,10,1,15,0,0,13.41,1.14,72.703125,1.04,3,"3",0,0,"dm",537
"541","2005","08","02","Tuesday",0,"SA",18,0,"P",1.03,390.5,130.25,14.66,1.17,15,0,23.48,6,0,39.6953125,1,2,"5",8.7399999999996,0,"dm",535
"547","2005","08","03","Wednesday",0,"SN",29,5,"R",1,1666,633.1,4,1,1,0,28.28,7.07,3.34,60.0703125,1.19,1.99,"3",0,0,"dm",522
"550","2005","08","03","Wednesday",0,"SO",18,0.39,"P",1.07,397,103.11,17.35,1.03,16,0.063841307,20.09,5,0,67.5625,1.07,1.85,"5",-6.94910795573378e-13,0,"dm",518
"553","2005","08","03","Wednesday",0,"SO",23,1,"P",1,5950,1209,4,1,16,0.026867216,40,20,7,82.3125,2,1,"3",38,1,"dm",507
"557","2005","08","03","Wednesday",0,"SL",22,4,"P",1.37,500,1,37,1,39,0,36.115,6,6,59.3828125,1,1.09,"3",2329,1,"dm",520
"560","2005","08","03","Wednesday",1140,"SO",27,1.11,"P",1.25,1668.5,407.02,21.95,1.14,16.92,0,16.94,12.61,2.16,53.3998046875,1.1,1.81,"4",48.4799999999998,0,"dm",556
"561","2005","08","03","Wednesday",0,"SO",22,1.23,"R",1.12,716,250.23,18.09,1.04,13.98,0.00757526,21.18,9.03,1.59,32.5390625,1.11,1.97,"5",4.19999999999967,0,"dm",548
"562","2005","08","03","Wednesday",0,"SO",25,1.08,"R",1.11,961,311.06,20.13,1.03,12.52,0,21.625,11.2,1.45,49.7628710938,1.1,1.98,"4",1.69999999999972,0,"dm",564
"566","2005","08","04","Thursday",0,"SC",27,0,"H",1.37,9450,5301,9,2,36,0.061959435,45,6,9,72.109375,1,0.74,"3",0,1,"dm",545
"567","2005","08","04","Thursday",1,"SO",19,2,"P",1.18,574.5,289.61,38,1,40,0.021509118,51.26,23,1,65.421875,1.14,1.8,"3",0,0,"dm",542
"569","2005","08","04","Thursday",260,"SO",18,0.43,"P",2,450,124,2,1,22.85,0.225929674,9.06,12.68,0.239999999999999,56.2890625,2,1,"3",0,0,"dm",558
"570","2005","08","04","Thursday",0,"SO",18,0,"P",2,718.5,188.756666666667,5,1,84,0.031737867,1,11,0,60.1953125,1,2,"3",0,0,"dm",554
"571","2005","08","04","Thursday",400,"SA",21,3,"P",1.33,1009,431.36,21,3,24,0,20.57,6,3,81.53125,1,0.9,"3",1434,2,"dm",549
"573","2005","08","04","Thursday",0,"SD",22,4,"R",1.31,2850,652.73,13,1,21.43,0.114126371,0,10.86,4.24,72.3125,1,1,"3",3416,1,"dm",568
"577","2005","08","04","Thursday",500,"SB",18,0,"P",2,632.5,282.64,2,2,22.44,0.391403798,0,11.5,0.52,59.34000976563,2,1,"3",0,1,"dm",567
"578","2005","08","04","Thursday",1,"SL",22,3,"P",1.48,1300,758.44,10,3,16.64,0.192612071,47,11.32,5,61.7578125,1,0,"2",498,3,"dm",563
"581","2005","08","04","Thursday",2,"SL",23,4,"P",1.22,995,356.84,33,1,8,0,28.74,10,4,78.609375,1.12,1.65,"3",0,0,"dm",544
"582","2005","08","04","Thursday",0,"SB",18,0.36,"P",1,568.75,220.51,3,1,11,0.671762398,0,12,0,27.44140625,2,0,"3",0,0,"dm",557
"583","2005","08","04","Thursday",0,"SA",18,0,"P",1.11,425.5,139.76,19.258,1.02,51,0,28.72,17,0,74.984375,1.09,1.81666666666667,"5",3.49999999999932,0,"dm",569
"592","2005","08","05","Friday",400,"SD",23,3,"P",1.18,350,0,21,1,5,0,18.79,27,3.75,16.2890625,1,1.08,"3",738,1,"dm",572
"596","2005","08","05","Friday",0,"SA",37,0.62,"R",1.19,2283.5,922.95,7,1.34,16.75,0.124083731,0,10.33,4.91,46.1328125,1.05,2.45,"5",133.61,0,"dm",573
"604","2005","08","05","Friday",1800,"SO",49,2.35,"H",1.45,27150,26877,26,5.53,3,0.000824829,79.32,2,13,72.25,1.23,2.15,"5",682.4,0,"dm",589
"605","2005","08","05","Friday",0,"SL",27,0,"R",2,750,527,4,2,22.9,0.037394005,0,10.47,0,39.2890625,3,1,"3",0,1,"dm",612
"606","2005","08","05","Friday",0,"SM",18,0,"P",1.2,1277.5,973.88,19.19,1.17,9,0,57.9,1,0,58.0546875,1.02,4,"5",17.2899999999997,0,"dm",602
"611","2005","08","05","Friday",460,"SO",24,0,"R",1.2,2550,0,11,2,46,0.053558247,18.77,20,6,43.4453125,1,1.7,"3",40,1,"dm",605
"612","2005","08","05","Friday",0,"SL",19,0,"P",1.21,6104,2859.75,28.5,1.52,12,0.023492423,144.77,3,20,86.609375,1.13,2.2,"5",115.5,0,"dm",599
"613","2005","08","05","Friday",0,"SM",18,0,"P",1.17,1486.5,962.81,19.73,1.12,4,0.01906908,48.49,0,0,53.71875,1.04,2.83,"5",19.7699999999997,0,"dm",577
"615","2005","08","05","Friday",1,"SA",27,0.99,"P",1,10250,586,3,4,53,0,17,26,10,77.828125,1,1.56,"3",81,4,"dm",598
"616","2005","08","05","Friday",11,"SO",21,0.62,"R",1.16,1047.3,612.75,12.37,1.19,11.35,0.36479198,19.52,7.86,1.71,55.8515625,1.02,2.68,"5",25.9099999999998,0,"dm",588
"617","2005","08","06","Saturday",1,"SB",20,0.87,"R",1.07,524.5,111.036666666667,19.05,1.15,10,0.092891328,27.1533333333333,13.21,1.39,72.9375,1.04,2,"5",0.529999999999516,0,"dm",636
"618","2005","08","06","Saturday",0,"SC",19,1,"P",1,250,1,2,2,23.5213333333333,0,23.16,12.5,0.8,80.46875,1,0.87,"3",0,1,"dm",620
"619","2005","08","06","Saturday",0,"SF",28,0,"P",1.25,2371,823.52,20,1.35,1,0,50,16,11,46.25,1.07,1.84,"5",134.79,0,"dm",619
"620","2005","08","06","Saturday",1,"SO",19,0.49,"P",1.04,459.5,77.96,34,1,31,0,29.4,19,0.81,62.2265625,1.02972222222222,2.05,"3",0,0,"dm",621
"621","2005","08","06","Saturday",1500,"SF",22,4,"P",1.32,1250,526,26,2,6,0,29,10.12,3.63,82.296875,1,0.97,"3",2419,2,"dm",641
"623","2005","08","06","Saturday",120,"SC",30,4,"P",1.21,500,547.41,30,1,2,0.113944606,38.99,8.44625,2.95,54.4921875,1,0.79,"3",305,1,"dm",624
"624","2005","08","06","Saturday",0,"SC",18,0,"P",1.13,283,60.91,16.7475,1.15,43,0,22.77,9,0,89.453125,1,0,"5",11.1399999999996,0,"dm",628
"626","2005","08","06","Saturday",3,"SK",19,1,"P",1.07,700.5,85.78,12,1,20,0,14.8,15,3,62.46875,1.0875,2.44,"3",0,0,"dm",634
"627","2005","08","06","Saturday",0,"SL",22,2,"P",1,950,248.19,2,3,16,0,42,19,7,50.7265625,1.06,1.9,"3",0,0,"dm",618
"629","2005","08","06","Saturday",0,"SD",17,0,"P",1.09,261.5,105.33,16.67,1.11,25,0,25.01,7,0.139999999999999,88.6875,1,0.7,"5",3.50999999999932,0,"dm",625
"633","2005","08","06","Saturday",300,"SK",21,0.94,"R",1.1,730.5,201.38,18.62,1.13,15.41,0,24.63,10.62,1.79,48.93740234406,1.02,1.67333333333333,"4",10.3199999999996,0,"dm",633
"638","2005","08","06","Saturday",400,"SA",19,1,"R",1.17,362.2,159.72,9,1,18.27,0.234965832,26.1366666666667,10.66,0.815,35.8515625,1,1,"3",0,0,"dm",622
"639","2005","08","06","Saturday",500,"SC",20,2,"P",1,400,0,6,2,34,0.093236397,0,16,2,61.4140625,1,2,"3",285,2,"dm",666
"640","2005","08","06","Saturday",1,"SA",19,0,"P",1.04,317.2,190.53,13.77,1.2,12,0,22.76,1,1,64.484375,1,1,"5",10.1199999999996,0,"dm",654
"641","2005","08","06","Saturday",400,"SC",19,2,"P",1.05,250,43.16,13,1,58,0,24.56,12,1,86.15625,1,0,"3",0,0,"dm",653
"643","2005","08","06","Saturday",1,"SA",23,0.89,"R",1.13,690.5,178.45,19.57,1.19,12.62,0.072016209,26.1733333333333,9.52,1.77,13.74023438,1.03,1.92333333333333,"5",2.40999999999968,0,"dm",667
"644","2005","08","06","Saturday",1,"SO",25,0.74,"R",1.27,1106.5,293.07,11,1,20.428,0,22.7733333333333,11.03,2.41,78.8125,1.08,2.47,"3",0,0,"dm",649
"646","2005","08","06","Saturday",0,"SL",24,0.945,"R",1.35,825.5,336.14,18.32,1.25,16.03,0.226932888,32.83,9.93,2.03,13.20898438,1.06,1.66,"5",36.5399999999998,0,"dm",648
"647","2005","08","06","Saturday",1,"SO",20,0.65,"R",1.12,507,102.22,15.83,1.13,16.07,0,23.1766666666667,10.12,1.19,55.7578125,1.03,2.08,"5",4.0299999999995,0,"dm",657
"649","2005","08","09","Tuesday",0,"SG",18,0,"P",1.11,575,93.76,18,1,5,0.018738209,13.94,14.39,0.449999999999999,75.078125,1.03,1.52,"3",0,0,"dm",646
"651","2005","08","09","Tuesday",0,"SF",20,0,"P",1.06,580.5,98.37,15.03,1.05,17.16,0.10681953,15.55,12.36,1.32,61.2265625,1.15,1.49,"5",0.539999999999492,0,"dm",665
"654","2005","08","09","Tuesday",0,"SO",16,0.0699999999999991,"P",1.09,399.5,71.44,20.7233333333333,1.01,11,0.001686081,24.006,13.99,0.0799999999999985,65.953125,1.08,1.44,"5",3.49999999999934,0,"dm",645
"655","2005","08","09","Tuesday",0,"SO",20,1,"P",1.32,693.3,197.79,14.24,1.17,13.4433333333333,0.045295522,20.17,2,2,57.75,2,1,"5",58.3999999999998,0,"dm",674
"660","2005","08","09","Tuesday",0,"SO",26,1,"R",2,1842.5,848.39,2,1,16.74,0.08473685,66,10.2,3.74,30.0078125,2,1,"3",0,0,"dm",663
"662","2005","08","09","Tuesday",0,"SB",20,1,"P",1.32,100,292.15,39,1,2,0,43.9,5,2.66,61.3046875,2,0,"3",119,1,"dm",677
"663","2005","08","09","Tuesday",1,"SO",16,0,"P",1.1,405,70.18,17.63375,1.01,15.68,0.022055376,21.33,13.04,0.0999999999999988,57.8203125,1.1075,1.45,"5",-6.507150374091e-13,0,"dm",691
"664","2005","08","09","Tuesday",0,"SG",30,1.06,"R",1.27,1409.5,567.07,19.19,1.14,13.64,0.065125635,27.03,8.2,2.71,14.74804688,1.22,1.3,"5",51.1399999999999,0,"dm",686
"667","2005","08","09","Tuesday",1,"SO",19,0,"P",1.1325,719.75,95.64,25,1,16,0,7.71,12,2,79.46875,1,0,"3",0,0,"dm",711
"668","2005","08","09","Tuesday",0,"SO",19,0,"P",1.25,518,181.02,31,1,34,0.279317278,29.1233333333333,11,0,83.734375,1.09,1.47,"3",0,0,"dm",694
"669","2005","08","09","Tuesday",0,"SN",19,0,"R",1.13,650.2,174.04,18.65,1.06,16.67,0.026506329,20.47,10.97,1.18,53.4921875,1.06,1.44333333333333,"5",0.613333333332753,0,"dm",703
"676","2005","08","09","Tuesday",500,"SB",22,1.26,"P",1.13,922.25,261.52,19.81,1.04,22.98,0,15.51,13.21,2.63,57.5874609375,1.08,1.51,"4",27.4399999999997,0,"dm",705
"681","2005","08","10","Wednesday",0,"SL",21,3,"P",1.18,850,403,13,1.23,52,0.012199525,20,27,5,77.453125,1.06,2.11,"5",357.22,0,"dm",687
"684","2005","08","10","Wednesday",1180,"SB",20,3,"P",1.23,350,340,19,1,10,0,15.43,3,0,42.328125,1,0.98,"3",1118,1,"dm",690
"689","2005","08","10","Wednesday",2,"SA",20,0.83,"P",1,1100,125,3,2,20,0.04575191,0,9,3,60.4765625,1.06,3,"3",0,0,"dm",700
"690","2005","08","10","Wednesday",200,"SC",19,0,"P",1,690.5,159.68,2,2,22,0.06493063,5.32,15,0,72.609375,1,1,"3",0,1,"dm",683
"695","2005","08","10","Wednesday",0,"SO",18,0,"P",1.09,371.625,195.185,20,1.14,10,0,20.39,24,1,78.359375,1.04,1.83,"5",3.53999999999935,0,"dm",698
"703","2005","08","10","Wednesday",0,"SC",17,0,"P",1.08,314.5,210.85,20.07,1.11,13,0,20.93,13,0.109999999999999,87.140625,1.01,1.61,"5",6.99999999999931,0,"dm",720
"709","2005","08","10","Wednesday",1,"SL",32,1,"P",1.23,1836.5,607.29,19,2,8,0.098317725,17.4,6,6,51.3828125,1,4,"3",0,1,"dm",722
"714","2005","08","11","Thursday",0,"SO",18,0.209999999999999,"P",1.06,610.5,152.91,19.47,1.04,14.82,0.001643029,19.096,10.83,0.57,26.8359375,1.02,2.01,"5",5.79999999999943,0,"dm",712
"721","2005","08","11","Thursday",0,"SC",18,0,"P",1.06,871.5,190.24,22,1,6,0.270877107,13.79,8,0,67.84375,1.04,1.72,"3",0,0,"dm",735
"722","2005","08","11","Thursday",0,"SC",29,0.95,"R",1.16,1597.5,687.74,23.3,1.29,3,0.103467108,26.75,6.06,2.39,58.5546875,1.07,1.91,"5",49.0799999999999,0,"dm",737
"724","2005","08","11","Thursday",1,"SO",22,0.97,"R",1.21,1138.3,364.49,16.13,1.05,13.05,0,19.38,10.82,2.15,52.56602539063,1.05,2.35,"4",10.1899999999997,0,"dm",717
"727","2005","08","11","Thursday",1,"SH",19,1,"P",1.11,800,172.49,14.43,1.13,13,0,17.3,12.48,1.53666666666667,67.046875,1.03,4,"5",7.91999999999957,0,"dm",727
"728","2005","08","11","Thursday",0,"SO",18,0,"P",1,681.7,136.18,1,1,6,0.050956926,8.6,3,0,44.765625,1.05,1.91,"3",0,0,"dm",719
"731","2005","08","11","Thursday",1,"SO",20,0.88,"P",1.05,873,201.02,13.265,1.16,81,0.032812802,16.605,18,1.54,59.9765625,1.06,2.76,"5",3.70999999999966,0,"dm",718
"734","2005","08","12","Friday",0,"SA",19,1,"P",1,766.75,221.4,6,1,25,0.036948494,0,15,1,74.796875,2,0,"3",0,0,"dm",734
"738","2005","08","12","Friday",0,"SO",20,1,"P",1.12,1900,285.82,12,2,11,0,11.51,17,2.77,72.890625,1,3,"3",792,2,"dm",736
"739","2005","08","12","Friday",1,"SO",19,0.56,"P",1,889.5,250.87,2,2,9,0.471914071,7.2,2,1,50.859375,1,0,"3",0,1,"dm",733
"740","2005","08","12","Friday",0,"SL",20,1,"P",1,925.5,305.4,3,1,15,0.011797608,0,14,1,74.265625,1,2,"3",0,0,"dm",732
"741","2005","08","12","Friday",1,"SN",20,0,"P",1.05,956.5,257.13,18.19,1.1,18.3733333333333,0,14.17,12.79,1.31,60.0364453125,1.03,2.27,"4",17.7999999999996,0,"dm",749
"744","2005","08","12","Friday",1,"SO",22,0.72,"R",1.12,936,333,17.56,1.21,12.26,0,17.94,10.48,1.53,16.21875,1.05,2.39,"5",53.0999999999998,0,"dm",776
"748","2005","08","12","Friday",0,"SC",21,3,"P",1.13,900,396.53,9,1,6,0.075002008,0,26,4,50.484375,1,3,"3",759,1,"dm",748
"752","2005","08","12","Friday",1,"SO",22,0.67,"R",1.05,1014.5,356.84,16.75,1.13,11.41,0,15,7.92,1.71,41.0623828125,1.03,2.27,"4",6.38999999999971,0,"dm",783
"753","2005","08","12","Friday",120,"SO",18,0.34,"P",1.06,583.5,185.66,19.71,1.06,15.74,0,14.81,13.57,0.545,61.1502734375,1.03,1.91,"4",5.79999999999934,0,"dm",759
"756","2005","08","12","Friday",0,"SH",20,0,"R",1.09,814.5,286.91,19.28,1.05,13.04,0.168937162,14.73,10.83,1.41,55.359375,1.05,2.41,"5",44.1399999999997,0,"dm",770
"758","2005","08","12","Friday",0,"SC",19,0,"P",1,200,197.33,6,1,2,0,18.49,11,1,57.46875,2,0,"3",0,0,"dm",744
"760","2005","08","13","Saturday",300,"SC",18,0.56,"P",1.2,476.5,305.48,24.26,1.17,6,2.977886789,57.4,9.69,0.329999999999999,55.7578125,1.06,1.44,"5",16.9899999999996,0,"dm",760
"763","2005","08","13","Saturday",0,"SA",18,1,"P",1.09,321.5,128.5,14.26,1.14,43,0,21.62,4,0,64.265625,1,1,"5",7.12999999999964,0,"dm",780
"766","2005","08","13","Saturday",0,"SL",21,0,"P",1.29,250,283.46,24,1,29,0,27.05,8,4,44.421875,1,2,"3",0,0,"dm",777
"771","2005","08","13","Saturday",1,"SO",29,0,"P",2,1250,744,2,1,4,0.19683608,0,2,2.99,52.6484375,2,1,"3",0,0,"dm",755
"773","2005","08","13","Saturday",1,"SA",20,3,"P",1.13,554,198.52,20,3,25,0.196228577,19.22,26,1,41.0625,1.09,1.79,"3",0,0,"dm",767
"775","2005","08","13","Saturday",0,"SK",19,0,"P",1.12,470,159.86,20.06,1.14,15.48,0.216604084,21.5135,13.1225,0.86,52.9765625,1.03,1.78,"5",3.49999999999928,0,"dm",763
"776","2005","08","13","Saturday",1,"SO",24,0.89,"R",1.15,795,440.61,19.75,1.17,9.89,0,25.875,8.63,2.22,13.30078125,1.08,1.87,"5",10.5299999999998,0,"dm",745
"777","2005","08","13","Saturday",1,"SA",42,0,"H",1.34,800,1015.87,58,1,18.02,0.16883511,0,9.81,3.99,68.046875,1,1.28,"3",209,1,"dm",765
"778","2005","08","13","Saturday",500,"SB",19,1,"P",1.19,563.5,221.35,12,2,22,0,13.15,23,1.12,35.609375,1,4,"3",0,1,"dm",757
"779","2005","08","13","Saturday",0,"SO",20,0,"R",1.04,585.5,181.4,7,1.21,16.98,0,29,12.09,0,51.76665039068,1.07,3,"5",12.5999999999995,0,"dm",743
"780","2005","08","16","Tuesday",0,"SH",18,0,"P",1.41,702.5,181.16,14.2,1.37785714285714,8,0,11.13,20,0,81.78125,1,0,"5",17.8699999999998,0,"dm",762
"785","2005","08","16","Tuesday",300,"SO",22,0,"P",1.59,1549,351.25,12,3,21,0.105992916,12.92,20,5,38.484375,1,1,"3",423,3,"dm",784
"786","2005","08","16","Tuesday",0,"SO",17,0,"P",1.10833333333333,331.5,85.72,13.35,1.1825,18,0.020594653,23.6866666666667,14,0.139999999999999,54.9140625,1,0.39,"5",4.75999999999972,0,"dm",764
"787","2005","08","16","Tuesday",1,"SL",23,4,"P",1.39,750,278.4,13,2,4,0.214519369,1,10.44,5,75.328125,1,0,"3",0,0,"dm",800
"789","2005","08","16","Tuesday",1,"SL",21,3,"P",1.28,1800,307.34,9,1,30,0.200746635,12.93,6,4,74.109375,1.08,4,"3",0,1,"dm",810
"790","2005","08","16","Tuesday",0,"SL",19,0,"P",1,812.5,108.14,5,2,15,0.117182898,5.97,27,1,64.375,1,0,"3",0,1,"dm",808
"791","2005","08","16","Tuesday",0,"SA",18,0,"P",1.05833333333333,399,99.11,13.29,1.16,25,0.034930358,20.83,21,0,58.8125,1,0,"5",8.11999999999966,0,"dm",802
"792","2005","08","16","Tuesday",0,"SA",19,0,"P",1.3,1207.5,325.32,35,2,34,0.016691804,24.6,4,7,59.2421875,1,0,"3",0,0,"dm",793
"794","2005","08","16","Tuesday",0,"SO",17,1,"P",1.28,469,137.4,20.42,1.06,70,0,22.4408333333333,8,0,93.71875,1.06,1.43,"5",3.7499999999995,0,"dm",799
"798","2005","08","16","Tuesday",0,"SO",18,0,"P",1.17,150,0,6,1,6,0,19.43,11.51,0,32.7421875,1.16,1.92,"3",0,1,"dm",794
"800","2005","08","16","Tuesday",0,"SM",18,1,"P",1.15,702.75,145.58,11.8,1.25,7,0,6.28,5,1,73.515625,1,0,"5",11.9999999999997,0,"dm",788
"801","2005","08","16","Tuesday",1,"SB",20,2,"P",1.09,693.5,121.99,15.14,1.02,1,0.03447941,17.33,20,1,58.7421875,1.04,1.86,"5",74.3699999999997,0,"dm",806
"802","2005","08","16","Tuesday",0,"SM",35,0,"R",1.47,2300,1239,13,1,15.89,0,19,11.63,5.38,48.234375,2,0,"2",0,0,"dm",804
"804","2005","08","16","Tuesday",1,"SO",25,1.24,"R",1.38,966.3,451.96,14.88,1.23,10.79,0.426849033,15.69,8.88,1.72,53.6484375,1,0,"5",133.87,0,"dm",823
"805","2005","08","16","Tuesday",1020,"SE",38,0,"H",1,1700,650,1,3,21.12,0,1,10.33,3.47,9.505859375,1,1,"3",809,2,"dm",829
"808","2005","08","16","Tuesday",1,"SO",21,0.99,"R",1.17,850.75,296.4,16.47,1.04,11.45,0,15.06,10.61,2.15,51.5237500001,1.04,1.55,"4",22.4499999999997,0,"dm",838
"811","2005","08","16","Tuesday",600,"SO",23,1.33,"R",1.35,943,329.5,14,1,14.06,0.077804315,0,13.11,0,50.5546875,1,0,"3",297,1,"dm",856
"817","2005","08","16","Tuesday",0,"SK",31,0.86,"R",1.22,1316.5,609.56,17.11,1.06,14.03,0.273509955,20.2,7.73,2.7,40.0078125,1.06,1.63,"5",36.5099999999998,0,"dm",836
"822","2005","08","16","Tuesday",1,"SF",22,0,"P",1.18,1037.5,299.23,17.64,1.1,11.98,0.296340358,13.52,10.19,2.47,42.2109375,1.06,1.4,"5",20.2099999999997,0,"dm",830
