"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","app_id","id","GOOD"
"135","2005","07","09","Saturday",0,"SC",20,2,"P",1,6000,1046.62,6,2,29,0.12147477,30,14,2,64.234375,2,0,"3",1950,1,0.0333333333333333,213,"dm.plus","1"
"136","2005","07","09","Saturday",0,"SN",21,1,"P",1.09,1196,737.34,21.19,1.29333333333333,2,0.110603439,54.62,2,2,47.3046875,1.07,2.56,"5",13.7299999999996,0,0.333333333333333,-203,"dm.minus","2"
"137","2005","07","09","Saturday",1,"SD",40,2,"H",1.26,18300,7006,11,2,12.68,0.010960884,0,8.28,4,35.7421875,1.09,4,"3",0,0,0.166666666666667,-216,"dm.minus","2"
"138","2005","07","09","Saturday",0,"SC",18,0,"P",1.02,150,1,7,1,11,0,23.84,1,1,53.1015625,1.03,2.37,"3",0,0,0.133333333333333,208,"dm.plus","1"
"139","2005","07","09","Saturday",500,"SO",21,2.28,"P",1.26,350,0,25,3,13,0.102890059,0,17,3.76,70.140625,1,1.79,"3",1034,3,0.166666666666667,-222,"dm.minus","2"
"140","2005","07","09","Saturday",700,"SO",19,0,"P",1.43,500,681,9,4,19.02,0.319299262,254,10.74,0,64.84375,1,2,"1",0,1,0.133333333333333,-215,"dm.minus","2"
"141","2005","07","09","Saturday",0,"SO",20,0.95,"R",1.13,854,808.37,19.41,1.25,8,0.074684916,67.33,6.57,1.32,21.703125,1.07,2.5,"5",49.3399999999997,0,0.466666666666667,-218,"dm.minus","2"
"142","2005","07","09","Saturday",0,"SC",20,1,"R",1.09,920,639.95,18.76,1.22,8.09,0.220615609,51.69,8.26,1.38,37.4609375,1.04,2.47,"5",32.2099999999996,0,0.4,210,"dm.plus","1"
"143","2005","07","09","Saturday",640,"SC",29,0,"R",1.13,1477.5,862.02,26,1,10.35,0.053808566,54.83,9.75,4.2,47.21875,1.03,2.61,"3",0,0,0.333333333333333,-201,"dm.minus","2"
"144","2005","07","09","Saturday",0,"SA",23,0,"P",1.09,1850,992,14,2,49,0,30,24,4,59.1015625,1,1.76909090909091,"3",0,1,0.1,-223,"dm.minus","2"
"145","2005","07","09","Saturday",1,"SD",23,1.01,"R",1.08,1104,764.83,19.2,1.35,9.69,0,49.16,5.03,1.64,28.2265625,1.07,2.65,"5",35.1099999999996,0,0.466666666666667,219,"dm.plus","1"
"146","2005","07","09","Saturday",1,"SM",22,4,"R",1.13,1647.5,529.58,58,1,31,0,28.87,8,4,63.5546875,1,3,"3",827,1,0.166666666666667,-199,"dm.minus","2"
"147","2005","07","09","Saturday",300,"SK",21,0.89,"R",1.1,1140,685.78,20.43,1.19,10.79,0.008786049,32.98,8.97,1.9,47.2421875,1.02,2.5,"5",49.7899999999997,0,0.433333333333333,212,"dm.plus","1"
"148","2005","07","09","Saturday",1,"SO",23,1.2,"R",1.12,1058.5,756.72,20.49,1.13,8.76,0.312628728,30.81,6.57,1.44,51.4375,1.07,2.57,"5",33.0699999999997,0,0.433333333333333,217,"dm.plus","1"
"149","2005","07","09","Saturday",0,"SA",23,4,"P",1.32,950,61,32,4,12,0.105387383,0,13,6,47.828125,1,1,"3",0,2,0.0333333333333333,200,"dm.plus","1"
"150","2005","07","09","Saturday",260,"SO",19,0.98,"R",1,319.5,227.41,5,1.19,12.01,0.046002705,57.42,8.81,1.03,46.8984375,1,2,"5",52.78,0,0.3,211,"dm.plus","1"
"151","2005","07","09","Saturday",0,"SK",25,1.17,"P",1.14,1730.5,629.53,65,1,6,0.061730411,32.67,27,7,91.125,1.06,2.39,"3",0,0,0.233333333333333,197,"dm.plus","1"
"152","2005","07","09","Saturday",0,"SD",19,1,"R",2,770,513.3,4,1,12.94,0.356764555,230,6.66,0,40.765625,2,1,"3",11,1,0.133333333333333,205,"dm.plus","0"
"153","2005","07","09","Saturday",2,"SO",21,1.59,"R",1.29,1004.5,738.17,17.45,1.3,12.27,0.187923515,33.19,6.88,1.63,74.875,1,0,"5",152,0,0.4,202,"dm.plus","1"
"154","2005","07","12","Tuesday",0,"SF",21,1,"P",1.1,200,492.75,11,3,4,0.424288213,46,8,4,43.96875,1,4,"1",0,2,0.1,-249,"dm.minus","2"
"155","2005","07","12","Tuesday",1,"SO",31,1.27,"R",1.21,1250,676.82,40,1,9.62,0.258034437,33.65,7.74,0,38.53125,1.08,1.81,"3",0,0,0.3,236,"dm.plus","1"
"156","2005","07","12","Tuesday",0,"SO",37,0,"R",1.42,1352,906.48,27.05,1.8,8.81,0.338299624,73.62,5.88,2.75,61.125,1,0,"5",152.75,0,0.4,-256,"dm.minus","2"
"157","2005","07","12","Tuesday",0,"SO",20,1,"P",1.13,1086.5,581.28,22.85,1.16,13.34,0.118531911,16.88,11.97,1.27,49.265625,1.02,2.02,"5",39.0999999999996,0,0.4,254,"dm.plus","1"
"158","2005","07","12","Tuesday",0,"SC",19,1,"P",1.08,395.5,279.75,17.68,1.18,5,0.123960845,42.36,7,1,63.9453125,1,0,"5",75.765,0,0.266666666666667,-234,"dm.minus","2"
"159","2005","07","12","Tuesday",1,"SA",22,4,"P",1.17,400,373,25,1,51,0.027114147,0,18,4,38.984375,1,0,"3",725,1,0.0666666666666667,231,"dm.plus","1"
"160","2005","07","12","Tuesday",300,"SO",19,0.82,"P",1.07,580.5,171.23,14,1,34,0.036295542,19,11,0,74.75,1,1,"3",0,0,0.133333333333333,235,"dm.plus","1"
"161","2005","07","12","Tuesday",0,"SH",28,0,"P",1.26,1881.5,1384.76,25,1.76,9,0,1,17,10,57.5078125,1,0,"5",263.24,0,0.2,-233,"dm.minus","2"
"162","2005","07","12","Tuesday",0,"SM",24,2,"P",1.22,1453.5,857.68,18,3,25,0,25.14,18,6,71.578125,1,0,"3",1213,2,0.166666666666667,-232,"dm.minus","2"
"163","2005","07","12","Tuesday",0,"SM",20,1,"P",1.06,957,236.31,9,2,15,0.036978199,17.52,12,2,64.390625,1,4,"3",0,1,0.166666666666667,-248,"dm.minus","2"
"164","2005","07","12","Tuesday",1,"SO",20,2,"P",1.17,558.5,296.34,7,1,4,0,0,9.31,3,61.5625,1,1,"3",0,0,0.166666666666667,-225,"dm.minus","2"
"165","2005","07","12","Tuesday",0,"SD",22,1,"P",1.19,1086.5,470.38,19,1,7,0,24.94,27,4,44.1875,1,1,"3",0,0,0.166666666666667,-242,"dm.minus","2"
"166","2005","07","12","Tuesday",2,"SO",19,0.87,"P",1.17,1088.5,602.73,20.22,1.26,12.34,0.106743986,19.04,10.97,1.14,52.3515625,1,0,"5",141.55,0,0.366666666666667,230,"dm.plus","1"
"167","2005","07","12","Tuesday",0,"SM",22,1,"P",1.44,2179.5,1126.38,26.52,1.56,16.19,0,64.07,1,5,93,1,1,"5",442.07,0,0.266666666666667,247,"dm.plus","0"
"168","2005","07","12","Tuesday",0,"SL",20,3,"P",1.2,2350,247,23,2,2,0,29.09,0,3.16,57.21875,1,1,"3",1920,1,0.1,245,"dm.plus","1"
"169","2005","07","12","Tuesday",1000,"SL",26,0,"P",1.33,350,310,10,3,24,0.025813608,0,23,8,29.3515625,1,1,"3",0,0,0.0333333333333333,244,"dm.plus","0"
"170","2005","07","12","Tuesday",1,"SD",23,1,"R",1.09,933,810.59,23.55,1.28,12.46,0.007063317,43.89,7.58,1.43,60.515625,1.03,2.14,"5",73.2699999999998,0,0.4,240,"dm.plus","0"
"171","2005","07","12","Tuesday",0,"FT",26,0,"P",1.11,1199.5,737.15,23.54,1.34,12.79,0,31.39,9.83,2.25,54.7368554688,1.04,1.77,"4",75.4399999999998,0,0.433333333333333,226,"dm.plus","0"
"172","2005","07","12","Tuesday",0,"SF",19,0.683333333333333,"R",1.11,1192,706.2,19.68,1.19,11.07,0.36960144,23.11,9.52,1.61,54.7421875,1.05,1.99,"5",28.1599999999997,0,0.433333333333333,250,"dm.plus","1"
"173","2005","07","12","Tuesday",0,"SO",22,1,"R",2,1223.5,490.77,6,1,7.35,0.17348474,65,6.61,1.51,57.5234375,3,1,"3",504,1,0.2,-241,"dm.minus","2"
"174","2005","07","13","Wednesday",1,"SO",20,1.08,"P",1.24,892,747.58,19.91,1.18,10.39,0.217602424,31.48,9.66,0,43.1328125,1,1,"5",269.11,0,0.333333333333333,275,"dm.plus","0"
"175","2005","07","13","Wednesday",1,"SO",21,1.11,"P",1.13,950,525.97,10,1,10,0.273047115,30,28,3,60.953125,1.06,2.52,"3",0,0,0.166666666666667,265,"dm.plus","1"
"176","2005","07","13","Wednesday",540,"SO",20,1.22,"P",1.91,932.5,788.06,37,1,11.54,0.015572099,121.76,9.48,1.71,40.59375,3,1,"5",86.34,0,0.333333333333333,-259,"dm.minus","2"
"177","2005","07","13","Wednesday",0,"SO",18,1,"R",1.18,934.5,649.22,21.23,1.08,10.07,0,33.3,8.23,0.66,44.1706445313,1.07,2.42,"4",40.0399999999996,0,0.433333333333333,273,"dm.plus","0"
"178","2005","07","13","Wednesday",0,"SA",19,0,"P",1.05,842,689.46,18.4,1.15,9.9,0.052585086,57.86,10.11,1.46,36.203125,1.02,2.52,"5",30.4699999999996,0,0.433333333333333,-276,"dm.minus","2"
"179","2005","07","13","Wednesday",0,"SA",18,0,"P",1.02,384,317.69,9,1,40,0,49.75,17,0,59.5390625,1.04,4,"3",0,0,0.2,-260,"dm.minus","2"
"180","2005","07","13","Wednesday",600,"SB",20,1.02,"R",1.18,1031,760.84,19.76,1.16,14.09,0.191610963,38.97,7.69,1.37,71.09375,1.07,2.5,"5",64.4299999999998,0,0.433333333333333,277,"dm.plus","0"
"181","2005","07","13","Wednesday",0,"SL",21,3,"P",1,950,451.18,5,1,3,0.028565188,1,0,0,69.5625,1,2,"3",0,0,0.0666666666666667,-268,"dm.minus","2"
"182","2005","07","13","Wednesday",0,"SB",19,1,"P",1.07,554,274.94,11,1.19,4,0.186843214,40,4,3,30.79296875,1.04,2.89,"5",15.4399999999996,0,0.233333333333333,263,"dm.plus","0"
"183","2005","07","13","Wednesday",0,"SB",18,1,"P",1.24,790,636.81,18.97,1.24,5,0,29.81,4,0.54,53.0987304688,1,0,"5",82.89,0,0.333333333333333,-278,"dm.minus","2"
"184","2005","07","13","Wednesday",2,"SH",18,0,"P",1.05,617,374.97,36,1,34,0.056967121,27.92,7,0,73.421875,1.07,2,"3",0,0,0.2,-272,"dm.minus","2"
"185","2005","07","13","Wednesday",1,"SO",19,0,"P",1,440.5,289.59,4,1,20.01,1.071026169,34,11.97,0,54.859375,1.1,2.42,"3",0,0,0.266666666666667,-280,"dm.minus","2"
"186","2005","07","13","Wednesday",0,"SB",30,1.04,"R",1.32,1128,727.66,11,1,18.49,0.134553402,33.67,9.74,1.96,74.3125,1,1,"3",0,0,0.266666666666667,274,"dm.plus","1"
"187","2005","07","14","Thursday",700,"SB",23,0.87,"R",1.11,1142,949.6,9,1,10.15,0.226310199,44.8,6.73,1.99,58.9453125,1.07,2.89,"3",0,0,0.366666666666667,-299,"dm.minus","2"
"188","2005","07","14","Thursday",0,"SO",17,0,"P",1.11,645.5,545.63,24.43,1.19,4,0.052284813,52.71,11.39,0.59,40.8515625,1.03,2.51,"5",16.1499999999996,0,0.433333333333333,-319,"dm.minus","2"
"189","2005","07","14","Thursday",0,"SO",30,0,"R",1.13,1418.5,1000.32,24.52,1.61,6.37,0.339156392,47.63,5.92,3.23,38.8125,1.09,2.68,"5",53.2699999999998,0,0.4,309,"dm.plus","0"
"190","2005","07","14","Thursday",0,"SH",19,1,"P",1.09,500,245.77,9,3,10,0,30,23,2,57.390625,1,4,"3",0,1,0.0666666666666667,301,"dm.plus","1"
"191","2005","07","14","Thursday",0,"SO",21,1.84,"P",1.23,500,155,27,1,33,0.033790593,24.72,7,4,53.8125,1,1.54,"3",1220,1,0.166666666666667,-313,"dm.minus","2"
"192","2005","07","14","Thursday",0,"SG",24,0,"P",2.19,1335,767.22,13,3,23,0.1391639,689,19,6,61.0703125,3,1,"3",0,0,0.133333333333333,-306,"dm.minus","2"
"193","2005","07","14","Thursday",0,"SF",17,0,"P",1.07,366.5,214.74,20.26,1.2,12,0.037961512,34.87,6,0,64.875,1.01,2.09,"5",39.9899999999999,0,0.3,311,"dm.plus","1"
"194","2005","07","14","Thursday",1200,"SN",23,2,"P",1.45,800,776,9,4,81,0.141035143,46,25,5,72.546875,1,3,"3",1,2,0.0666666666666667,-305,"dm.minus","2"
"195","2005","07","14","Thursday",0,"SO",19,1,"P",1.1,250,96.1,12,1,10,0.027951845,1,22,1,84.625,1,1.71,"3",2,1,0.1,294,"dm.plus","1"
"196","2005","07","14","Thursday",500,"SB",21,0.96,"R",1,523.5,391.33,3,1,17.3,0.630513039,61.96,9.145,1.33,71.734375,1.24,2.28,"3",0,0,0.3,298,"dm.plus","0"
"197","2005","07","14","Thursday",680,"SD",27,0,"H",1,5415.5,1344.73,2,2,18.415,0.425858148,0,13.82,7,49.2734375,1,4,"3",15,1,0.166666666666667,-290,"dm.minus","2"
"198","2005","07","14","Thursday",1,"SO",19,2,"R",1.11,1056,576.35,21.81,1.2,12.03,0.120750077,19.68,7.9,1.45,67.140625,1.05,2.67,"5",41.3399999999998,0,0.4,289,"dm.plus","1"
"199","2005","07","14","Thursday",0,"SF",18,1,"P",1,6600,0,4,2,27.38,0.01602155,130,12.82,10,78.296875,2,2,"3",0,1,0.1,-310,"dm.minus","2"
"200","2005","07","14","Thursday",0,"SM",23,5,"R",1.18,100,337.36,13,2,14.68,0,0,9.72,3,35.234375,1,1.7,"3",684,2,0.166666666666667,308,"dm.plus","1"
"201","2005","07","14","Thursday",1,"SL",26,2.41,"P",1,3200,1735,6,3,5,0.049869619,0,10.75,9,56.9296875,1,1,"3",960,2,0.0666666666666667,283,"dm.plus","1"
"202","2005","07","14","Thursday",1,"SD",20,0,"P",1,2450,693.01,2,1.74,22,0.186374583,1,26,3,55.5625,1,1,"5",365.95,0,0.133333333333333,-317,"dm.minus","2"
"203","2005","07","14","Thursday",1,"SO",19,0,"P",1,607,249.88,5,2,16,0.095434585,89,12,2,75.90625,1.14,2.59,"3",0,0,0.133333333333333,315,"dm.plus","1"
"204","2005","07","14","Thursday",0,"SF",18,0,"P",1,463.5,166.29,2,1.35,16.51,0.068286994,25,11.12,0,24.45703125,1,0,"5",34.7199999999999,0,0.2,304,"dm.plus","1"
"205","2005","07","14","Thursday",0,"SA",20,2,"R",1.06,1096.5,774.71,24.28,1.22,13.22,0.063838421,55.78,8.15,1.49,79.234375,1.04,2.57,"5",180.41,0,0.4,291,"dm.plus","0"
"206","2005","07","14","Thursday",2,"SA",21,1,"P",1.05,615.5,224.11,44,1,17.86,0.091614693,15.39,15.29,2,37.7890625,1.03,2.3,"3",0,0,0.266666666666667,307,"dm.plus","1"
"207","2005","07","14","Thursday",0,"SB",18,0.6,"P",1.05,366.5,323.59,53,1,13,0.423238548,48.11,9,0,31.06640625,1.06,2.55,"3",0,0,0.233333333333333,286,"dm.plus","1"
"208","2005","07","14","Thursday",300,"SL",33,0,"R",1.19,1060.5,707.08,34,1,9.74,0.002715771,57.3,7.85,2,23.74609375,1,1,"3",0,0,0.266666666666667,-303,"dm.minus","2"
"209","2005","07","14","Thursday",400,"FT",44,1.16,"R",1.09,2100,1210,28,1.53,8.88,0.108848334,0,9.15,5.19,48.375,1.07,2.5,"5",22.7299999999998,0,0.3,295,"dm.plus","1"
"210","2005","07","14","Thursday",1,"SL",27,3,"R",1.11,2250,713,70,2,14.07,0.442131891,53.76,8.6,0,57.125,1,4,"3",1819,1,0.2,-296,"dm.minus","2"
"211","2005","07","14","Thursday",1,"SA",33,0,"R",1,825.5,784.21,3,1,9.13,0.082145614,160,4.99,0,48.53125,2,0,"3",0,0,0.166666666666667,-282,"dm.minus","2"
"212","2005","07","15","Friday",0,"SC",18,0,"P",1.19,678.5,481.51,19.078,1.21,9,0,44.2,10.21,0.5,34.203125,1.04,2.32,"5",26.6099999999996,0,0.366666666666667,343,"dm.plus","0"
"213","2005","07","15","Friday",10,"SO",17,0.44,"P",1.1,614.5,529.53,22.55,1.13,15,0.079748106,38.47,10,0.359999999999999,66.328125,1.02,2.34,"5",18.5699999999996,0,0.4,-346,"dm.minus","2"
"214","2005","07","15","Friday",0,"SO",17,0.71,"P",1,150,210.72,1,1.14,23,0.075774368,48.32,3,0.72,80.609375,1.13,2.48,"5",17.8799999999996,0,0.3,-323,"dm.minus","2"
"215","2005","07","15","Friday",0,"SC",19,0,"P",1.06,100,212.45,18,1,23,0,38.52,11,1,60.671875,1,3,"3",121,1,0.133333333333333,-337,"dm.minus","2"
"216","2005","07","15","Friday",1,"SN",22,0,"P",1.32,821,827.77,7,1,11.46,0.271330017,90,0,0,57.5390625,1.2,2.46,"3",0,0,0.233333333333333,-330,"dm.minus","2"
"217","2005","07","15","Friday",0,"SA",19,0,"P",1.4,366,356.5,31,1,10,0,80.13,21,0,20.328125,1,1.04,"3",14,1,0.2,-324,"dm.minus","2"
"218","2005","07","15","Friday",1,"SA",21,1.1,"P",1.05,520,318.1,13,1.3,13,0.094981908,1,3,2.08,34.2265625,1.06,2.79,"5",29.1899999999997,0,0.3,345,"dm.plus","1"
"219","2005","07","15","Friday",0,"SO",23,0,"R",3,250,62,2,2,13.85,0.030386195,185,8.25,0,45,5,0,"2",171.63,0,0.133333333333333,-360,"dm.minus","2"
"220","2005","07","15","Friday",0,"SO",43,1.17,"H",1.88,5150,154,34,1,26.29,0.01157138,100.14,14.36,5,90.078125,2,2,"3",0,0,0.2,-320,"dm.minus","2"
"221","2005","07","15","Friday",1,"SO",21,1.2,"P",1.12,1009,542.97,20.63,1.36,13,0.262221587,18.57,21,2.46,33.2578125,1.11,2.61,"5",28.8799999999997,0,0.366666666666667,341,"dm.plus","1"
"222","2005","07","15","Friday",0,"SB",22,2,"P",1.07,963.5,439.39,35,1,20,0.176537496,32.04,14.12,4,57.9453125,1.05,2.74,"3",0,0,0.3,-338,"dm.minus","2"
"223","2005","07","15","Friday",0,"SN",29,1,"R",1.46,883.5,621.61,57,1,8.44,0,93.56,5.79,1.64,26.1875,1,1,"3",0,0,0.266666666666667,-342,"dm.minus","2"
"224","2005","07","15","Friday",1,"SO",17,1,"P",1.65,695.833333333333,857.63,22.69,1.32,10.6,0,222.6,0,0.58,21.37109375,1.2,1.77,"5",59.2824999999998,0,0.4,-358,"dm.minus","2"
"225","2005","07","15","Friday",800,"SB",45,1.1,"R",1.25,250,465,18,2,9.66,0.266229864,40,7.37,6,38.671875,1.17,2.35,"5",61.0499999999999,0,0.233333333333333,350,"dm.plus","1"
"226","2005","07","15","Friday",11,"SD",18,1,"P",1.14,580.75,293.26,15,2,1,0.350622478,32.52,7.37,0.98,55.28125,1,2,"3",0,1,0.2,333,"dm.plus","1"
"227","2005","07","15","Friday",0,"SN",29,0,"P",1,1086,789.52,6,3,12.35,0.160335346,14,11.11,4,59.8125,2,2,"5",157.57,0,0.2,-354,"dm.minus","2"
"228","2005","07","15","Friday",0,"SD",20,0,"P",1.46,719,545.72,10,1.69,13.18,0.118397041,439,3,1,20.76171875,1,0,"5",81.0325,0,0.233333333333333,-353,"dm.minus","2"
"229","2005","07","15","Friday",480,"SC",21,3,"P",1.21,950,335.83,30,1,18,0.042853972,24.41,22,4,70.65625,1,1,"3",614,1,0.133333333333333,-325,"dm.minus","2"
"230","2005","07","15","Friday",1580,"SO",42,1,"R",1.71,2271.5,1297.13,21.54,1.97,7.33,0,174.65,6.9,4.75,53.75,1,1,"5",279.08,0,0.366666666666667,-357,"dm.minus","2"
"231","2005","07","15","Friday",0,"SL",22,1,"R",1,1350,950.82,2,2,11.52,0.298678624,77.21,6.94,2.33,26.51171875,1,4,"1",323.54,1,0.233333333333333,-348,"dm.minus","2"
"232","2005","07","15","Friday",0,"SA",19,1,"P",1,100,168.78,15,1,3,0,25.6533333333333,0,0,80.546875,1.04,2.69,"3",0,0,0.166666666666667,349,"dm.plus","1"
"233","2005","07","15","Friday",0,"SB",18,1,"P",1.16,340,234.36,17.07,1.24,5,0,37.94,4,0.46,47.6750000002,1,0,"5",32.63,0,0.3,322,"dm.plus","0"
"234","2005","07","15","Friday",0,"SO",20,1,"P",1,405.5,225.88,5,1,6,0.047101932,0,1,1.55,57.4609375,1.13,2.64,"3",0,0,0.166666666666667,344,"dm.plus","0"
"235","2005","07","15","Friday",320,"SN",20,1,"P",1,1100,406.49,5,2,12,0.06029933,0,6,3,78.640625,2,2,"3",0,1,0.0333333333333333,352,"dm.plus","0"
"236","2005","07","15","Friday",1540,"FT",38,0,"R",1.97,2552.5,1385.29,22.7,2.18,9.23,0.089791245,288.92,5.96,4.18,51.609375,1.66,1.7,"5",120.78,0,0.4,321,"dm.plus","1"
"237","2005","07","15","Friday",0,"SO",18,0.6,"P",1.09,577,483.29,28,1,12.33,0.076987326,38.46,10.16,0.75,31.10546875,1.04,2.44,"3",0,0,0.333333333333333,329,"dm.plus","0"
"238","2005","07","15","Friday",0,"SO",17,1,"P",1.12,737,676.67,22.488,1.17,13,0.234958622,36.29,5,0.319999999999999,83.9375,1.04,2.35,"5",47.1299999999996,0,0.366666666666667,-331,"dm.minus","2"
"239","2005","07","15","Friday",0,"SE",18,0,"P",1.13,1071,608.03,19.22,1.25,11.62,0.386072545,25.44,10.71,0.9,57.9296875,1.05,2.36,"5",25.0099999999996,0,0.4,339,"dm.plus","1"
"240","2005","07","15","Friday",0,"SO",16,0,"P",1.16,693,567.65,24.078,1.15,16,0.056337707,56.93,11,0.339999999999999,27.62109375,1.04,2.37,"5",25.4999999999996,0,0.333333333333333,327,"dm.plus","1"
"241","2005","07","15","Friday",0,"SN",31,1,"R",2,1054,673.05,3,3,1,0.140711989,0,5.36,1,56.1953125,2.24,0.89,"3",0,0,0.2,-359,"dm.minus","2"
"242","2005","07","15","Friday",0,"SL",22,5,"P",1.31,7500,6076,11,4,26.69,0.025382596,20,15,5.08,77.4375,1,1.7,"2",2507,4,0.2,-326,"dm.minus","2"
"243","2005","07","15","Friday",1,"SG",25,1,"H",1,2259.5,872.98,4,1.67,18.83,0.048656508,0,9.73,3.66,75.234375,1.26,3,"5",180.42,0,0.3,-335,"dm.minus","2"
"244","2005","07","16","Saturday",0,"SH",38,1,"R",1.41,50,983.866666666667,31,2,12,0.47430609,0,8.44,7,54.1640625,2,1,"3",0,0,0.166666666666667,-363,"dm.minus","2"
"245","2005","07","16","Saturday",0,"SL",20,1.29,"P",1,500,194.595,3,1,9,0,21.03,12,1.62,67.9375,1.09,2.23,"3",0,0,0.2,382,"dm.plus","1"
"246","2005","07","16","Saturday",0,"SO",23,1.45,"R",1.07,1349.5,784.55,22.21,1.31,11.69,0.111626403,25.72,7.85,2.23,77.203125,1.03,2.64,"5",163.36,0,0.433333333333333,374,"dm.plus","1"
"247","2005","07","16","Saturday",0,"SO",21,2,"P",1.15,1260,638.7,19,2,1,0,33.6,4,2.91,43.1171875,1,3,"3",1107,1,0.166666666666667,383,"dm.plus","0"
"248","2005","07","16","Saturday",1,"SC",23,2,"R",1.05,1166,984,28,1,11.17,0.127376329,61.45,7.93,1.76,54.0390625,1.03,2.7,"3",0,0,0.333333333333333,-366,"dm.minus","2"
"249","2005","07","16","Saturday",0,"SM",20,2,"P",1.15,848,390.15,6,1.25,6,0.552401662,0,10,1,55.8203125,1.11,2.47,"5",127,0,0.266666666666667,376,"dm.plus","1"
"250","2005","07","16","Saturday",1,"SF",20,1,"R",1.12,500,275.77,12,1,17.72,0.201479747,0,11.16,1.55,67.796875,1,1.76,"3",360,1,0.2,378,"dm.plus","1"
"251","2005","07","16","Saturday",480,"SO",23,5,"P",1.18,200,283.77,14,2,12,0,25,14,5,81,1,1.55,"3",72,2,0.1,361,"dm.plus","1"
"252","2005","07","16","Saturday",1,"SL",21,0,"P",1.09,761,392.27,19,1.33,2,0,27.636,22,1,39.203125,1.02,2.24,"5",49.5599999999997,0,0.266666666666667,377,"dm.plus","0"
"253","2005","07","16","Saturday",1,"SA",23,1.05,"R",1.09,1099.5,834.56,23.94,1.14,9.12,0,35.704,9.31,1.86,45.2388671875,1.02,2.68,"4",27.4199999999996,0,0.466666666666667,368,"dm.plus","0"
"254","2005","07","16","Saturday",0,"FT",24,1.45,"R",1.17,1698,1344.1,24.15,1.6,11.02,0.044896133,62.29,6.4,3.15,17.66015625,1.07,2.77,"5",110.42,0,0.433333333333333,380,"dm.plus","1"
"255","2005","07","16","Saturday",0,"SL",20,0,"P",1,100,380.186666666667,4,1,57,0.448951673,50.01,24,4,41.203125,3,1,"3",0,0,0.1,-367,"dm.minus","2"
"256","2005","07","16","Saturday",0,"SO",23,3,"P",1.3,750,61,11,1,28,0.03507211,19.31,15.08,19,73.5625,1,0,"3",412,1,0.1,364,"dm.plus","1"
"257","2005","07","16","Saturday",1,"SM",22,4,"P",1.32,4300,712,7,3,20,0.082439714,0,23,5,58.671875,2,0,"3",2027,3,0.0333333333333333,365,"dm.plus","1"
"258","2005","07","16","Saturday",500,"SO",18,0.81,"P",1.06,700,197.0925,7,1,2,0.042954415,11.74,11.21,0.83,54.234375,1,3,"3",2,1,0.2,381,"dm.plus","1"
"259","2005","07","19","Tuesday",0,"SB",19,0,"P",1.11,498.8,280.61,20.26,1.13,38,0,50.83,14,0,32.703125,1.04,1.98,"5",36.7599999999996,0,0.3,404,"dm.plus","0"
"260","2005","07","19","Tuesday",1,"SO",17,0,"P",1.18,733,549.63,25.46,1.21,10,0.033911259,45.16,20,0,30.86328125,1.08,2,"5",19.3399999999996,0,0.333333333333333,-423,"dm.minus","2"
"261","2005","07","19","Tuesday",0,"SH",20,0,"P",1.36,684.5,320.86,10,2,13,0,79,25,2,70.234375,1,0.88,"3",0,1,0.166666666666667,-414,"dm.minus","2"
"262","2005","07","19","Tuesday",0,"SE",22,5,"P",1.07,1173.5,709.89,31.3,1.46,12.42,0,33.91,10.35,2.55,53.9565625,1.06,2.07,"4",169.12,0,0.466666666666667,-407,"dm.minus","2"
"263","2005","07","19","Tuesday",800,"SB",19,0.72,"P",1.09,546.5,307.8,20.02,1.26,8,0.071575919,26.6,19,0,50.1875,1,2,"5",100.49,0,0.266666666666667,408,"dm.plus","1"
"264","2005","07","19","Tuesday",1,"SE",24,1.55,"R",1.09,1047.5,491.29,6,1,10.19,0.104911156,0,6.78,1.23,44.234375,1.02,2.03,"3",0,0,0.3,411,"dm.plus","1"
"265","2005","07","19","Tuesday",0,"SO",17,1,"P",1.15,742,509.7,28.69,1.19,33,0.00519125,30.66,20,0.239999999999999,67.859375,1.04,2.18,"5",46.2499999999996,0,0.366666666666667,-426,"dm.minus","2"
"266","2005","07","19","Tuesday",1,"SO",16,0.6,"P",1.17,572.5,576.32,27.9,1.18,6,0.06401227,56.1,5,0.63,54.15625,1.03,2.09,"5",67.8299999999997,0,0.366666666666667,412,"dm.plus","1"
"267","2005","07","19","Tuesday",0,"SO",19,0,"P",1.62,592,379.92,6,2,35,0.18622055,230,3,1,61.15625,1,1.09,"3",33,2,0.133333333333333,403,"dm.plus","0"
"268","2005","07","19","Tuesday",0,"SN",21,4,"R",1.3,912.5,525.81,45,1,13.11,0.42649147,45.13,9.12,1.54,47.3046875,1,1,"3",0,0,0.266666666666667,-417,"dm.minus","2"
"269","2005","07","19","Tuesday",0,"SO",19,0.69,"R",1.13,1005,591.22,9,1,15.07,0.296027812,28.1,8.72,0.94,70.59375,1.01,2.03,"3",0,0,0.333333333333333,422,"dm.plus","1"
"270","2005","07","19","Tuesday",160,"SM",20,1.33,"R",1,500,446.08,3,1.36,1,0.15033786,53.83,3,0,44.46875,1,1,"5",64.89,0,0.2,-416,"dm.minus","2"
