"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","GOOD","id","app_id"
"257","2005","07","16","Saturday",1,"SM",22,4,"P",1.32,4300,712,7,3,20,0.082439714,0,23,5,58.671875,2,0,"3",2027,3,0.0333333333333333,"1","dm.plus",365
"258","2005","07","16","Saturday",500,"SO",18,0.81,"P",1.06,700,197.0925,7,1,2,0.042954415,11.74,11.21,0.83,54.234375,1,3,"3",2,1,0.2,"1","dm.plus",381
"259","2005","07","19","Tuesday",0,"SB",19,0,"P",1.11,498.8,280.61,20.26,1.13,38,0,50.83,14,0,32.703125,1.04,1.98,"5",36.7599999999996,0,0.3,"0","dm.plus",404
"263","2005","07","19","Tuesday",800,"SB",19,0.72,"P",1.09,546.5,307.8,20.02,1.26,8,0.071575919,26.6,19,0,50.1875,1,2,"5",100.49,0,0.266666666666667,"1","dm.plus",408
"264","2005","07","19","Tuesday",1,"SE",24,1.55,"R",1.09,1047.5,491.29,6,1,10.19,0.104911156,0,6.78,1.23,44.234375,1.02,2.03,"3",0,0,0.3,"1","dm.plus",411
"266","2005","07","19","Tuesday",1,"SO",16,0.6,"P",1.17,572.5,576.32,27.9,1.18,6,0.06401227,56.1,5,0.63,54.15625,1.03,2.09,"5",67.8299999999997,0,0.366666666666667,"1","dm.plus",412
"267","2005","07","19","Tuesday",0,"SO",19,0,"P",1.62,592,379.92,6,2,35,0.18622055,230,3,1,61.15625,1,1.09,"3",33,2,0.133333333333333,"0","dm.plus",403
"269","2005","07","19","Tuesday",0,"SO",19,0.69,"R",1.13,1005,591.22,9,1,15.07,0.296027812,28.1,8.72,0.94,70.59375,1.01,2.03,"3",0,0,0.333333333333333,"1","dm.plus",422
"272","2005","07","19","Tuesday",0,"SO",18,0.73,"R",1.17,1060.5,586.63,19.33,1.16,9.87,0,26.12,6.92,0.229999999999999,51.8321875,1.03,1.9,"5",81.9799999999997,0,0.466666666666667,"1","dm.plus",402
"273","2005","07","19","Tuesday",0,"SB",18,0,"P",1.03,414,284.5,28,1,17,0.012416982,42.185,17,0,69.515625,1.02,1.83,"3",0,0,0.2,"1","dm.plus",420
"274","2005","07","19","Tuesday",0,"SO",18,0.52,"P",1.02,473.5,101.78,10,1,47,0,14.79,24,0,55.3359375,1.01,4,"3",0,0,0.2,"1","dm.plus",406
"276","2005","07","19","Tuesday",1,"SO",20,1.03,"R",1.09,1044.5,631.24,21.25,1.11,10.36,0,24.33,7.86,1.6,49.8765234375,1.03,1.92,"4",34.2199999999997,0,0.466666666666667,"1","dm.plus",430
"277","2005","07","19","Tuesday",0,"SO",21,1.2,"R",1.07,401.5,312.49,12,1,5,0.002307939,44.7,0,1.31,21.265625,1.03,2.25,"3",0,0,0.266666666666667,"1","dm.plus",389
"278","2005","07","19","Tuesday",0,"SL",25,1.4,"P",1.09,1403,793.88,26,1.41,2,0,38.15,10.25,3.73,45.6484375,1.02,1.99,"5",146.47,0,0.366666666666667,"1","dm.plus",429
"285","2005","07","19","Tuesday",10,"SF",19,0.65,"P",1.05,500,147.8225,10,1,38,0.381779423,17.6,13,0,64.03125,1.02,2.71,"3",0,0,0.2,"1","dm.plus",418
"287","2005","07","19","Tuesday",0,"SO",18,1,"P",1.03,341,204.2,28,1,8,0.019041933,30.15,7,0.139999999999999,48.09375,1.01,1.77,"3",0,0,0.233333333333333,"0","dm.plus",427
"288","2005","07","19","Tuesday",0,"SC",21,3,"P",1.19,300,223.3,15,2,11,0.035077765,28.05,2,2,91.84375,1,0.892222222222222,"3",0,1,0.133333333333333,"1","dm.plus",419
"289","2005","07","19","Tuesday",1,"SB",23,1,"R",1.34,2100,1314.5,23,1.76,9.28,0.598415086,140.29,6.68,3.91,13.0625,1.2,1.6,"5",152.27,0,0.333333333333333,"1","dm.plus",409
"291","2005","07","19","Tuesday",1,"SO",21,1.18,"P",1.09,474,183.01,19,1,8,0.05221588,17.7816666666667,5,2,64.203125,1,0,"5",37.3999999999999,0,0.2,"1","dm.plus",385
"292","2005","07","19","Tuesday",1,"SO",23,1.14,"R",1.1,1065,786.32,25.8,1.13,8.68,0.272819179,43.16,7.14,1.61,58.6875,1.05,2.22,"5",31.0999999999996,0,0.433333333333333,"0","dm.plus",405
"293","2005","07","19","Tuesday",380,"SA",18,0,"P",1.18,2515.5,1885.43,33.48,1.49,15,0.064337296,61.73,12.15,15,50.8828125,1.02,1.59,"5",68.6599999999998,0,0.333333333333333,"0","dm.plus",428
"294","2005","07","19","Tuesday",1,"SM",44,6,"P",1.47,4700,311,75,1.84,27.19,0,127.29,12.33,0,56.40625,1.18,1.67,"5",893.2,0,0.266666666666667,"1","dm.plus",424
"297","2005","07","20","Wednesday",0,"SA",18,0,"P",1.08,325.5,277.47,19.93,1.09,15,0.219254388,43.35,12,0,49.953125,1.02,2.23,"5",3.26999999999949,0,0.3,"0","dm.plus",446
"302","2005","07","20","Wednesday",0,"SM",20,2,"P",1.25,1450,376.89,11,1,26,0,26.4,19,0,51.5,1,1,"3",1454,1,0.1,"0","dm.plus",447
"303","2005","07","20","Wednesday",0,"SA",21,2,"P",1.14,150,211.76,15,1.24,31,0,0,13,2,84.90625,1,1,"5",187.27,0,0.133333333333333,"1","dm.plus",452
"304","2005","07","20","Wednesday",0,"SO",22,0.85,"R",1.13,1116,809.75,22.76,1.22,7.99,0.465481587,31.99,8.5,1.93,45.7265625,1.08,2.5,"5",50.1999999999997,0,0.433333333333333,"0","dm.plus",457
"305","2005","07","20","Wednesday",0,"SO",19,0,"P",1.11,561,184.26,18,1,26,0.063488544,14.07,12,1.08,78.40625,1,1,"3",0,0,0.166666666666667,"1","dm.plus",450
"306","2005","07","20","Wednesday",400,"SB",20,0.88,"R",1.16,1050,800.96,6,1.16,13.06,0.095566617,0,8.81,1.37,61.421875,1.06,2.66,"5",28.4299999999997,0,0.4,"1","dm.plus",439
"307","2005","07","20","Wednesday",0,"SN",18,0.34,"P",1.15,1090,406.71,23.11,1.16,12,0,28.87,14,1,67.28125,1.04,2,"5",27.2374999999996,0,0.333333333333333,"1","dm.plus",456
"309","2005","07","20","Wednesday",1,"SO",18,0,"P",1,1050,1085,5,1,37,0.073128835,50,18,1,65.671875,1,2,"3",0,0,0,"1","dm.plus",448
"310","2005","07","20","Wednesday",0,"SA",22,3,"R",1.04,1421,1108.59,14,1,9.34,0.18600686,1,7.78,1.97,51.53125,1.05,2.25,"5",573.77,0,0.333333333333333,"0","dm.plus",449
"313","2005","07","20","Wednesday",0,"SB",20,0,"P",1.07,150,155,6,1,17,0.120406122,0,18,1.6,59.1875,1.02,4,"3",0,0,0.1,"0","dm.plus",461
"315","2005","07","21","Thursday",0,"SL",24,3,"P",1.07,950,275.69,12,2,18.16,0,25,13.05,3.36,63.2936607142857,1,1.7,"3",0,1,0.233333333333333,"1","dm.plus",482
"319","2005","07","21","Thursday",1,"SK",18,1.1,"R",1.49,1468.5,937.85,23.73,1.79,1,0.206510292,163,8.25,1.99,28.8984375,1,1,"5",253.64,0,0.333333333333333,"0","dm.plus",484
"320","2005","07","21","Thursday",0,"SF",23,2,"P",1.25,1532,733.69,34,1.5,8,0,56.59,3,3,42.8984375,1,0,"5",516.96,0,0.2,"0","dm.plus",477
"321","2005","07","21","Thursday",0,"SB",28,2,"P",2,1800,1768,2,3,1,0.30291325,0,11.11,7.105,87.953125,1,1,"2",0,1,0.0666666666666667,"1","dm.plus",481
"324","2005","07","21","Thursday",0,"SO",19,1,"P",1.02,360.5,147.13,18,1,13,0,19.17,14,0,24.58203125,1.02,2.36,"3",0,0,0.2,"1","dm.plus",498
"327","2005","07","21","Thursday",100,"SO",21,4,"R",1.15,1013.5,710.045,21.3,1.53,13,0,26.55,2,3,70.203125,1.01,1.8,"5",297.61,0,0.3,"1","dm.plus",474
"329","2005","07","21","Thursday",0,"SL",21,3,"P",2,200,619.43,6,4,7,0.449629705,180.6,6,3,57.9375,3,0,"3",298,3,0.0666666666666667,"1","dm.plus",489
"330","2005","07","21","Thursday",0,"SO",21,1.02,"P",1.15,1141.5,806.39,24.31,1.37,28,0.047600431,61.88,26,4,48.5625,1.03,2.64,"5",79.3399999999998,0,0.333333333333333,"1","dm.plus",490
"331","2005","07","21","Thursday",0,"SC",27,0,"R",1.11,1504,1269.95,23.97,1.55,6.87,0.334754881,69.28,8.26,5.59,38.5078125,1.04,2.46,"5",107.87,0,0.4,"1","dm.plus",468
"333","2005","07","21","Thursday",1,"SA",29,6,"H",1.28,8550,3844,8,2.22,12.65,0.03426387,64.7773333333333,9.65,3,26.66015625,1.09,2.62,"5",745.58,0,0.266666666666667,"1","dm.plus",479
"334","2005","07","21","Thursday",0,"SD",18,1,"P",1.44,1100,402.8,8,2,34,0.023344902,45,6,0,63.71875,1,1,"3",1012,2,0.0666666666666667,"0","dm.plus",492
"338","2005","07","21","Thursday",0,"SO",21,1,"R",1.08,1162.5,839.02,21.12,1.31,7.22,0.331775213,47.56,9.45,2.06,58.4453125,1.09,2.33,"5",68.5999999999997,0,0.433333333333333,"0","dm.plus",493
"339","2005","07","21","Thursday",0,"SO",20,0.86,"R",1.09,1047,871.62,18.04,1.14,10.74,0.053465113,57.92,7.63,1.74,80.796875,1.06,2.57,"5",51.8999999999997,0,0.433333333333333,"0","dm.plus",471
"343","2005","07","22","Friday",100,"SO",22,4,"R",1.22,350,32,27,1.41,20.05,0.455958159,56.8,12.58,2.16,56.2109375,1.05,2.08,"5",244.59,0,0.3,"1","dm.plus",515
"347","2005","07","22","Friday",0,"SF",18,1,"P",1.27,586,203.89,11,1,19,0.055946274,0,25,1,78.453125,1,1,"3",0,0,0.1,"1","dm.plus",512
"349","2005","07","22","Friday",0,"SO",26,4,"R",1.13,1486,1289.57,31.46,1.42,8.07,0.002945941,27.94,6.26,4.37,49.4375,1,1.38,"5",783.68,0,0.4,"0","dm.plus",532
"350","2005","07","22","Friday",0,"SC",21,0,"P",1.1,1035.5,601.12,25.98,1.33,6,0.349069199,63.77,5,3,76.015625,1.03,2.85,"5",30.2499999999996,0,0.3,"1","dm.plus",531
"352","2005","07","22","Friday",0,"SO",27,1,"R",1.07,1239.5,747.99,22.72,1.27,7.97,0,23.73,4.53,1.45,30.65625,1.04,2.85,"5",49.7099999999997,0,0.466666666666667,"1","dm.plus",533
"354","2005","07","22","Friday",1,"SO",42,1.07,"R",1.28,1238.5,1036.97,29,1,11.02,0,66.8933333333333,7.23,2.39,63.6953125,1.06,2.2,"1",113.57,0,0.4,"0","dm.plus",517
"356","2005","07","22","Friday",40,"SO",19,0,"P",1,1700,0,5,1,11,0,22.45,16,2.38,88.125,2,1,"3",0,0,0.0666666666666667,"1","dm.plus",536
"357","2005","07","22","Friday",400,"SO",19,0.78,"P",1.08,468,204.7,7,1,2,0,0,2,0,62.8203125,1.08,2.59,"3",0,0,0.2,"1","dm.plus",523
"358","2005","07","22","Friday",1,"SO",23,1.21,"R",1.07,1216.5,781.19,9,1,6.59,0,22.71,4.86,1.86,49.358515625,1.09,2.68,"3",0,0,0.366666666666667,"1","dm.plus",530
"359","2005","07","22","Friday",0,"SO",21,1,"P",1.15,750,0,14,1,7,0.777968954,0,11.81,6,48.1796875,1.09,2.52,"3",0,0,0.133333333333333,"0","dm.plus",537
"360","2005","07","22","Friday",0,"SB",22,1.04,"R",1.07,1111,772.15,21.04,1.21,8.03,0,34.31,6.74,1.86,33.3671875,1.04,3.03,"5",80.8399999999998,0,0.466666666666667,"1","dm.plus",535
"362","2005","07","22","Friday",0,"SO",18,0,"P",1.43,431.25,505.55,18.055,1.3,5,0.379516728,69.66,0,0,52.390625,1,1,"5",50.03,0,0.233333333333333,"1","dm.plus",522
"363","2005","07","22","Friday",0,"SO",21,1,"P",1.05,978,655.19,23.66,1.17,8.18,0,22.73,1,1.89,50.4765625,1.03,2.71,"5",17.2899999999996,0,0.4,"1","dm.plus",518
"364","2005","07","22","Friday",0,"SA",18,0,"P",1,50,202.99,1,1,5,0.024630367,42.49,0,0,50.59375,1,1,"3",0,0,0.0666666666666667,"1","dm.plus",507
"365","2005","07","22","Friday",0,"SL",19,1,"P",1.36,2300,155,11,2,26,0,34.98,16,0,80.53125,1,0,"3",827,2,0.0666666666666667,"1","dm.plus",520
"366","2005","07","23","Saturday",0,"SO",17,0.529999999999999,"P",1.06,560,539.89,26.17,1.16,12,0,22.88,3,0.179999999999999,51.6792578125,1.03,2.21,"5",0.499999999999533,0,0.4,"1","dm.plus",556
"368","2005","07","23","Saturday",1,"SO",23,0,"P",1.07,877,226.78,20,1,10,0.041529477,0,11,4,52.640625,1.04,2.57,"3",0,0,0.166666666666667,"1","dm.plus",548
"371","2005","07","23","Saturday",1,"SO",20,3,"P",1.19,777.5,254.78,8,2,22,0.054254269,0,18,0,38.1171875,1,1,"3",328,2,0.1,"1","dm.plus",564
"373","2005","07","23","Saturday",0,"SO",24,1,"P",1.11,640.5,450.9,19.27,1.31,11.48,0.1935411,25.51,11.37,1,51.2265625,1,0,"5",111.79,0,0.3,"1","dm.plus",545
"374","2005","07","23","Saturday",0,"SO",17,0.47,"P",1.13,598,467.57,25.69,1.1,10.32,0,34.02,11.44,0,30.05078125,1.03,2.33,"5",12.1799999999996,0,0.4,"1","dm.plus",542
"375","2005","07","23","Saturday",0,"SA",19,1,"P",1.08,432,385.09,32,1,16.16,0.062826336,118.4,10.68,1.13,17.39453125,1.18,2.7,"3",0,0,0.3,"0","dm.plus",558
"376","2005","07","23","Saturday",360,"SN",19,3,"R",1.35,800,868,18,1,31,0.187271185,67.585,19,3,61.9296875,1,0,"3",1014,1,0.0666666666666667,"0","dm.plus",554
"377","2005","07","23","Saturday",0,"SA",23,2,"R",1.01,866,918.07,37,1.15,9.84,0,50.174,7.44,1.71,50.0625,1.07,2.47,"5",127.26,0,0.4,"0","dm.plus",549
"378","2005","07","23","Saturday",200,"SB",20,1,"P",1,700,744,1,3,28.3966666666667,0,41.97,13.24,3,84.953125,2,0,"3",737,2,0.1,"0","dm.plus",568
"379","2005","07","23","Saturday",0,"SO",25,1.01,"R",1.09,1013,786.27,22.05,1.19,9.94,0.014282011,28.57,7.77,1.76,32.4609375,1.06,2.49,"5",9.34999999999964,0,0.466666666666667,"1","dm.plus",567
"380","2005","07","23","Saturday",0,"SO",32,1.23,"P",1.08,1347.5,622.82,28.95,1.42,19.04,0,28.814,15.62,3.78,65.3440625,1.08,2.71,"4",64.7599999999998,0,0.466666666666667,"1","dm.plus",563
"384","2005","07","23","Saturday",1,"SL",24,2,"P",1.12,350,33,15,1.62,18,0.087125612,0,26,6,63.3828125,1.03,2.23,"5",215.15,0,0.166666666666667,"1","dm.plus",544
"385","2005","07","23","Saturday",500,"SB",25,1.2,"R",2,847.5,464.41,4,1,9.02,0.464734115,0,8.52,1.94,37.8203125,1,1,"3",0,0,0.2,"1","dm.plus",557
"388","2005","07","23","Saturday",340,"SO",18,0.58,"P",1,350.5,89.45,8,1.06,26,0,29.14,11,1,72.1875,1.07,3,"5",0.44999999999955,0,0.266666666666667,"1","dm.plus",569
"389","2005","07","26","Tuesday",1,"SB",24,1,"R",3,200,0,2,2,17.1,0.562444467,0,11.45,1,33.3671875,2,0,"3",0,1,0.0666666666666667,"1","dm.plus",572
"395","2005","07","26","Tuesday",0,"SH",21,4,"P",1.26,2850,848.3,30,1,5,0.021952547,31.51,21,2,78.828125,1,0,"3",3631,1,0.1,"1","dm.plus",573
"397","2005","07","26","Tuesday",0,"SL",22,0,"P",1.09,2100,434,10,2,14,0.12445262,0,22,5,47.0078125,1,4,"3",0,1,0.0333333333333333,"1","dm.plus",589
"399","2005","07","26","Tuesday",0,"SB",22,3,"P",1.1,350,342,16,1,24,0.09408399,35.92,17,3,75.3125,1.03,1.64,"3",0,0,0.133333333333333,"1","dm.plus",612
"400","2005","07","26","Tuesday",500,"SO",18,0.55,"P",1.16,714,599.02,24.51,1.25,16,0.1690302,29.7,16,0,40.4296875,1.04,2.13,"5",26.6999999999996,0,0.333333333333333,"1","dm.plus",602
"405","2005","07","26","Tuesday",0,"SD",19,0.54,"P",1,100,376.23,1,1.25,19.25,0.036237436,109.14,9.86,1,22.56640625,1.1,2.3,"5",13.7699999999996,0,0.3,"1","dm.plus",605
"407","2005","07","26","Tuesday",400,"SO",23,1.16,"R",1,636.5,490.66,1,1,15.37,0,38.4,7.58,1.71,51.875390625,1,1,"3",0,0,0.266666666666667,"0","dm.plus",599
"410","2005","07","26","Tuesday",0,"SO",18,0,"P",1.54,554,454.28,21.86,1.31,33,0.025048787,60.2,20,0.279999999999999,42.9375,2,0,"5",63.37,0,0.266666666666667,"0","dm.plus",577
"413","2005","07","26","Tuesday",400,"SO",24,1.07,"R",1.12,1027.5,965.62,27.66,1.19,9.6,0,33.23,7.67,1.93,50.0439453125,1.01,2,"5",55.0499999999998,0,0.466666666666667,"0","dm.plus",598
"414","2005","07","26","Tuesday",1,"SM",21,2,"R",1.06,1071.5,786,19.21,1.3,9.83,0.028711601,39.83,5.7,0,56.3203125,1.03,3,"5",106.91,0,0.333333333333333,"0","dm.plus",588
"415","2005","07","27","Wednesday",1,"SA",19,1,"P",1.06,747.5,558.92,21.96,1.15,14.81,0,39.3,10.41,1.52,52.6825,1.09,2.59,"4",21.3499999999996,0,0.433333333333333,"0","dm.plus",636
"417","2005","07","27","Wednesday",0,"SA",17,0,"P",1.1,2050,1246.81,27.9,1.45,9,0.027166239,25.82,11.3,9,56.125,1.03,2.5,"5",29.8899999999998,0,0.333333333333333,"1","dm.plus",620
"420","2005","07","27","Wednesday",0,"SC",18,0.399999999999999,"P",1,150,31,2,1.18,20.24,0,48.23,13.21,0,72.203125,1,2,"5",34.9399999999999,0,0.2,"1","dm.plus",619
"421","2005","07","27","Wednesday",1,"SO",23,1.17,"R",1,580.5,315.31,2,1,14.37,0.456198497,39.34,10.24,1.56,60.609375,1,0,"3",0,0,0.233333333333333,"1","dm.plus",621
"423","2005","07","27","Wednesday",0,"SC",19,1,"P",1.07,789,532.98,21.74,1.15,12.47,0,39.81,10.46,1.15,49.7880859375,1.08,2.55,"4",15.3099999999996,0,0.433333333333333,"0","dm.plus",641
"424","2005","07","27","Wednesday",0,"SA",18,1,"P",1,100,222.97,3,1,34,0.065920607,42.84,16,0,61.671875,1,1.38,"3",150,1,0.1,"0","dm.plus",624
"425","2005","07","27","Wednesday",0,"SO",22,5,"P",1.24,4050,216,8,1,29,0.170676493,46.75,13,4,46.6875,1,3,"3",3448,1,0.0666666666666667,"0","dm.plus",628
"426","2005","07","27","Wednesday",0,"SA",20,1,"P",1.04,500,310,16,1.11,6,0.566334348,32.02,12,2,49.125,1.05,2.51,"5",10.6599999999995,0,0.2,"0","dm.plus",634
"427","2005","07","27","Wednesday",0,"SM",23,5,"H",1.08,3045.5,1542.31,29.31,1.42,13.59,0,28.9,8.15,4.19,57.6418945313,1.03,2.31,"5",673.5,0,0.433333333333333,"1","dm.plus",618
"428","2005","07","27","Wednesday",1,"SO",19,0.79,"R",1.13,1321,918.2,23.65,1.23,16.89,0.229404042,30.86,9.23,1.41,97.984375,1.09,2.38,"5",55.9499999999997,0,0.433333333333333,"1","dm.plus",625
"433","2005","07","27","Wednesday",800,"SN",18,0.51,"P",1.13,1233.5,631.81,25.65,1.23,14,0,47.99,7,0,34.8046875,1.15,1.89,"5",36.6999999999997,0,0.333333333333333,"1","dm.plus",633
"434","2005","07","27","Wednesday",0,"SM",18,0,"P",1.19,627,313.6,23,2,37,0,25.88,14,0,56.1640625,1,0,"3",0,1,0.133333333333333,"1","dm.plus",622
"437","2005","07","28","Thursday",100,"SC",19,0.483333333333333,"P",1.06,1050,789.03,31.49,1.17,14.2866666666667,0.143671881,60.58,24,1,46.0546875,1.05,2.47,"5",37.2899999999996,0,0.366666666666667,"1","dm.plus",666
"438","2005","07","28","Thursday",1,"SO",18,0.63,"P",1.08,969,744.03,11,1.23,17.12,0.133567989,0,13.27,0.94,67.578125,1.07,2.66,"5",37.1499999999996,0,0.366666666666667,"1","dm.plus",654
"439","2005","07","28","Thursday",1,"SC",18,0,"P",1.15,1074,777.17,27.24,1.15,19.4,0,105.78,13.23,0.439999999999999,66.51015625,1.07,2.14,"4",7.10999999999959,0,0.433333333333333,"1","dm.plus",653
"442","2005","07","28","Thursday",0,"SO",20,1,"P",1.06,950,352.95,10,1,22.14,0,26.32,13.81,2.32,77.140625,1,1.82,"3",830,1,0.266666666666667,"1","dm.plus",667
"443","2005","07","28","Thursday",1,"SB",21,2,"P",1.55,1900,620.62,15,1,37,0,186,17,3,65.78125,1,0,"3",2141,1,0.0666666666666667,"1","dm.plus",649
"445","2005","07","28","Thursday",1,"SO",23,1.38,"R",1.08,1286.5,931.24,27.05,1.34,7.82,0,44.524,7.93,1.69,46.4490820313,1.03,2.42,"4",75.5899999999997,0,0.466666666666667,"1","dm.plus",648
"450","2005","07","28","Thursday",0,"SK",18,0,"P",1.05,537.5,466.63,49,1,10,0,46.685,21,0,49.703125,1.03,2.28,"3",0,0,0.2,"0","dm.plus",657
"451","2005","07","28","Thursday",0,"SO",21,2,"P",1,300,0,5,1,3,0,165,0,1.94,25.0859375,2,1,"3",1127,1,0.0333333333333333,"0","dm.plus",646
"452","2005","07","28","Thursday",0,"SO",19,1,"P",1.18,150,155,12,1,29,0.32149122,0,2,1,52.53125,1,4,"3",365,1,0.0333333333333333,"0","dm.plus",665
"456","2005","07","28","Thursday",1,"SA",20,3,"P",1.06,350,404,21,1,18.99,0,26.62,12.2,1,51.734375,1,1.56,"3",1030,1,0.166666666666667,"1","dm.plus",645
"457","2005","07","28","Thursday",0,"SF",22,0,"P",1.04,956.5,438.42,16,2,14,0,29.496,19,3.97,57.3046875,1.04,2.59,"3",0,0,0.233333333333333,"0","dm.plus",674
"459","2005","07","28","Thursday",200,"SO",24,1.54,"P",1.06,1298,605.24,82,2,15,0.078699022,51.48,16,6,39.8515625,1.03,2.24,"2",129.73,0,0.266666666666667,"1","dm.plus",663
"461","2005","07","28","Thursday",0,"SO",23,1.77,"R",1.1,1285,947.39,29.52,1.45,9.01,0,17.984,6.74,2.25,44.1113867188,1.04,2.34,"4",142.63,0,0.466666666666667,"1","dm.plus",677
"465","2005","07","29","Friday",760,"SO",24,1,"R",1.09,1053,432.18,18,1,23.79,0.070643746,31.55,10.97,2.11,77.015625,1.03,3,"3",0,0,0.266666666666667,"1","dm.plus",691
"466","2005","07","29","Friday",0,"SO",19,0,"H",1,600,465,3,1,17,0.043933235,135,5,2,73.015625,2,1,"3",29,1,0,"0","dm.plus",686
"467","2005","07","29","Friday",1,"SB",20,2,"R",1.75,1007,433.85,13,1,70,0.086836203,46,12,0,86.109375,3,1,"3",920,1,0.1,"0","dm.plus",711
"470","2005","07","29","Friday",420,"SB",30,0,"R",2,150,547.69,2,1,14.57,0,0,9.29,1.74,15.58984375,3,0,"3",0,0,0.133333333333333,"0","dm.plus",694
"471","2005","07","29","Friday",0,"SO",18,2,"P",1.04,428,318.76,30,1,24,0.006060298,38.185,9,0.94,65.3125,1.02,2.73,"3",0,0,0.233333333333333,"0","dm.plus",703
"472","2005","07","29","Friday",2,"SO",21,0.98,"R",1.04,896,709.62,20.6,1.14,14.09,0.192670965,28.55,8.91,1.91,70.421875,1.04,2.82,"5",19.2999999999997,0,0.433333333333333,"1","dm.plus",705
"473","2005","07","29","Friday",1,"SE",18,0.57,"P",1.03,1039,596.74,25.12,1.18,16.59,0,25.75,12.03,0.75,62.7634375,1.05,2.61,"4",24.7499999999996,0,0.466666666666667,"1","dm.plus",687
"475","2005","07","29","Friday",100,"SO",37,0.89,"R",1.11,1333.5,892.02,22.85,1.36,7.05,0.202813315,47.82,6.04,2.07,41.5,1.07,2.93,"5",16.2499999999997,0,0.433333333333333,"1","dm.plus",690
"480","2005","07","29","Friday",0,"SO",16,0.59,"P",1.18,623,564.91,25.95,1.23,61,0.204049815,35.55,21,0.58,42.6875,1.03,2.7,"5",64.9199999999997,0,0.366666666666667,"1","dm.plus",700
"482","2005","07","29","Friday",1,"FT",18,0.83,"P",1.11,953.5,655.66,28.65,1.2,40,0,31.98,7,0.96,81.84375,1.07,2.75,"5",64.4499999999997,0,0.366666666666667,"1","dm.plus",683
"485","2005","07","29","Friday",1,"SA",44,0,"H",1.48,6450,2639.58,11,3.05,2,0,123.11,4,3,67.46875,1.19,4,"5",309.57,0,0.2,"0","dm.plus",698
"486","2005","07","30","Saturday",0,"SA",21,3,"P",1.24,1300,1,7,2,19,0,1,8,2,80.53125,1,3,"3",1003,2,0.0333333333333333,"1","dm.plus",720
"487","2005","07","30","Saturday",0,"SB",23,1.33,"R",1.15,1137,793.27,22.7,1.33,9.34,0,27.41,7.86,2.13,49.0867578125,1.06,2.07,"4",37.5499999999997,0,0.466666666666667,"1","dm.plus",722
"488","2005","07","30","Saturday",0,"SD",24,2,"P",1.37,1350,588.83,19,2,42,0,0,10,6,68.875,1,1.18,"3",1392,1,0.1,"0","dm.plus",712
"489","2005","07","30","Saturday",1560,"SO",19,1.19,"P",1.33,1793.5,989.84,28.22,1.55,13,0.144256686,88.35,4,4.53,21.66796875,1.13,2.03,"5",197.85,0,0.366666666666667,"1","dm.plus",735
"490","2005","07","30","Saturday",0,"SN",26,0,"R",1.23,1535,1120.83,23.39,1.67,8.02,0.16595758,43.04,8.16,3.145,37.2265625,1.06,2.32,"5",125.92,0,0.4,"0","dm.plus",737
"492","2005","07","30","Saturday",0,"SO",23,0.97,"P",1.08,1197.5,844.14,21.3,1.35333333333333,10.8,0.333094635,37.82,11.07,2.84,60.5390625,1.04,2.52,"5",57.3999999999997,0,0.433333333333333,"0","dm.plus",717
"495","2005","07","30","Saturday",0,"SC",18,0.81,"P",1.5,1473,520.89,23.18,1.41,2,0.121062878,117.35,11,2,12.48242188,1,0,"5",121.84,0,0.266666666666667,"1","dm.plus",727
"496","2005","07","30","Saturday",0,"SO",20,1,"R",1.1,1208,628.99,20.09,1.26,9.06,0,23.56,8.24,1.7,48.5664453125,1.03,2.35,"4",14.3999999999996,0,0.466666666666667,"1","dm.plus",719
"498","2005","07","30","Saturday",0,"SO",21,2,"P",1,950,0,5,1,12,0,0,0,0,77.109375,1.15,2.43,"3",0,0,0.0666666666666667,"1","dm.plus",718
"500","2005","07","30","Saturday",260,"SB",20,1,"P",1,1289,467.87,6,2,6,0.06019537,42.47,1,1,63.3984375,2,0,"3",644,2,0.1,"0","dm.plus",734
"501","2005","07","30","Saturday",0,"SB",21,2,"R",1.19,1104,757.66,19.64,1.29,10.37,0.284261329,35.72,9.32,2.31,53.6640625,1.08,2.02,"5",76.6899999999998,0,0.4,"1","dm.plus",736
"502","2005","07","30","Saturday",0,"SD",20,3,"P",2,1050,154,2,1,27,0.012673082,24.38,7,2,63.328125,1,1,"3",521,1,0.0333333333333333,"1","dm.plus",733
"503","2005","07","30","Saturday",0,"SO",21,3,"P",1.25,1327.5,1070.46,22.42,1.39,10.58,0.055743849,76.48,11.92,3.08,37.828125,1,0,"5",436.08,0,0.333333333333333,"1","dm.plus",732
"506","2005","08","02","Tuesday",0,"SF",22,0,"P",1,600,267.84,4,1,14,0,0,23,2,46.3203125,2,0,"3",0,0,0.0333333333333333,"0","dm.plus",749
"507","2005","08","02","Tuesday",1300,"SJ",23,1,"P",1.59,1879,763.6,38,1.64,40,0.113946916,229.52,22,5,72.40625,2,0,"5",137.62,0,0.2,"0","dm.plus",776
"508","2005","08","02","Tuesday",0,"SA",19,1,"P",1.49,1015,503.21,30,1,14,0.548414102,183.77,1,1,56.8046875,2,0,"3",614,1,0.133333333333333,"0","dm.plus",748
