"GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"0",1,"SO",42,0.74,"R",1.17333333333333,1815,29,1,49.205,5.69,5.09,14.64,1285.19,0,63.6953125,1.11,0,141.26,"1",2.23
"1",40,"SO",19,0,"P",1,1700,5,1,9.47,16,3.33,11,0,0,88.125,2,0,0,"3",1
"1",400,"SO",19,0.84,"P",1.09,621,7,1,0,2,0,2,164.2,0,62.8203125,1.09,0,0,"3",2.86
"1",1,"SO",23,1.79,"R",1.1,693.5,9,1,7.85,9.44,1.22,10.23,259.56,0,55.00345703125,1.04,0,0,"3",3.21
"0",0,"SO",21,1,"P",1.08,750,14,1,0,12.87,6,7,0,0.7779689543,48.1796875,1.18,0,0,"3",2.46
"1",0,"SB",22,1.72,"R",1.12,561,24.76,1.12,21.14,4.84,1.5,6.83,343.56,0,33.3671875,1.06,0,11.4299999999994,"5",2.53
"1",0,"SO",18,0,"P",1.14,271.642857142857,17.585,1.17,35.06,0,0,5,181.73,0.3795167282,52.390625,1,0,7.80999999999989,"5",1
"1",0,"SO",21,0.92,"P",1.05,601,26.9083333333333,1.195,18.15,1,1.7,8.9,303.32,0,50.4765625,1.08,0,22.4399999999994,"5",2.57
"1",0,"SA",18,0,"P",1,50,1,1,18.5566666666667,0,0,5,152.6675,0.0246303674,50.59375,1,0,0,"3",1
"1",0,"SL",19,1,"P",1.17708333333333,2300,11,2,10.88,16,0,26,155,0,80.53125,1,2,827,"3",0
"1",0,"SO",17,0.49,"P",1.01,278.5,11.5854545454545,1.02,35.24,3,0.36,12,99.565,0,55.0310582386364,1.09,0,7.15999999999927,"5",2.93
"1",1,"SO",23,0,"P",1.16,1022.5,20,1,0,11,4,10,324.96,0.0415294768,52.640625,1.07,0,0,"3",2.54
"1",1,"SO",20,3,"P",1.2,857,8,2,0,18,0,22,228.3,0.0542542692,38.1171875,1,2,328,"3",1
"1",0,"SO",24,1,"P",1.24,669.5,28.31,1.21,22.99,9.685,1,11.19,278.89,0.1935410998,51.2265625,1,0,67.63,"5",0
"1",0,"SO",17,0.69,"P",1.18,448.125,14.57,1.11,31.87,9.61,0,18.3683333333333,173.56,0,30.05078125,1.18,0,0.379999999999358,"5",1.74
"0",0,"SA",19,1,"P",1.05,293.5,32,1,87.19,7.58,0.9,14.81,288.07,0.0628263361,17.39453125,1.11,0,0,"3",2.46
"0",360,"SN",19,3,"R",1.38333333333333,800,18,1,68.9525,19,3,31,868,0.1872711852,61.9296875,1,1,1014,"3",0
"0",0,"SA",23,2,"R",1.08,568,37,1.1,47.48,4.61,1.4,8.12,479.72,0,50.0625,1.07,0,55.6999999999996,"5",2.2
"0",200,"SB",20,1,"P",1,700,1,3,87.4333333333333,14.6,3,33.8166666666667,744,0,84.953125,2,2,737,"3",0
"1",0,"SO",25,1.39,"R",1.03,956.5,30.02,1.17,15.43,4.75,2.24,5.79,548.82,0.0142820106,32.4609375,1.04,0,19.8699999999995,"5",2.77
"1",0,"SO",32,0.88,"P",1.04,1150,34.05,1.28,21.385,13.58,5.07,15.47,750.34,0,57.3865104166667,1.06,0,17.3799999999995,"4",2.6
"1",1,"SL",24,2,"P",1.125,350,15,1.6,0,26,6,18,33,0.0871256117,63.3828125,1.08,0,45.2849999999996,"5",2.2
"1",500,"SB",25,1.68,"R",2,867.25,4,1,0,6.2,0.87,10.42,407.829333333333,0.4647341147,37.8203125,1,0,0,"3",1
"1",340,"SO",18,0.79,"P",1.04,218.625,8,1.08,26.24,11,1,26,57.99,0,72.1875,1.05,0,0.0399999999992511,"5",3
"1",1,"SB",24,1,"R",3,200,2,2,0,11.51,1,16.63,0,0.5624444671,33.3671875,2,1,0,"3",0
"1",0,"SH",21,4,"P",1.2,2850,30,1,29.48,21,2,5,710.5,0.0219525473,78.828125,1,1,3631,"3",0
"1",0,"SL",22,0,"P",1.07666666666667,2100,10,2,0,22,5,14,434,0.1244526196,47.0078125,1,1,0,"3",4
"1",0,"SB",22,3,"P",1.2,350,16,1,40.2,17,3,24,342,0.0940839897,75.3125,1.06,0,0,"3",1.80333333333333
"1",500,"SO",18,0.55,"P",1.06,268.625,21.05,1.16,34.43,16,0,16,118.363333333333,0.1690302002,40.4296875,1.03,0,0.419999999999349,"5",2.64
"1",0,"SD",19,0.54,"P",1,100,1,1.27,39.19,10.47,1,25.2666666666667,144.075,0.0362374359,22.56640625,1.02,0,10.5499999999994,"5",2.70333333333333
"0",400,"SO",23,1,"R",1,391.5,1,1,36.35,8.1,0.925,11.08,325.12,0,49.68578125,1,0,0,"3",1
"0",0,"SO",18,0,"P",1.33,751.142857142857,21.9561111111111,1.135,53.7528571428571,20,0.79,33,287.2,0.0250487871,42.9375,2,0,32.5499999999999,"5",0
"0",400,"SO",24,1.31,"R",1.11,632,23.97,1.26,70.67,3.32,1.51,4.52,480.69,0,45.229375,1.04,0,13.1499999999995,"5",2.78
"0",1,"SM",21,2,"R",1.01,503,15.58,1.18,48.54,7.53,0,11.33,377.92,0.0287116012,56.3203125,1.07,0,22.4599999999995,"5",3
"0",1,"SA",19,1,"P",1.03,294,23.85,1.07,48.1,7.56,0.71,14.49,249.26,0,54.7043359375,1.07,0,-7.30153715267079e-13,"4",2.5
"1",0,"SA",17,0,"P",1.03,2026,30.48,1.21,26.5583333333333,14.13,9,9,1015.12,0.0271662388,56.125,1.1,0,10.0199999999997,"5",2.55
"1",0,"SC",18,0.75,"P",1,150,2,1.1445,23.6883333333333,12.2666666666667,0,22.4,31,0,72.203125,1,0,21.3619999999999,"5",2
"1",1,"SO",23,1.85,"R",1,726,2,1,11.0142857142857,11.52,1.36,16.045,219.03,0.4561984967,60.609375,1,0,0,"3",0
"0",0,"SC",19,1,"P",1.04,402.75,16.8,1.08,23.54,11.37,1.33,19.22,253.38,0,63.7705859375,1.03,0,1.59999999999927,"4",2.44
"0",0,"SA",18,1,"P",1,100,3,1,80.348,16,0,34,107.016666666667,0.0659206074,61.671875,1,1,150,"3",1.21727272727273
"0",0,"SO",22,5,"P",1.15,4050,8,1,87.145,13,4,29,216,0.1706764931,46.6875,1,1,3448,"3",3
"0",0,"SA",20,1,"P",1.03,500,16,1.13,49.2733333333333,12,2,6,310,0.5663343482,49.125,1.07,0,8.75999999999931,"5",2.68
"1",0,"SM",23,5,"H",1.09,3291,20.96,1.37,8.87,10.89,4.04,12.42,1017.7,0,52.19685546875,1.02,0,1050.07,"5",2.12
"1",1,"SO",19,1.26,"R",1.06,529.5,26.83,1.2,49.31,10.66,1.82,18.33,641.18,0.229404042,97.984375,1.07,0,64.2099999999995,"5",2.32
"1",800,"SN",18,0.89,"P",1.12,617.5,29.95,1.12,34.23,7,0,14,400.395,0,34.8046875,1.05,0,4.10999999999939,"5",2.4
"1",0,"SM",18,0,"P",1.13,407.416666666667,23,2,20.14,14,0,37,279.58,0,56.1640625,1,1,0,"3",0
"1",100,"SC",19,0.55,"P",1.05,352.5,18.61,1.06,28.49,24,1,15.27,120.04,0.1436718814,46.0546875,1.09,0,1.26999999999928,"5",2.51
"1",1,"SO",18,0.55,"P",1.03,395.625,11,1.02,0,12.52,0.8,14.47,104.28,0.1335679893,67.578125,1.05,0,0.679999999999245,"5",3.03
"1",1,"SC",18,0,"P",1.05,245.458333333333,15.6273931623932,1.08,29.04,11.91,0.139999999999999,11.32,176.300833333333,0,62.7644921875,1.01,0,4.40999999999931,"4",2.01
"1",0,"SO",20,1,"P",1.1,950,10,1,8.34,15.2433333333333,2.48,23.18,246.1575,0,77.140625,1,1,830,"3",2.08
"1",1,"SB",21,2,"P",1.63,1900,15,1,186,17,3,37,758.41,0,65.78125,1,1,2141,"3",0
"1",1,"SO",23,1.21,"R",1.12,482.5,29.1533333333333,1.1,21,5.81,1.09,7.9,404,0,42.69828125,1.01,0,14.8699999999994,"4",2.47
"0",0,"SK",18,0,"P",1.18,529.166666666667,49,1,39.1,21,0,10,331.51,0,49.703125,1.09,0,0,"3",2.2025
"0",0,"SO",21,2,"P",1,300,5,1,165,0,1.76,3,0,0,25.0859375,2,1,1127,"3",1
"0",0,"SO",19,1,"P",1.15,150,12,1,0,2,1,29,155,0.32149122,52.53125,1,1,365,"3",4
"1",1,"SA",20,3,"P",1.12,350,21,1,11.07,12.63,1,17.73,404,0,51.734375,1,1,1030,"3",1.16
"0",0,"SF",22,0,"P",1.07,1058,16,2,39.495,19,4.1,14,388.45,0,57.3046875,1.08,0,0,"3",2.4
"1",200,"SO",24,2.06,"P",1.08,1249,82,2,55.14,16,6,15,784.29,0.0786990221,39.8515625,1.03,0,331.64,"2",2.51
"1",0,"SO",23,1.19,"R",1.11,595.5,26.5833333333333,1.1,22.39,5.19,1.32,9.18,433.79,0,40.43615234375,1.02,0,18.4699999999994,"4",2.46
"1",760,"SO",24,1,"R",1.13,1114,18,1,11.62,13.93,2.745,22.81,326.09,0.0706437458,77.015625,1.06,0,0,"3",3
"0",0,"SO",19,0,"H",1,600,3,1,135,5,2,17,465,0.0439332351,73.015625,2,1,29,"3",1
"0",1,"SB",20,2,"R",2.24,1361.5,13,1,46,12,0,70,538.65,0.0868362025,86.109375,3,1,920,"3",1
"0",420,"SB",30,0,"R",2,150,2,1,0,7.45,1.62,13.51,552.08,0,15.58984375,3,0,0,"3",0
"0",0,"SO",18,2,"P",1.04,355.625,30,1,38.495,9,0.54,24,229.18,0.0060602976,65.3125,1.03,0,0,"3",2.39
"1",2,"SO",21,1.48,"R",1.11,540.7,20.06,1.03,19.47,7.4575,0.78,14.23,235.36,0.1926709646,70.421875,1.1,0,1.90999999999933,"5",2.32
"1",1,"SE",18,0.59875,"P",1.03,418.125,35.6,1.01,42.97,15.3866666666667,0.231999999999999,18.79,450.163333333333,0,66.38033203125,1.03,0,-7.45785655453801e-13,"4",2.19
"1",100,"SO",37,0.92,"R",1.16,1146.5,21.06,1.36,11.415,5.09,3.04,6.39,854.72,0.2028133147,41.5,1.02,0,58.9499999999998,"5",2.22
"1",0,"SO",16,0.88,"P",1.135,1572.5,35.495,1.24,30.1,21,6.19,61,669.68,0.2040498154,42.6875,1.15,0,30.0499999999997,"5",2.15333333333333
"1",1,"FT",18,0.58,"P",1.2,818.958333333333,40.795,1.06,37.66,7,0.179999999999999,40,526.2,0,81.84375,1.1,0,4.96999999999936,"5",1.94
"0",1,"SA",44,0,"H",2.19,6450,11,2.84,271.75,4,3,2,3203.6,0,67.46875,2.36,0,395.78,"5",4
"1",0,"SA",21,3,"P",1.18,1300,7,2,1,8,2,19,1,0,80.53125,1,2,1003,"3",3
"1",0,"SB",23,1.56,"R",1.07,621.5,24.73,1.12,16.17,7.57,1.12,9.23,410.8,0,47.42515625,1.05,0,13.2099999999994,"4",2.37
"0",0,"SD",24,2,"P",1.12,1350,19,2,0,10,6,42,621.3,0,68.875,1,1,1392,"3",1.49
"1",1560,"SO",19,1.07,"P",1.28,1106,23.74,1.51,84.99,4,1.67,13,781.59,0.1442566863,21.66796875,1.23,0,218.81,"5",1.98
"0",0,"SN",26,0,"R",1.2,1083.5,22.69,1.55,80.45,3.595,2.47,6.65,818.7425,0.1659575803,37.2265625,1.12,0,20.4199999999998,"5",1.83
"0",0,"SO",23,0.92,"P",1.08,613.5,25.018,1.12,38.61,8.57666666666667,2.02,14.775,327.42,0.333094635,60.5390625,1.1,0,4.88999999999942,"5",2.71
"1",0,"SC",18,0.79,"P",1.4,618.75,17.84,1.4,41.61,11,2,2,327.055,0.1210628781,12.482421875,1,0,24.68,"5",0
"1",0,"SO",20,1,"R",1.01,356.5,19.6596666666667,1.19,31.79,10.86,0.9,12.4017948717949,269.568333333333,0,62.754609375,1.07,0,30.5266666666666,"4",2.53
"1",0,"SO",21,2,"P",1,950,5,1,0,0,0,12,0,0,77.109375,1.16666666666667,0,0,"3",2.64
"0",260,"SB",20,1,"P",1,1244,6,2,67.59,1,1,6,528.13,0.0601953698,63.3984375,2,2,644,"3",0
"1",0,"SB",21,2,"R",1.13,500,20.86,1.11,17.3,7.11,0.81,9.55,306.77,0.2842613291,53.6640625,1.085,0,2.60999999999943,"5",2.52
"1",0,"SD",20,3,"P",2,1050,2,1,21.53,7,2,27,154,0.0126730821,63.328125,1,1,521,"3",1
"1",0,"SO",21,3,"P",1.3,714.5,19.215625,1.43,14.4,12.01,2.57,11.75,249.45,0.0557438486,37.828125,1,0,267.4,"5",0
"0",0,"SF",22,0,"P",1,600,4,1,0,23,2,14,456.41,0,46.3203125,2,0,0,"3",0
"0",1300,"SJ",23,1,"P",1.28,1775.5,38,1.78,92.005,22,5,40,945.01,0.1139469158,72.40625,2,0,381.1,"5",0
"0",0,"SA",19,1,"P",1.17,967.5,30,1,68.2466666666667,1,1,14,507.545,0.5484141018,56.8046875,2,1,614,"3",0
"0",1,"SB",23,1.09,"R",1.1,334,20.04,1.21,64.72,2.605,0.96,6.59,465.05,0.2526961211,50.3984375,1,0,46.66,"5",1
"0",200,"SF",22,1.3,"R",1.11,436,21.25,1.14,43.46,8.41,0.55,13.82,340.2,0.2112868289,62.3046875,1.06,0,25.3399999999995,"5",2.27
"1",1,"SF",20,3,"P",1.175,500,9,1,0,21,1,50,0,0.0437372074,64.5,1.14,0,0,"3",2.5
"1",800,"SO",21,2.63,"P",1.47,747.5,26.59,1.51,14.9766666666667,17,2,9,372.74,0,74.1875,1,0,267.31,"5",0
"1",880,"SL",22,2.4,"P",3,600,3,4,1,6,3,14,625.874,0.0154096837,24.87890625,1,3,570,"3",2
"1",120,"SA",18,0.6,"P",1.02,410,18.93,1.11,36.18,16,0,6,173.578333333333,0.0435555334,45.265625,1.03,0,12.4199999999999,"5",2.42
"1",21,"SO",18,0.58,"P",1.08,463,13,1,7.92,18,0,7,97.79,0.0267344875,78.046875,1.05,0,0,"3",2.16
"1",0,"SO",20,0,"P",1.11,537.5,27.26,1.15,19.53,3,2,5,301.7,0.457833305,24.51953125,1.08,0,6.26999999999939,"5",2.725
"1",0,"SO",21,1,"P",1.13,950,12,2,12.3166666666667,4,3,3,452.99,0.1486944058,33.609375,1,2,21,"3",4
"1",0,"FT",16,0.9,"P",1.145,1169,38.0725,1.31,36.1733333333333,25,3.02,26.43,585.66,0.0085829547,21.62890625,1.11,0,98.7399999999997,"5",1.9
"1",0,"SH",18,0,"P",2,250,3,1,0,13,0,40,154,0.0493703872,72.84375,2,0,0,"3",0
"1",1,"SL",21,3,"P",1.18,500,29,1,22.93,5,3,33,885.01,0,95.84375,1,1,328,"3",0.91
"1",0,"SH",17,0,"P",1.18,610.625,34.5714285714286,1.08,39.06,12,0,24,320.973666666667,0,93.46875,1.08,0,4.65999999999941,"5",1.31
"1",1,"SG",19,0.72,"P",1.12,300,11,1,21.07,13,1,34,180.5,0,88.25,1,0,0,"3",0
"1",1,"SB",19,0.74,"P",1.16,977.5,20,1,40.35,0,1,3,588.9,0,59.4034337797619,1.05,0,29.5299999999995,"1",2.47
"1",500,"SO",19,1.15,"P",1.05,464,10,1,0,14.7714285714286,1.19,15,82.3,0,72.703125,1.04,0,0,"3",3
"1",0,"SA",18,0,"P",1.03,223.5,9.68,1.24,27.38,6,0,15,86.0675,0,39.6953125,1,0,15.3499999999999,"5",2
"1",0,"SN",29,5,"R",1,1473.5,4,1,27.62,2.66,1.89,1,1213.65,0,60.0703125,1.2,0,0,"3",2.26
"1",0,"SO",18,0.8,"P",1.03,234.625,25.8,1.06,19.715,5,0,16,164.77,0.0638413068,67.5625,1.07478260869565,0,-7.02300440025283e-13,"5",2.48
"1",0,"SO",23,1,"P",1,5950,4,1,40,20,7,16,1209,0.0268672164,82.3125,2,1,38,"3",1
"1",0,"SL",22,4,"P",1.26,500,37,1,24.3433333333333,6,6,39,1,0,59.3828125,1,1,2329,"3",0.92
"0",0,"SL",23,6,"P",1.31,4250,15,1,0,14,5,25,528,0.0464337305,74.796875,2,1,515,"3",0
"1",1140,"SO",27,1.16,"P",1.11,1007.5,29.586,1.38,50.94,9.17,3.49,12.13,660.19,0,51.524624023438,1.07,0,2.23999999999953,"4",2.55
"1",0,"SO",22,2.56333333333333,"R",1.2,592,27.29,1.1,20.73,4.95,1.35,7.68,415.31,0.0075752602,32.5390625,1,0,81.1299999999997,"5",0.55
"1",0,"SO",25,1.08,"R",1.08,806.5,29.6933333333333,1.15,20.35,5.03,1.67,6.11,566.16,0,46.39923828125,1.05,0,6.95999999999948,"4",2.74
"0",1,"SB",21,1.21,"R",1.03,470,19.42,1.11,45.05,4.45,1.12,8.59,394.81,0.0120935761,45.4609375,1.07,0,11.2699999999994,"5",2.53
"0",0,"SO",19,0,"P",1.1,299,58,1,27.44,14,1,14,303.69,0.594389217,51.0703125,1,1,5,"3",1.29
"1",0,"SC",27,0,"H",1.6,9450,9,2,45,6,9,36,5301,0.0619594353,72.109375,1,1,0,"3",1.24
"1",1,"SO",19,2,"P",1.07,303.4,38,1,25.51,23,1,40,197.28,0.0215091178,65.421875,1.03,0,0,"3",2.43666666666667
"1",260,"SO",18,0.8,"P",2,450,2,1,10.23,11.45,0.43,18.65,124,0.2259296738,56.2890625,2,0,0,"3",1
"1",0,"SO",18,0,"P",2,789.1,5,1,1,11,0,84,181.745,0.0317378674,60.1953125,1,0,0,"3",2
"1",400,"SA",21,3,"P",1.27,1356.375,21,3,17.46,6,3,24,403.849,0,81.53125,1,2,1434,"3",1.12
"1",0,"SD",22,4,"R",1.25,2850,13,1,0,12.17,2.89,20.44,676.36,0.1141263712,72.3125,1,1,3416,"3",1
"1",500,"SB",18,0,"P",2,491,2,2,0,11.31,0.54,19.33,213.03,0.391403798,53.5599967447917,2,1,0,"3",1
"1",1,"SL",22,3,"P",1.21,1300,10,3,47,15.55,5,28.37,708.545,0.1926120706,61.7578125,1,3,498,"2",0
"1",2,"SL",23,4,"P",1.07,860.416666666667,33,1,15.1,10,4,8,379.32,0,78.609375,1.06,0,0,"3",2.36
"1",0,"SB",18,0.713333333333333,"P",1,451.9,3,1,0,12,0,11,236.53,0.6717623975,27.44140625,2,0,0,"3",0
"1",0,"SA",18,0,"P",1.06,204.5,15.1883333333333,1.07,31.56,17,0,51,116.6675,0,74.984375,1.01,0,-7.60849161451915e-13,"5",2.02
"0",0,"SN",25,1,"H",1,8450,2,3,0,9.93,2,18.1466666666667,2697,0.0101625611,35.8125,1,2,903,"3",0
"0",0,"SO",25,0.85,"R",1.07,476,22.02,1.26,58.09,2.665,1.73,5.07,520.46,0.138756833,44.7265625,1.07,0,11.7799999999995,"5",2.84
"0",0,"SF",24,1.36,"P",1.24,1900,9,1,1,7,6,68,404,0.0350446325,87.40625,1.12,0,0,"3",4
"1",400,"SD",23,3,"P",1.37,350,21,1,52.98,27,4.61,5,0,0,16.2890625,1,1,738,"3",1.02
"1",0,"SA",37,1.01,"R",1.11,2325,7,1.71,0,5.74,3.57,5.94,1137.11,0.1240837311,46.1328125,1.12,0,22.6899999999998,"5",2.57
"0",800,"SO",23,0,"P",1.21,598.5,14,1,34,8.2,2.64,3,456.78,0.0590574015,57.0234375,1,1,199,"3",1.38
"0",1,"SD",22,1,"P",1,700,2,3,91,7,5,15,0,0.0758938764,45.7578125,1,1,0,"3",4
"0",0,"SF",22,2,"P",1.22,1600,17,1,41.18,13,4,15,558,0,92.046875,1,1,108,"3",1
"1",1800,"SO",49,2.26,"H",2.17,27150,26,3.21,188.86,2,13,3,26877,0.000824829,72.25,1.63,0,1172.755,"5",1.91
"1",0,"SL",27,0,"R",2,750,4,2,0,9.07,0,17.93,527,0.0373940049,39.2890625,3,1,0,"3",1
"1",0,"SM",18,0,"P",1.04,496.5,10.78,1.06,17.345,1,0,9,121.47,0,58.0546875,1.01,0,7.65999999999926,"5",4
"1",460,"SO",24,0,"R",1.39,2550,11,2,12.39,20,6,46,0,0.0535582467,43.4453125,1,1,40,"3",1.75
"1",0,"SL",19,0,"P",1.16,2341.5,32.79,1.26,53.15,3,20,12,1099.97,0.0234924229,86.609375,1.09,0,102.83,"5",2.2075
"1",0,"SM",18,0,"P",1.11,313.333333333333,15.92,1.02,30.42,0,0,4,166.92,0.0190690795,53.71875,1.01,0,3.4399999999993,"5",1.96
"1",1,"SA",27,1.4,"P",1,10250,3,4,17,26,10,53,586,0,77.828125,1,4,81,"3",1.41
"1",11,"SO",21,1.3,"R",1.1,525.5,27.4533333333333,1.07,22.97,6.3975,1.1,7.85,360.05,0.36479198,55.8515625,1.11,0,6.25999999999933,"5",2.68
"1",1,"SB",20,1.42,"R",1.04,469.5,26.1,1.05,16.07,9.045,1.11,10,303.22,0.092891328,72.9375,1.05,0,11.7799999999993,"5",2.35
"1",0,"SC",19,1,"P",1,250,2,2,14.6675,16.2,0.935,22.145,1,0,80.46875,1,1,0,"3",0.9305
"1",0,"SF",28,0,"P",1.05,2298.5,20,1.61666666666667,50,16,11,1,1035.97,0,46.25,1.23,0,21.9599999999998,"5",2.59
"1",1,"SO",19,0.8,"P",1.05,446.65,34,1,32.57,19,0.825,31,270.986666666667,0,62.2265625,1.06,0,0,"3",2.54
"1",1500,"SF",22,4,"P",1.43,1250,26,2,29,11.22,5.16,6,526,0,82.296875,1,2,2419,"3",0.9
"1",120,"SC",30,4,"P",1.13,500,30,1,19.49,9.68,3.57,2,443.95,0.1139446055,54.4921875,1,1,305,"3",1.18
"1",0,"SC",18,0,"P",1.1,498.791666666667,30.215,1.16,43.09,9,0,43,258.871666666667,0,89.453125,1,0,1.6499999999999,"5",0
"1",3,"SK",19,1,"P",1.09,842.166666666667,12,1,4.12,15,3,20,290.67,0,62.46875,1.1,0,0,"3",3.04
"1",0,"SL",22,2,"P",1,950,2,3,42,19,7,16,475.27,0,50.7265625,1.15,0,0,"3",2.33
"1",0,"SD",17,0,"P",1.42,632.5,31.015,1.33,139.53,7,0.81,25,460.4,0,88.6875,1.18,0,14.9599999999996,"5",1.51
"0",0,"SO",20,2,"P",1.23333333333333,888.833333333333,11,2,26,14.48,2,17.85,518.95,0.4628493814,68.0625,2,2,491,"3",0
"1",300,"SK",21,1.34,"R",1.07,659,24.65,1.12,21.7,9.57,1.1,14.76,471.24,0,63.72703125,1.07,0,23.9399999999993,"4",2.23
"0",0,"SF",20,2,"P",1.02,470.25,23,2,46.9,14,2,30,281.18,0.0276103602,51.0234375,1.04,0,0,"3",2.35
"0",0,"SN",24,2,"P",1.19,950,19,1,55.63,28,4.11,12,567.3625,0.1261456548,33.2109375,1,1,833,"3",3
"0",0,"SM",23,1,"P",1,1853,1,2,84.274,13.47,5,30.07,669.44,0,78.125,2,1,639,"3",1
"0",0,"SH",24,5,"P",1.45,500,29,2,30,21,8,47,0,0,72.859375,1,1,0,"3",1
"1",400,"SA",19,1,"R",1.06,424.5,9,1,13.44,10.53,0.8,11.825,150.04,0.234965832,35.8515625,1,0,0,"3",1
"1",500,"SC",20,2,"P",1,400,6,2,0,16,2,34,0,0.0932363973,61.4140625,1,2,285,"3",2
"1",1,"SA",19,0,"P",1.04,248.5,13.34,1.13653846153846,25.5933333333333,1,1,12,92.69,0,64.484375,1,0,9.53999999999989,"5",1
"1",400,"SC",19,2,"P",1.1,250,13,1,23.18,12,1,58,132.47,0,86.15625,1,0,0,"3",0
"1",1,"SA",23,2.03333333333333,"R",1.14,638.5,26.27,1.31,26.01,7.24,1.28,8.49,457.66,0.0720162087,13.740234375,1.03,0,178.6,"5",2.09
"1",1,"SO",25,1.44,"R",1.05,987,11,1,8.26,8.51,1.76,10.96,359.38,0,78.8125,1.07,0,0,"3",3.05
"1",0,"SL",24,1.41333333333333,"R",1.17,1025.5,23.28,1.48,25.59,2.7,1.95,9.17,465.16,0.2269328879,13.208984375,1.06,0,75.2999999999998,"5",1.87
"1",1,"SO",20,1.26,"R",1.01,385.2,17.57,1.02,22.15,9.63333333333333,0.95,11.92,185.455,0,55.7578125,1.08,0,7.41999999999928,"5",2.6
"0",1,"SO",21,0,"P",1.02,448,22.595,1.14,40.18,12.36,1.51,21,326.08,0,40.3046875,1.03,0,8.88999999999936,"5",2.82
"1",0,"SG",18,0,"P",1.03,556,18,1,9.02,14.66,0.76,5,184.895,0.0187382093,75.078125,1.07,0,0,"3",2.01
"1",0,"SF",20,0,"P",1.01,367.5,16.7577777777778,1.06,16.71,10.74,1.4,12.21,90.83,0.1068195303,61.2265625,1.04,0,7.7999999999993,"5",2.55
"1",0,"SO",16,0.32,"P",1.06,210.125,14.29,1.02,36.13,14.13,0.279999999999999,11,105.755333333333,0.0016860808,65.953125,1.0675,0,4.40999999999923,"5",2.44
"1",0,"SO",20,1,"P",1.11,299,16.02,1.17,21.13,2,2,10.32,180.17,0.0452955224,57.75,2,0,15.0099999999999,"5",1
"1",0,"SO",26,1,"R",2,1054,2,1,66,4.33,1.47,9.7,664.55,0.0847368503,30.0078125,2,0,0,"3",1
"1",0,"SB",20,1,"P",1.35,100,39,1,41.55,5,1.79,2,389.01,0,61.3046875,2,1,119,"3",0
"1",1,"SO",16,0,"P",1.09,381.625,32.02,1.01,45.7483333333333,14.9,0.259999999999999,22.62,297.555,0.0220553763,57.8203125,1.0675,0,-7.65112417866476e-13,"5",2.7
"1",0,"SG",30,1.30333333333333,"R",1.1,936,29.17,1.6,29.05,3.98,2.81,6.85,948.07,0.0651256351,14.748046875,1.08,0,69.0099999999997,"5",2.12
"1",1,"SO",19,0,"P",1.08,280.75,25,1,20.52,12,2,16,151.52,0,79.46875,1,0,0,"3",0
"1",0,"SO",19,0,"P",1.13,324.65,31,1,39.46,11,0,34,237.538666666667,0.2793172775,83.734375,1.04,0,0,"3",2.37833333333333
"1",0,"SN",19,0,"R",1.04,389,23.02,1.04,26.64,9.88,0.79,11.01,277.945,0.0265063294,53.4921875,1.05,0,14.9599999999993,"5",2.43
"0",1000,"SO",31,0,"R",1.22,1619.5,21,1,41.04,4.69,3.18,8.73,1033.04,0.0117401401,44.7921028645833,1,1,1292,"3",1.28666666666667
"0",0,"SD",28,1,"R",1.13,250,17,1,58.72,3.85,1.44,7.99,655.98,0,42.765625,1,1,312,"3",1.32
"0",800,"SB",24,1.16,"R",3,779.166666666667,2,1,0,8.49,0.98,13.61,507.85,0.4092037231,62.3984375,1,0,0,"3",1
"1",500,"SB",22,2.42,"P",1.33,687.5,27.81,1.28,16.23,11.41,3.00666666666667,14.66,392.06,0,51.125009765625,1,0,119.38,"4",0.62
"0",0,"SC",20,1,"P",1.06,673.5,16,1,25.84,5,4,3,372.67,0.0845710183,61.65625,1,1,88,"3",2
"0",0,"SA",18,0,"P",1.07,414,28.84,1.05,40.21,8,0.179999999999999,40,242.92,0,85.234375,1.06,0,4.43999999999933,"5",1.94
"0",0,"SO",18,1,"P",1.37,333,14.22,1.1,61.74,3,0.139999999999999,6,202.26,0,54.703125,2,0,30.8799999999999,"5",0
"1",0,"SL",21,3,"P",1.17,850,13,1.5,19.21,27,5,52,403,0.0121995246,77.453125,1.14,0,125.26,"5",2.27
"0",0,"SO",19,0,"P",1,250,2,1,0,4,3,1,64,0.2683526166,56.2578125,1.2,0,0,"3",4
"1",1180,"SB",20,3,"P",1.36,350,19,1,28.81,3,0,10,340,0,42.328125,1,1,1118,"3",1.12
"1",2,"SA",20,1.3,"P",1,1100,3,2,0,9,3,20,125,0.0457519098,60.4765625,1.11,0,0,"3",3
"1",200,"SC",19,0,"P",1,631.5,2,2,4.235,15,0,22,123.51,0.0649306301,72.609375,1,1,0,"3",1
"1",0,"SO",18,0,"P",1.03,303.25,20,1.23833333333333,33.36,24,1,10,129.772,0,78.359375,1.01,0,7.71999999999988,"5",2.49
"0",0,"SC",18,0,"P",1.13,496,25.95,1.06,52.4528571428571,3,0.71,1,350.31,0,42.2890625,1.14,0,36.1899999999994,"5",2.27
