"","Year","Month","Day","wday","GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","app_id","id"
"522","2005","08","02","Tuesday","1",21,"SO",18,0,"P",3,950,9795,13,1,7,0.026734488,0,18,0,78.046875,1,1,"3",0,0,777,"dm"
"523","2005","08","02","Tuesday","1",0,"SO",20,0,"P",1,200,0,12,1,5,0.457833305,25,3,2,24.51953125,1,0,"5",2451,0,755,"dm"
"524","2005","08","02","Tuesday","1",0,"SO",21,1,"P",1,950,123,12,2,3,0.148694406,26,4,3,33.609375,1,4,"3",21,2,767,"dm"
"526","2005","08","02","Tuesday","1",0,"FT",16,0,"P",2,300,496,18,1,3,0.008582955,0,25,0,21.62890625,2,0,"5",2,0,763,"dm"
"531","2005","08","02","Tuesday","1",0,"SH",18,0,"P",2,250,154,3,1,40,0.049370387,0,13,0,72.84375,2,0,"3",0,0,745,"dm"
"532","2005","08","02","Tuesday","1",1,"SL",21,3,"P",1,500,123,29,1,33,0,49,5,3,95.84375,1,0,"3",328,1,765,"dm"
"534","2005","08","02","Tuesday","1",0,"SH",17,0,"P",1,5000,0,17,1,24,0,1,12,0,93.46875,1,1,"5",1950,0,757,"dm"
"538","2005","08","02","Tuesday","1",1,"SG",19,0,"P",1,300,0,11,1,34,0,0,13,1,88.25,1,0,"3",0,0,743,"dm"
"539","2005","08","02","Tuesday","1",1,"SB",19,0,"P",1,500,0,20,1,3,0,1,0,1,67.265625,2,1,"1",0,0,762,"dm"
"540","2005","08","02","Tuesday","1",500,"SO",19,0,"P",1,1750,0,10,1,15,0,0,8,0,72.703125,1,3,"3",0,0,784,"dm"
"541","2005","08","02","Tuesday","1",0,"SA",18,0,"P",1,3300,0,7,1,15,0,0,6,0,39.6953125,1,2,"5",0,0,764,"dm"
"547","2005","08","03","Wednesday","1",0,"SN",29,5,"R",1,4650,124,4,1,1,0,40,25,4,60.0703125,1,3,"3",0,0,800,"dm"
"550","2005","08","03","Wednesday","1",0,"SO",18,0,"P",2,500,154,2,1,16,0.063841307,20,5,0,67.5625,1,4,"5",345,0,810,"dm"
"553","2005","08","03","Wednesday","1",0,"SO",23,1,"P",1,5950,1209,4,1,16,0.026867216,40,20,7,82.3125,2,1,"3",38,1,808,"dm"
"557","2005","08","03","Wednesday","1",0,"SL",22,4,"P",1,500,1,37,1,39,0,25,6,6,59.3828125,1,1,"3",2329,1,802,"dm"
"560","2005","08","03","Wednesday","1",1140,"SO",27,1,"P",1,950,0,3,1,9,0,17,16,3,60.796875,1,4,"4",0,0,799,"dm"
"561","2005","08","03","Wednesday","1",0,"SO",22,1,"R",2,700,0,4,1,9,0.00757526,0,1,0,32.5390625,2,0,"5",1763,0,794,"dm"
"562","2005","08","03","Wednesday","1",0,"SO",25,1,"R",1,29900,8495,8,2,1,0,0,23,6,76.515625,2,2,"4",333,0,788,"dm"
"566","2005","08","04","Thursday","1",0,"SC",27,0,"H",2,9450,5301,9,2,36,0.061959435,45,6,9,72.109375,1,4,"3",0,1,823,"dm"
"567","2005","08","04","Thursday","1",1,"SO",19,2,"P",1,1000,1396,38,1,40,0.021509118,33,23,1,65.421875,1,1,"3",0,0,829,"dm"
"569","2005","08","04","Thursday","1",260,"SO",18,0,"P",2,450,124,2,1,15,0.225929674,0,1,2,56.2890625,2,1,"3",0,0,838,"dm"
"570","2005","08","04","Thursday","1",0,"SO",18,0,"P",2,350,247,5,1,84,0.031737867,1,11,0,60.1953125,1,2,"3",0,0,856,"dm"
"571","2005","08","04","Thursday","1",400,"SA",21,3,"P",1,2300,124,21,3,24,0,50,6,3,81.53125,1,3,"3",1434,2,836,"dm"
"573","2005","08","04","Thursday","1",0,"SD",22,4,"R",1,2850,1241,13,1,7,0.114126371,0,0,0,72.3125,1,1,"3",3416,1,830,"dm"
"577","2005","08","04","Thursday","1",500,"SB",18,0,"P",2,600,0,2,2,9,0.391403798,0,0,0,68.390625,2,1,"3",0,1,837,"dm"
"578","2005","08","04","Thursday","1",1,"SL",22,3,"P",3,1300,1674,10,3,9,0.192612071,47,0,5,61.7578125,1,0,"2",498,3,825,"dm"
"581","2005","08","04","Thursday","1",2,"SL",23,4,"P",1,2550,1735,33,1,8,0,1,10,4,78.609375,1,1,"3",0,0,843,"dm"
"582","2005","08","04","Thursday","1",0,"SB",18,0,"P",1,150,31,3,1,11,0.671762398,0,12,0,27.44140625,2,0,"3",0,0,855,"dm"
"583","2005","08","04","Thursday","1",0,"SA",18,0,"P",2,350,63,2,1,51,0,70,17,0,74.984375,1,1,"5",0,0,834,"dm"
"592","2005","08","05","Friday","1",400,"SD",23,3,"P",1,350,0,21,1,5,0,0,27,2,16.2890625,1,4,"3",738,1,874,"dm"
"596","2005","08","05","Friday","1",0,"SA",37,1,"R",2,3350,1521,7,1,9,0.124083731,0,0,4,46.1328125,1,1,"5",0,0,898,"dm"
"604","2005","08","05","Friday","1",1800,"SO",49,2,"H",2,27150,26877,26,4,3,0.000824829,2560,2,13,72.25,4,4,"5",3324,0,889,"dm"
"605","2005","08","05","Friday","1",0,"SL",27,0,"R",2,750,527,4,2,23,0.037394005,0,0,0,39.2890625,3,1,"3",0,1,881,"dm"
"606","2005","08","05","Friday","1",0,"SM",18,0,"P",1,350,744,2,1,9,0,1,1,0,58.0546875,2,4,"5",115,0,893,"dm"
"611","2005","08","05","Friday","1",460,"SO",24,0,"R",1,2550,0,11,2,46,0.053558247,29,20,6,43.4453125,1,1,"3",40,1,888,"dm"
"612","2005","08","05","Friday","1",0,"SL",19,0,"P",1,600,1,13,2,12,0.023492423,0,3,20,86.609375,2,2,"5",414,0,886,"dm"
"613","2005","08","05","Friday","1",0,"SM",18,0,"P",1,1900,154,7,1,4,0.01906908,1,0,0,53.71875,1,4,"5",0,0,865,"dm"
"615","2005","08","05","Friday","1",1,"SA",27,1,"P",1,10250,586,3,4,53,0,17,26,10,77.828125,1,4,"3",81,4,885,"dm"
"616","2005","08","05","Friday","1",11,"SO",21,0,"R",1,1650,0,8,1,4,0.36479198,0,13,0,55.8515625,1,1,"5",0,0,859,"dm"
"617","2005","08","06","Saturday","1",1,"SB",20,0,"R",1,2800,30,2,1,10,0.092891328,1,1,0,72.9375,1,2,"5",2,0,911,"dm"
"618","2005","08","06","Saturday","1",0,"SC",19,1,"P",1,250,1,2,2,14,0,25,13,2,80.46875,1,2,"3",0,1,914,"dm"
"619","2005","08","06","Saturday","1",0,"SF",28,0,"P",1,4700,1674,20,2,1,0,50,16,11,46.25,1,0,"5",793,0,916,"dm"
"620","2005","08","06","Saturday","1",1,"SO",19,0,"P",1,250,836,34,1,31,0,0,19,0,62.2265625,1,0,"3",0,0,935,"dm"
"621","2005","08","06","Saturday","1",1500,"SF",22,4,"P",1,1250,526,26,2,6,0,29,21,3,82.296875,1,1,"3",2419,2,922,"dm"
"623","2005","08","06","Saturday","1",120,"SC",30,4,"P",1,500,31,30,1,2,0.113944606,220,0,6,54.4921875,1,2,"3",305,1,931,"dm"
"624","2005","08","06","Saturday","1",0,"SC",18,0,"P",1,3200,0,10,1,43,0,30,9,0,89.453125,1,0,"5",1920,0,913,"dm"
"626","2005","08","06","Saturday","1",3,"SK",19,1,"P",1,3200,186,12,1,20,0,30,15,3,62.46875,2,3,"3",0,0,930,"dm"
"627","2005","08","06","Saturday","1",0,"SL",22,2,"P",1,950,1394,2,3,16,0,42,19,7,50.7265625,1,3,"3",0,0,932,"dm"
"629","2005","08","06","Saturday","1",0,"SD",17,0,"P",1,400,124,2,1,25,0,1,7,2,88.6875,1,4,"5",1098,0,945,"dm"
"633","2005","08","06","Saturday","1",300,"SK",21,0,"R",1,7500,0,3,1,5,0,0,2,0,38.5078125,3,3,"4",1950,0,933,"dm"
"638","2005","08","06","Saturday","1",400,"SA",19,1,"R",1,350,436,9,1,54,0.234965832,1,5,0,35.8515625,1,1,"3",0,0,948,"dm"
"639","2005","08","06","Saturday","1",500,"SC",20,2,"P",1,400,0,6,2,34,0.093236397,0,16,2,61.4140625,1,2,"3",285,2,946,"dm"
"640","2005","08","06","Saturday","1",1,"SA",19,0,"P",1,350,402,37,1,12,0,16,1,1,64.484375,1,1,"5",1920,0,921,"dm"
"641","2005","08","06","Saturday","1",400,"SC",19,2,"P",1,250,868,13,1,58,0,0,12,1,86.15625,1,0,"3",0,0,934,"dm"
"643","2005","08","06","Saturday","1",1,"SA",23,0,"R",1,900,0,3,2,3,0.072016209,36,0,0,13.74023438,3,0,"5",0,0,947,"dm"
"644","2005","08","06","Saturday","1",1,"SO",25,0,"R",1,1500,1859,11,1,13,0,90,5,1,78.8125,1,2,"3",0,0,909,"dm"
"646","2005","08","06","Saturday","1",0,"SL",24,0,"R",1,950,0,15,1,3,0.226932888,95,5,0,13.20898438,1,4,"5",0,0,925,"dm"
"647","2005","08","06","Saturday","1",1,"SO",20,0,"R",1,500,63,46,1,8,0,51,2,0,55.7578125,1,1,"5",0,0,929,"dm"
"649","2005","08","09","Tuesday","1",0,"SG",18,0,"P",1,650,0,18,1,5,0.018738209,41,3,3,75.078125,1,1,"3",0,0,983,"dm"
"651","2005","08","09","Tuesday","1",0,"SF",20,0,"P",1,1450,0,42,1,2,0.10681953,0,11,0,61.2265625,1,0,"5",0,0,999,"dm"
"654","2005","08","09","Tuesday","1",0,"SO",16,0,"P",1,300,0,9,1,11,0.001686081,0,6,2,65.953125,1,0,"5",2451,0,987,"dm"
"655","2005","08","09","Tuesday","1",0,"SO",20,1,"P",2,3300,155,4,1,10,0.045295522,19,2,2,57.75,2,1,"5",1150,0,977,"dm"
"660","2005","08","09","Tuesday","1",0,"SO",26,1,"R",2,50,436,2,1,1,0.08473685,66,5,2,30.0078125,2,1,"3",0,0,965,"dm"
"662","2005","08","09","Tuesday","1",0,"SB",20,1,"P",2,100,0,39,1,2,0,1,5,6,61.3046875,2,0,"3",119,1,973,"dm"
"663","2005","08","09","Tuesday","1",1,"SO",16,0,"P",1,300,0,2,1,28,0.022055376,25,6,0,57.8203125,1,0,"5",2040,0,967,"dm"
"664","2005","08","09","Tuesday","1",0,"SG",30,1,"R",1,300,0,6,2,2,0.065125635,1,5,6,14.74804688,1,0,"5",569,0,981,"dm"
"667","2005","08","09","Tuesday","1",1,"SO",19,0,"P",1,500,30,25,1,16,0,0,12,2,79.46875,1,0,"3",0,0,952,"dm"
"668","2005","08","09","Tuesday","1",0,"SO",19,0,"P",1,950,0,31,1,34,0.279317278,33,11,0,83.734375,1,3,"3",0,0,963,"dm"
"669","2005","08","09","Tuesday","1",0,"SN",19,0,"R",1,1100,62,3,1,7,0.026506329,29,0,0,53.4921875,1,0,"5",0,0,994,"dm"
"676","2005","08","09","Tuesday","1",500,"SB",22,0,"P",1,2600,30,9,1,29,0,1,16,3,29.12890625,2,1,"4",2451,0,971,"dm"
"681","2005","08","10","Wednesday","1",0,"SL",21,3,"P",1,850,403,13,3,52,0.012199525,0,27,5,77.453125,1,1,"5",262,0,1011,"dm"
"684","2005","08","10","Wednesday","1",1180,"SB",20,3,"P",1,350,340,19,1,10,0,0,3,0,42.328125,1,1,"3",1118,1,1027,"dm"
"689","2005","08","10","Wednesday","1",2,"SA",20,0,"P",1,1100,125,3,2,20,0.04575191,0,9,3,60.4765625,1,3,"3",0,0,1002,"dm"
"690","2005","08","10","Wednesday","1",200,"SC",19,0,"P",1,350,0,2,2,22,0.06493063,25,15,0,72.609375,1,1,"3",0,1,1013,"dm"
"695","2005","08","10","Wednesday","1",0,"SO",18,0,"P",1,4350,0,20,1,10,0,0,24,1,78.359375,1,1,"5",1851,0,1039,"dm"
"703","2005","08","10","Wednesday","1",0,"SC",17,0,"P",1,2800,1,6,1,13,0,0,13,1,87.140625,1,3,"5",1619,0,1044,"dm"
"709","2005","08","10","Wednesday","1",1,"SL",32,1,"P",1,4700,930,19,2,8,0.098317725,25,6,6,51.3828125,1,4,"3",0,1,1023,"dm"
"714","2005","08","11","Thursday","1",0,"SO",18,1,"P",1,500,0,2,2,28,0.001643029,0,15,0,26.8359375,1,4,"5",0,0,1078,"dm"
"721","2005","08","11","Thursday","1",0,"SC",18,0,"P",1,900,1,22,1,6,0.270877107,56,8,0,67.84375,1,2,"3",0,0,1077,"dm"
"722","2005","08","11","Thursday","1",0,"SC",29,3,"R",1,3200,436,55,1,3,0.103467108,30,25,4,58.5546875,1,2,"5",1547,0,1064,"dm"
"724","2005","08","11","Thursday","1",1,"SO",22,1,"R",1,1650,1,3,1,2,0,1,5,0,70.453125,1,4,"4",354,0,1088,"dm"
"727","2005","08","11","Thursday","1",1,"SH",19,1,"P",1,4700,31,2,2,13,0,41,2,5,67.046875,1,4,"5",2189,0,1068,"dm"
"728","2005","08","11","Thursday","1",0,"SO",18,0,"P",1,500,61,1,1,6,0.050956926,0,3,0,44.765625,1,3,"3",0,0,1065,"dm"
"731","2005","08","11","Thursday","1",1,"SO",20,1,"P",1,250,342,23,1,81,0.032812802,89,18,2,59.9765625,1,1,"5",1098,0,1057,"dm"
"734","2005","08","12","Friday","1",0,"SA",19,1,"P",1,350,30,6,1,25,0.036948494,0,15,1,74.796875,2,0,"3",0,0,1109,"dm"
"738","2005","08","12","Friday","1",0,"SO",20,1,"P",1,1900,155,12,2,11,0,0,17,0,72.890625,1,3,"3",792,2,1095,"dm"
"739","2005","08","12","Friday","1",1,"SO",19,0,"P",1,1650,1768,2,2,9,0.471914071,0,2,0,50.859375,1,0,"3",0,1,1101,"dm"
"740","2005","08","12","Friday","1",0,"SL",20,1,"P",1,850,310,3,1,15,0.011797608,0,14,1,74.265625,1,2,"3",0,0,1113,"dm"
"741","2005","08","12","Friday","1",1,"SN",20,0,"P",1,350,467,11,1,3,0,35,7,0,47.9375,1,4,"4",36,0,1097,"dm"
"744","2005","08","12","Friday","1",1,"SO",22,1,"R",1,200,217,4,2,8,0,0,5,0,16.21875,1,1,"5",1851,0,1111,"dm"
"748","2005","08","12","Friday","1",0,"SC",21,3,"P",1,900,1,9,1,6,0.075002008,0,26,4,50.484375,1,3,"3",759,1,1121,"dm"
"752","2005","08","12","Friday","1",1,"SO",22,1,"R",1,1250,186,26,1,3,0,0,5,0,30.69921875,2,2,"4",1763,0,1128,"dm"
"753","2005","08","12","Friday","1",120,"SO",18,1,"P",1,950,528,8,1,20,0,35,3,0,37.1328125,2,1,"4",298,0,1100,"dm"
"756","2005","08","12","Friday","1",0,"SH",20,0,"R",1,950,0,4,1,42,0.168937162,65,6,0,55.359375,1,3,"5",0,0,1129,"dm"
"758","2005","08","12","Friday","1",0,"SC",19,0,"P",1,200,1674,6,1,2,0,15,11,1,57.46875,2,0,"3",0,0,1092,"dm"
"760","2005","08","13","Saturday","1",300,"SC",18,0,"P",3,400,0,20,2,6,2.977886789,16,5,0,55.7578125,1,2,"5",0,0,1137,"dm"
"763","2005","08","13","Saturday","1",0,"SA",18,1,"P",1,200,310,17,1,43,0,36,4,0,64.265625,1,1,"5",1851,0,1155,"dm"
"766","2005","08","13","Saturday","1",0,"SL",21,0,"P",1,250,0,24,1,29,0,36,8,4,44.421875,1,2,"3",0,0,1140,"dm"
"771","2005","08","13","Saturday","1",1,"SO",29,0,"P",2,1250,744,2,1,4,0.19683608,0,2,0,52.6484375,2,1,"3",0,0,1131,"dm"
"773","2005","08","13","Saturday","1",1,"SA",20,3,"P",1,250,1,20,3,25,0.196228577,0,26,1,41.0625,1,2,"3",0,0,1144,"dm"
"775","2005","08","13","Saturday","1",0,"SK",19,0,"P",1,3000,34,14,1,16,0.216604084,1,5,2,52.9765625,1,1,"5",738,0,1136,"dm"
"776","2005","08","13","Saturday","1",1,"SO",24,1,"R",2,750,0,4,1,3,0,0,0,0,13.30078125,1,1,"5",0,0,1158,"dm"
"777","2005","08","13","Saturday","1",1,"SA",42,0,"H",1,800,0,58,1,4,0.16883511,0,0,0,68.046875,1,0,"3",209,1,1156,"dm"
"778","2005","08","13","Saturday","1",500,"SB",19,1,"P",1,950,34,12,2,22,0,25,23,3,35.609375,1,4,"3",0,1,1146,"dm"
"779","2005","08","13","Saturday","1",0,"SO",20,0,"R",2,950,124,7,1,5,0,29,12,0,67.578125,2,3,"5",0,0,1159,"dm"
"780","2005","08","16","Tuesday","1",0,"SH",18,0,"P",2,450,0,4,1,8,0,29,20,0,81.78125,1,0,"5",0,0,1181,"dm"
"785","2005","08","16","Tuesday","1",300,"SO",22,0,"P",3,2050,527,12,3,21,0.105992916,30,20,5,38.484375,1,1,"3",423,3,1191,"dm"
"786","2005","08","16","Tuesday","1",0,"SO",17,0,"P",3,250,0,6,1,18,0.020594653,0,14,3,54.9140625,1,0,"5",960,0,1190,"dm"
"787","2005","08","16","Tuesday","1",1,"SL",23,4,"P",1,750,0,13,2,4,0.214519369,1,24,5,75.328125,1,0,"3",0,0,1169,"dm"
"789","2005","08","16","Tuesday","1",1,"SL",21,3,"P",2,1800,62,9,1,30,0.200746635,0,6,4,74.109375,1,4,"3",0,1,1189,"dm"
"790","2005","08","16","Tuesday","1",0,"SL",19,0,"P",1,150,34,5,2,15,0.117182898,0,27,1,64.375,1,0,"3",0,1,1172,"dm"
"791","2005","08","16","Tuesday","1",0,"SA",18,0,"P",1,500,0,7,1,25,0.034930358,0,21,0,58.8125,1,0,"5",712,0,1208,"dm"
"792","2005","08","16","Tuesday","1",0,"SA",19,0,"P",1,50,0,35,2,34,0.016691804,20,4,7,59.2421875,1,0,"3",0,0,1167,"dm"
"794","2005","08","16","Tuesday","1",0,"SO",17,1,"P",1,300,0,31,1,70,0,0,8,0,93.71875,1,0,"5",1920,0,1220,"dm"
"798","2005","08","16","Tuesday","1",0,"SO",18,0,"P",2,150,0,6,1,6,0,0,10,0,32.7421875,2,0,"3",0,1,1195,"dm"
"800","2005","08","16","Tuesday","1",0,"SM",18,1,"P",2,50,311,1,1,7,0,0,5,1,73.515625,1,0,"5",1920,0,1205,"dm"
"801","2005","08","16","Tuesday","1",1,"SB",20,2,"P",2,350,32,1,1,1,0.03447941,31,20,1,58.7421875,1,0,"5",1547,0,1211,"dm"
"802","2005","08","16","Tuesday","1",0,"SM",35,0,"R",3,2300,1239,13,1,5,0,19,0,4,48.234375,2,0,"2",0,0,1164,"dm"
"804","2005","08","16","Tuesday","1",1,"SO",25,0,"P",2,500,62,12,1,3,0.426849033,90,0,0,53.6484375,1,0,"5",0,0,1162,"dm"
"805","2005","08","16","Tuesday","1",1020,"SE",38,0,"H",1,1700,650,1,3,1,0,1,4,0,9.505859375,1,1,"3",809,2,1193,"dm"
"808","2005","08","16","Tuesday","1",1,"SO",21,1,"R",1,50,1,19,1,9,0,1,0,2,40.21875,2,1,"4",0,0,1225,"dm"
"811","2005","08","16","Tuesday","1",600,"SO",23,0,"R",1,4750,992,14,1,1,0.077804315,0,4,0,50.5546875,1,0,"3",297,1,1186,"dm"
"817","2005","08","16","Tuesday","1",0,"SK",31,1,"R",1,4050,63,5,1,2,0.273509955,0,5,5,40.0078125,1,0,"5",0,0,1188,"dm"
"822","2005","08","16","Tuesday","1",1,"SF",22,0,"P",1,300,124,13,1,3,0.296340358,26,0,2,42.2109375,1,0,"5",642,0,1206,"dm"
"826","2005","08","17","Wednesday","1",0,"SO",21,0,"R",1,750,0,3,1,30,0,1,6,0,49.328125,1,4,"4",40,0,1235,"dm"
"829","2005","08","17","Wednesday","1",1,"SC",24,0,"P",1,800,0,2,2,44,0,45,9,6,77,1,1,"3",0,1,1241,"dm"
"835","2005","08","17","Wednesday","1",400,"SB",20,0,"P",1,3050,0,6,2,2,0.000935434,0,8,0,50.734375,1,4,"5",82,0,1238,"dm"
"836","2005","08","17","Wednesday","1",0,"SE",19,0,"P",1,4300,1827,4,2,9,0.029998601,35,23,0,57.125,1,0,"3",0,1,1253,"dm"
"838","2005","08","17","Wednesday","1",0,"SH",19,1,"P",1,2600,992,23,1,1,0.01179861,54,0,0,56.6328125,1,1,"5",3631,0,1249,"dm"
"839","2005","08","17","Wednesday","1",0,"SB",18,0,"P",1,2050,0,42,1,3,0.146801649,25,17,2,68.453125,1,3,"3",0,1,1237,"dm"
"840","2005","08","17","Wednesday","1",0,"SF",17,0,"P",1,500,527,12,1,9,0,0,9,0,63.859375,1,0,"5",1950,0,1236,"dm"
"842","2005","08","17","Wednesday","1",0,"SH",19,0,"P",1,950,32,33,1,15,0,26,26,1,73.09375,1,1,"5",0,0,1245,"dm"
"843","2005","08","17","Wednesday","1",0,"SC",18,0,"P",1,1900,0,21,1,16,0.10184726,95,16,0,57.359375,1,1,"3",0,1,1243,"dm"
"844","2005","08","17","Wednesday","1",1,"SA",18,0,"P",1,50,217,13,1,26,0,44,5,0,52.7421875,1,0,"5",300,0,1239,"dm"
"852","2005","08","18","Thursday","1",140,"SO",16,0,"P",3,50,0,5,1,56,0.037692573,0,4,0,42.0390625,1,3,"5",1030,0,1278,"dm"
"855","2005","08","18","Thursday","1",1,"SA",17,0,"P",1,250,0,62,1,37,0,0,10,0,36.296875,1,1,"5",898,0,1295,"dm"
"864","2005","08","18","Thursday","1",0,"SO",21,0,"P",2,50,712,21,1,2,0.057646017,45,5,27,70.796875,1,0,"3",33,1,1271,"dm"
"865","2005","08","18","Thursday","1",1,"SO",22,0,"R",3,400,1827,9,1,2,0.186105075,0,2,0,54.6484375,1,1,"5",1246,0,1277,"dm"
"867","2005","08","18","Thursday","1",0,"SC",19,0,"P",1,300,0,30,1,18,0,60,15,1,68.78125,1,2,"3",0,1,1269,"dm"
"868","2005","08","18","Thursday","1",0,"SC",18,0,"P",1,100,0,34,1,21,0,0,8,1,52.8359375,1,0,"5",1150,0,1273,"dm"
"869","2005","08","18","Thursday","1",1,"SF",26,0,"P",2,1700,3907,2,2,32,0.009190607,1,8,6,72.90625,1,1,"3",0,1,1298,"dm"
"872","2005","08","18","Thursday","1",1,"SL",25,0,"P",1,7600,589,21,1,38,0.081801277,0,27,1,49.953125,2,3,"5",570,0,1299,"dm"
"873","2005","08","19","Friday","1",0,"SD",17,0,"P",1,50,0,12,1,9,0.01686628,0,3,0,38.7109375,1,3,"5",0,0,1315,"dm"
"874","2005","08","19","Friday","1",0,"SC",19,0,"P",1,50,0,2,1,6,0.205760281,0,0,0,64.40625,1,1,"3",0,1,1320,"dm"
"875","2005","08","19","Friday","1",0,"SA",18,0,"P",1,100,1395,34,1,7,0.028309312,0,0,0,57.4140625,1,0,"5",0,0,1352,"dm"
"876","2005","08","19","Friday","1",5,"SA",19,0,"P",1,500,63,12,1,7,0.075284122,0,6,2,37.3046875,1,2,"3",0,1,1482,"dm"
"877","2005","08","19","Friday","1",0,"SO",20,0,"P",1,100,94,28,1,8,0.222301978,0,21,2,59.0546875,1,2,"3",0,1,1358,"dm"
"878","2005","08","19","Friday","1",0,"SO",19,0,"P",1,100,31,3,1,6,0,1,5,0,59.875,1,1,"3",0,1,1486,"dm"
"880","2005","08","19","Friday","1",0,"SC",18,0,"P",1,50,342,12,1,7,0,0,0,0,54.375,1,0,"5",1306,0,1457,"dm"
"881","2005","08","19","Friday","1",0,"SD",19,0,"P",1,150,124,4,1,4,0.204861659,50,4,1,45.8515625,1,4,"5",0,0,1596,"dm"
"888","2005","08","19","Friday","1",0,"SO",19,0,"P",1,350,868,1,1,9,0.058954298,0,1,0,64.078125,1,1,"5",0,0,1473,"dm"
"893","2005","08","19","Friday","1",0,"SO",20,1,"R",1,150,0,6,1,2,0.052461709,50,2,2,25.03515625,1,1,"5",0,0,1552,"dm"
"894","2005","08","19","Friday","1",0,"SF",18,0,"P",1,750,0,13,1,4,0,0,5,0,72.1875,1,1,"5",0,0,1312,"dm"
"895","2005","08","19","Friday","1",0,"SA",19,0,"P",1,150,0,4,1,3,0.11802364,20,3,0,72.578125,1,0,"5",1619,0,1332,"dm"
"896","2005","08","19","Friday","1",0,"SO",19,0,"P",1,350,122,11,1,3,0.032225612,29,0,1,71.1875,1,2,"3",0,1,1345,"dm"
"902","2005","08","19","Friday","1",500,"SL",19,2,"P",1,350,0,3,3,1,0,36,7,1,48.078125,1,1,"3",329,3,1557,"dm"
"906","2005","08","19","Friday","1",0,"SO",17,0,"P",1,1200,0,2,1,5,0,0,17,0,38.4921875,1,1,"5",827,0,1433,"dm"
"909","2005","08","19","Friday","1",0,"SD",21,0,"P",1,950,0,30,2,6,0,0,5,2,86.796875,1,1,"3",0,1,1330,"dm"
"910","2005","08","19","Friday","1",0,"SN",19,0,"P",1,400,93,27,1,8,0,44,0,0,54.8515625,1,2,"5",1038,0,1323,"dm"
"916","2005","08","19","Friday","1",1,"SE",19,2,"P",1,600,29,53,1,50,0.036662565,47,18,1,50.5703125,1,1,"3",0,1,1410,"dm"
"928","2005","08","19","Friday","1",0,"SO",21,0,"P",1,1050,187,2,1,23,0.515671168,26,9,3,56.6328125,1,3,"5",30,0,1555,"dm"
"931","2005","08","19","Friday","1",0,"SA",19,0,"P",1,400,278,5,1,1,0,17,5,2,40.453125,2,1,"4",305,0,1503,"dm"
"932","2005","08","19","Friday","1",0,"FT",21,0,"P",1,3200,5672,16,1,14,0,0,2,2,69.421875,2,2,"4",0,0,1329,"dm"
"939","2005","08","19","Friday","1",1,"SO",19,1,"P",1,100,249,13,1,24,0.072302521,26,1,2,68.640625,1,1,"3",0,1,1525,"dm"
"949","2005","08","19","Friday","1",0,"SD",23,0,"P",1,350,32,17,1,17,0,25,5,0,48.109375,1,1,"5",0,0,1443,"dm"
"958","2005","08","19","Friday","1",0,"SF",50,0,"R",1,2850,1396,6,1,2,0,25,5,0,54.6484375,2,0,"5",0,0,1598,"dm"
"965","2005","08","19","Friday","1",80,"SG",18,0,"P",1,100,1,2,1,6,0,1,15,0,79.578125,1,1,"3",0,1,1434,"dm"
"971","2005","08","19","Friday","1",700,"SB",26,0,"P",1,200,0,32,1,3,0,36,4,0,47.515625,1,2,"3",0,1,1389,"dm"
"975","2005","08","19","Friday","1",400,"SO",26,1,"P",1,500,464,6,1,30,0,0,4,0,62.75,1,4,"4",0,0,1493,"dm"
"977","2005","08","19","Friday","1",0,"SO",20,0,"P",1,1950,1,9,2,6,0.269235604,26,13,1,60.7265625,1,4,"3",0,1,1444,"dm"
"981","2005","08","19","Friday","1",0,"SM",39,0,"P",1,7850,1054,4,1,4,0.222214354,0,1,2,74.0625,1,2,"3",0,1,1377,"dm"
"995","2005","08","19","Friday","1",0,"SH",18,0,"P",2,1800,124,1,1,5,0.172435209,1,7,1,58.171875,1,1,"3",0,1,1547,"dm"
"1018","2005","08","19","Friday","1",1,"SE",19,0,"P",1,950,1209,29,1,4,0.021926251,20,26,2,79.328125,1,0,"5",0,0,1579,"dm"
"1019","2005","08","19","Friday","1",0,"SH",18,0,"P",1,1900,1,21,1,9,0.035891142,0,6,0,86.125,1,1,"5",0,0,1402,"dm"
"1023","2005","08","19","Friday","1",0,"SM",19,0,"P",1,800,247,4,1,9,0.030013682,0,10,1,88.296875,1,2,"3",0,1,1495,"dm"
"1027","2005","08","19","Friday","1",80,"SK",19,0,"P",1,600,1,7,1,61,0.174548242,0,9,2,73.015625,1,2,"3",0,1,1550,"dm"
"1030","2005","08","19","Friday","1",0,"SO",18,0,"P",1,100,1,19,1,18,0,0,14,0,41.5703125,1,0,"5",0,0,1510,"dm"
"1031","2005","08","19","Friday","1",0,"SB",19,0,"P",1,500,30,5,2,105,0.034586172,1,10,2,60.59375,1,2,"5",0,0,1481,"dm"
"1032","2005","08","19","Friday","1",0,"SL",18,0,"P",1,150,1,19,2,56,0.028828135,0,20,0,75.140625,1,1,"5",412,0,1404,"dm"
"1033","2005","08","19","Friday","1",1,"SN",21,2,"P",2,600,1,3,1,60,0,19,18,5,71.25,2,1,"3",124,1,1545,"dm"
