"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","GOOD","id","app_id","na_prop"
"388","2005","07","23","Saturday",340,"SO",18,0.72,"P",1.06,672.5,89.6666666666667,8,1.12,26,0,8.1,11,1,72.1875,1.02,3,"5",14.7299999999995,0,"1","dm",408,0.233333333333333
"389","2005","07","26","Tuesday",1,"SB",24,1,"R",3,200,0,2,2,25.34,0.562444467,0,12.29,1,33.3671875,2,0,"3",0,1,"1","dm",411,0
"395","2005","07","26","Tuesday",0,"SH",21,4,"P",1.45,2850,978.98,30,1,5,0.021952547,109.14,21,2,78.828125,1,0,"3",3631,1,"1","dm",412,0.0666666666666667
"397","2005","07","26","Tuesday",0,"SL",22,0,"P",1.16,2100,434,10,2,14,0.12445262,0,22,5,47.0078125,1,4,"3",0,1,"1","dm",403,0.233333333333333
"399","2005","07","26","Tuesday",0,"SB",22,3,"P",1.16,350,342,16,1,24,0.09408399,25.6275,17,3,75.3125,1.02,1.66,"3",0,0,"1","dm",422,0.166666666666667
"400","2005","07","26","Tuesday",500,"SO",18,0.78,"P",1.115,420,198.44,20.73,1.12,16,0.1690302,18.0775,16,0,40.4296875,1.03,1.62,"5",24.4299999999996,0,"1","dm",402,0.3
"405","2005","07","26","Tuesday",0,"SD",19,0.645,"P",1,100,231.3,1,1.1,26.59,0.036237436,29.57,11.62,1,22.56640625,1.11,2.02,"5",24.6179999999996,0,"1","dm",420,0.3
"417","2005","07","27","Wednesday",0,"SA",17,0,"P",1.23,1879,1034.93,31.09,1.19,9,0.027166239,79.16,12.86,9,56.125,1.02,1.83,"5",75.1999999999998,0,"1","dm",406,0.133333333333333
"420","2005","07","27","Wednesday",0,"SC",18,0.56,"P",1,150,31,2,1.215,22.49,0,14.92,13.53,0,72.203125,1,2,"5",34.5799999999998,0,"1","dm",430,0.0666666666666667
"421","2005","07","27","Wednesday",1,"SO",23,1.68,"R",1,1150,233.02,2,1,17.33,0.456198497,19.5,12.41,2.03,60.609375,1,0,"3",0,0,"1","dm",389,0.266666666666667
"427","2005","07","27","Wednesday",0,"SM",23,5,"H",1.19,1614.5,600.56,21.36,1.24,14.22,0,28.56,9.94,3.22,48.95539062506,1.07,1.77,"5",374.69,0,"1","dm",429,0.4
"428","2005","07","27","Wednesday",1,"SO",19,0.81,"R",1.27,585,669.65,24.5275,1.11,19.08,0.229404042,85.62,10.68,0.77,97.984375,1.06,1.65,"5",17.6399999999996,0,"1","dm",418,0.0333333333333333
"433","2005","07","27","Wednesday",800,"SN",18,0.81,"P",1.16,637.5,337.36,17.84,1.17,14,0,25.9,7,0,34.8046875,1.04,1.71,"5",24.2199999999996,0,"1","dm",427,0.366666666666667
"434","2005","07","27","Wednesday",0,"SM",18,0,"P",1.14,788,346.18,23,2,37,0,10.61,14,0,56.1640625,1,0,"3",0,1,"1","dm",419,0.2
"437","2005","07","28","Thursday",100,"SC",19,0.57,"P",1.1,650.5,194.93,18.23,1.12,16.72,0.143671881,15.3,24,1,46.0546875,1.01,1.54,"5",46.9899999999996,0,"1","dm",409,0.433333333333333
"438","2005","07","28","Thursday",1,"SO",18,0.96,"P",1.13,554.5,258.62,11,1.17,21.11,0.133567989,0,15.035,0.8,67.578125,1.01,1.76,"5",41.2399999999996,0,"1","dm",385,0.333333333333333
"439","2005","07","28","Thursday",1,"SC",18,0,"P",1.18,544,268.91,21.41,1.12,20.11,0,29.39,15.73,1.29,66.4742773438,1.01,1.33,"4",81.9899999999997,0,"1","dm",405,0.166666666666667
"442","2005","07","28","Thursday",0,"SO",20,1,"P",1.18,950,286.2,10,1,18.505,0,19.47,14.69,1.8,77.140625,1,1.02,"3",830,1,"1","dm",428,0.0333333333333333
"443","2005","07","28","Thursday",1,"SB",21,2,"P",1.42,1900,963.86,15,1,37,0,186,17,3,65.78125,1,0,"3",2141,1,"1","dm",424,0.0666666666666667
"445","2005","07","28","Thursday",1,"SO",23,2.24,"R",1.16,776,342.22,16.2,1.13,13.99,0,19.46,12.37,1.89,51.7064257813,1.03,1.77,"4",339.01,0,"1","dm",446,0.466666666666667
"456","2005","07","28","Thursday",1,"SA",20,3,"P",1.23833333333333,350,404,21,1,20.46,0,19.21,14.13,1,51.734375,1,0.78,"3",1030,1,"1","dm",447,0.3
"459","2005","07","28","Thursday",200,"SO",24,3.36,"P",1.21,1505.5,724.89,82,2,15,0.078699022,68.5,16,6,39.8515625,1.10333333333333,1.62,"2",659.63,0,"1","dm",452,0.266666666666667
"461","2005","07","28","Thursday",0,"SO",23,2.14,"R",1.17,812.5,344.78,15.98,1.14,14.44,0,20.87,14.15,1.98,52.2665820313,1.02,1.78,"4",357.6,0,"1","dm",457,0.266666666666667
"465","2005","07","29","Friday",760,"SO",24,1,"R",1.17,1217.5,422.32,18,1,20.06,0.070643746,10.52,11.99,1.41,77.015625,1.15,3,"3",0,0,"1","dm",450,0.133333333333333
"472","2005","07","29","Friday",2,"SO",21,1.15,"R",1.11,811.5,389.69,14.73,1.09,14.85,0.192670965,12.69,10.79,1.28333333333333,70.421875,1.09,2.46,"5",26.1699999999997,0,"1","dm",439,0.166666666666667
"473","2005","07","29","Friday",1,"SE",18,0.65,"P",1.08,803.166666666667,382.48,20.57,1.06,15.15,0,23.505,12.05,0.379999999999999,58.9359960938,1.11,1.92,"4",15.3099999999996,0,"1","dm",456,0.1
"475","2005","07","29","Friday",100,"SO",37,1.06,"R",1.17,1281,760.97,17.69,1.1,12.78,0.202813315,13.58,5.65,1.5,41.5,1.09,2.23,"5",65.1699999999998,0,"1","dm",448,0.266666666666667
"480","2005","07","29","Friday",0,"SO",16,0.6,"P",1.08,610.666666666667,366.48,16.42,1.04,61,0.204049815,20.49,21,0.82,42.6875,1.16,2.02,"5",8.45999999999954,0,"1","dm",449,0.3
"482","2005","07","29","Friday",1,"FT",18,0.86,"P",1.16,1041.66666666667,668.576666666667,31.96,1.08,40,0,32.83,7,0.86,81.84375,1.15,2.32,"5",30.4399999999997,0,"1","dm",461,0.266666666666667
"486","2005","07","30","Saturday",0,"SA",21,3,"P",1.33,1300,1,7,2,19,0,1,8,2,80.53125,1,3,"3",1003,2,"1","dm",482,0.5
"487","2005","07","30","Saturday",0,"SB",23,1.64,"R",1.17,1075.5,370.2,16.11,1.05,12.56,0,18.94,9.4,1.68,46.7380078125,1.01,1.79,"4",81.4299999999998,0,"1","dm",484,0.3
"489","2005","07","30","Saturday",1560,"SO",19,1.44,"P",1.32,1917.66666666667,624.39,19.4875,1.33,13,0.144256686,25.33,4,3.43,21.66796875,1.08,1.58,"5",197.36,0,"1","dm",477,0.3
"495","2005","07","30","Saturday",0,"SC",18,1.16,"P",1.3,742.666666666667,369.91,18.01,1.27,2,0.121062878,25.315,11,2,12.48242188,1,0,"5",119.59,0,"1","dm",481,0.0333333333333333
"496","2005","07","30","Saturday",0,"SO",20,1,"R",1.1,985.5,292.84,16.34,1.07,9.69,0,20.145,10.63,2.1,48.06155273443,1.01,1.77,"4",40.6699999999997,0,"1","dm",498,0.4
"498","2005","07","30","Saturday",0,"SO",21,2,"P",1,950,0,5,1,12,0,0,0,0,77.109375,1.18,2.43,"3",0,0,"1","dm",474,0.333333333333333
"501","2005","07","30","Saturday",0,"SB",21,2,"R",1.23,890,414.87,15.76,1.14,12.33,0.284261329,20.32,12.36,1.45,53.6640625,1.01,1.82,"5",83.2699999999998,0,"1","dm",489,0.4
"502","2005","07","30","Saturday",0,"SD",20,3,"P",2,1050,154,2,1,27,0.012673082,15.67,7,2,63.328125,1,1,"3",521,1,"1","dm",490,0.266666666666667
"503","2005","07","30","Saturday",0,"SO",21,3,"P",1.3,956,366.86,16.1,1.2,12.74,0.055743849,12.08,13.04,3.1,37.828125,1,0,"5",398.01,0,"1","dm",468,0.0666666666666667
"515","2005","08","02","Tuesday",1,"SF",20,3,"P",1.27,500,0,9,1,50,0.043737207,0,21,1,64.5,1.12,2.24,"3",0,0,"1","dm",479,0.433333333333333
"518","2005","08","02","Tuesday",800,"SO",21,1.25,"P",1.24,873.5,207.52,15.5,1.26,9,0,20.14,17,2,74.1875,1,0,"5",84.39,0,"1","dm",492,0.433333333333333
"520","2005","08","02","Tuesday",880,"SL",22,2.16,"P",3,600,381.09,3,4,14,0.015409684,1,6,3,24.87890625,1,2,"3",570,3,"1","dm",493,0.466666666666667
"521","2005","08","02","Tuesday",120,"SA",18,0.349999999999999,"P",1.06,361,105.42,18.358,1.04,6,0.043555533,22.83,16,0,45.265625,1.02,1.68,"5",-7.07274239175604e-13,0,"1","dm",471,0.4
"522","2005","08","02","Tuesday",21,"SO",18,0.249999999999999,"P",1.15,413.5,102.39,13,1,7,0.026734488,15.72,18,0,78.046875,1.08,1.8,"3",0,0,"1","dm",515,0.433333333333333
"523","2005","08","02","Tuesday",0,"SO",20,0,"P",1.16,757.5,242.23,15.51,1.07,5,0.457833305,20.86,3,2,24.51953125,1.01,1.56,"5",2.30999999999962,0,"1","dm",512,0.166666666666667
"524","2005","08","02","Tuesday",0,"SO",21,1,"P",1.21,950,254.97,12,2,3,0.148694406,13.39,4,3,33.609375,1,4,"3",21,2,"1","dm",532,0.2
"526","2005","08","02","Tuesday",0,"FT",16,0.4,"P",1.2,607,306.56,18.65,1.03,21.02,0.008582955,28.96,25,0.55,21.62890625,1.05,1.67,"5",9.22999999999955,0,"1","dm",531,0.366666666666667
"531","2005","08","02","Tuesday",0,"SH",18,0,"P",2,250,154,3,1,40,0.049370387,0,13,0,72.84375,2,0,"3",0,0,"1","dm",533,0.133333333333333
"532","2005","08","02","Tuesday",1,"SL",21,3,"P",1.35,500,567.57,29,1,33,0,118.15,5,3,95.84375,1,0.94,"3",328,1,"1","dm",517,0.166666666666667
"534","2005","08","02","Tuesday",0,"SH",17,0,"P",1.14,461.5,142.42,16.19,1.02,24,0,22.1133333333333,12,0,93.46875,1.05,1.49,"5",3.49999999999944,0,"1","dm",536,0.433333333333333
"538","2005","08","02","Tuesday",1,"SG",19,0.579999999999999,"P",1.15833333333333,300,118.5,11,1,34,0,20.95,13,1,88.25,1,0,"3",0,0,"1","dm",523,0.4
"539","2005","08","02","Tuesday",1,"SB",19,0.55,"P",1.23,620.5,375.12,20,1,3,0,33.17,0,1,53.5086328126,1.1,1.61,"1",154.56,0,"1","dm",530,0.133333333333333
"540","2005","08","02","Tuesday",500,"SO",19,0.67,"P",1.2,692,149.33,10,1,15,0,0,13.41,1.14,72.703125,1.04,3,"3",0,0,"1","dm",537,0.266666666666667
"541","2005","08","02","Tuesday",0,"SA",18,0,"P",1.03,390.5,130.25,14.66,1.17,15,0,23.48,6,0,39.6953125,1,2,"5",8.7399999999996,0,"1","dm",535,0.1
"547","2005","08","03","Wednesday",0,"SN",29,5,"R",1,1666,633.1,4,1,1,0,28.28,7.07,3.34,60.0703125,1.19,1.99,"3",0,0,"1","dm",522,0.1
"550","2005","08","03","Wednesday",0,"SO",18,0.39,"P",1.07,397,103.11,17.35,1.03,16,0.063841307,20.09,5,0,67.5625,1.07,1.85,"5",-6.94910795573378e-13,0,"1","dm",518,0.4
"553","2005","08","03","Wednesday",0,"SO",23,1,"P",1,5950,1209,4,1,16,0.026867216,40,20,7,82.3125,2,1,"3",38,1,"1","dm",507,0.333333333333333
"557","2005","08","03","Wednesday",0,"SL",22,4,"P",1.37,500,1,37,1,39,0,36.115,6,6,59.3828125,1,1.09,"3",2329,1,"1","dm",520,0.366666666666667
"560","2005","08","03","Wednesday",1140,"SO",27,1.11,"P",1.25,1668.5,407.02,21.95,1.14,16.92,0,16.94,12.61,2.16,53.3998046875,1.1,1.81,"4",48.4799999999998,0,"1","dm",556,0.1
"561","2005","08","03","Wednesday",0,"SO",22,1.23,"R",1.12,716,250.23,18.09,1.04,13.98,0.00757526,21.18,9.03,1.59,32.5390625,1.11,1.97,"5",4.19999999999967,0,"1","dm",548,0.366666666666667
"562","2005","08","03","Wednesday",0,"SO",25,1.08,"R",1.11,961,311.06,20.13,1.03,12.52,0,21.625,11.2,1.45,49.7628710938,1.1,1.98,"4",1.69999999999972,0,"1","dm",564,0.266666666666667
"566","2005","08","04","Thursday",0,"SC",27,0,"H",1.37,9450,5301,9,2,36,0.061959435,45,6,9,72.109375,1,0.74,"3",0,1,"1","dm",545,0.4
"567","2005","08","04","Thursday",1,"SO",19,2,"P",1.18,574.5,289.61,38,1,40,0.021509118,51.26,23,1,65.421875,1.14,1.8,"3",0,0,"1","dm",542,0.166666666666667
"569","2005","08","04","Thursday",260,"SO",18,0.43,"P",2,450,124,2,1,22.85,0.225929674,9.06,12.68,0.239999999999999,56.2890625,2,1,"3",0,0,"1","dm",558,0.1
"570","2005","08","04","Thursday",0,"SO",18,0,"P",2,718.5,188.756666666667,5,1,84,0.031737867,1,11,0,60.1953125,1,2,"3",0,0,"1","dm",554,0.166666666666667
"571","2005","08","04","Thursday",400,"SA",21,3,"P",1.33,1009,431.36,21,3,24,0,20.57,6,3,81.53125,1,0.9,"3",1434,2,"1","dm",549,0.2
"573","2005","08","04","Thursday",0,"SD",22,4,"R",1.31,2850,652.73,13,1,21.43,0.114126371,0,10.86,4.24,72.3125,1,1,"3",3416,1,"1","dm",568,0.333333333333333
"577","2005","08","04","Thursday",500,"SB",18,0,"P",2,632.5,282.64,2,2,22.44,0.391403798,0,11.5,0.52,59.34000976563,2,1,"3",0,1,"1","dm",567,0.2
"578","2005","08","04","Thursday",1,"SL",22,3,"P",1.48,1300,758.44,10,3,16.64,0.192612071,47,11.32,5,61.7578125,1,0,"2",498,3,"1","dm",563,0.266666666666667
"581","2005","08","04","Thursday",2,"SL",23,4,"P",1.22,995,356.84,33,1,8,0,28.74,10,4,78.609375,1.12,1.65,"3",0,0,"1","dm",544,0.133333333333333
"582","2005","08","04","Thursday",0,"SB",18,0.36,"P",1,568.75,220.51,3,1,11,0.671762398,0,12,0,27.44140625,2,0,"3",0,0,"1","dm",557,0.333333333333333
"583","2005","08","04","Thursday",0,"SA",18,0,"P",1.11,425.5,139.76,19.258,1.02,51,0,28.72,17,0,74.984375,1.09,1.81666666666667,"5",3.49999999999932,0,"1","dm",569,0.266666666666667
"592","2005","08","05","Friday",400,"SD",23,3,"P",1.18,350,0,21,1,5,0,18.79,27,3.75,16.2890625,1,1.08,"3",738,1,"1","dm",572,0.266666666666667
"596","2005","08","05","Friday",0,"SA",37,0.62,"R",1.19,2283.5,922.95,7,1.34,16.75,0.124083731,0,10.33,4.91,46.1328125,1.05,2.45,"5",133.61,0,"1","dm",573,0.266666666666667
"604","2005","08","05","Friday",1800,"SO",49,2.35,"H",1.45,27150,26877,26,5.53,3,0.000824829,79.32,2,13,72.25,1.23,2.15,"5",682.4,0,"1","dm",589,0.266666666666667
"605","2005","08","05","Friday",0,"SL",27,0,"R",2,750,527,4,2,22.9,0.037394005,0,10.47,0,39.2890625,3,1,"3",0,1,"1","dm",612,0.333333333333333
"606","2005","08","05","Friday",0,"SM",18,0,"P",1.2,1277.5,973.88,19.19,1.17,9,0,57.9,1,0,58.0546875,1.02,4,"5",17.2899999999997,0,"1","dm",602,0.466666666666667
"611","2005","08","05","Friday",460,"SO",24,0,"R",1.2,2550,0,11,2,46,0.053558247,18.77,20,6,43.4453125,1,1.7,"3",40,1,"1","dm",605,0.466666666666667
"612","2005","08","05","Friday",0,"SL",19,0,"P",1.21,6104,2859.75,28.5,1.52,12,0.023492423,144.77,3,20,86.609375,1.13,2.2,"5",115.5,0,"1","dm",599,0.3
"613","2005","08","05","Friday",0,"SM",18,0,"P",1.17,1486.5,962.81,19.73,1.12,4,0.01906908,48.49,0,0,53.71875,1.04,2.83,"5",19.7699999999997,0,"1","dm",577,0.166666666666667
"615","2005","08","05","Friday",1,"SA",27,0.99,"P",1,10250,586,3,4,53,0,17,26,10,77.828125,1,1.56,"3",81,4,"1","dm",598,0.266666666666667
"616","2005","08","05","Friday",11,"SO",21,0.62,"R",1.16,1047.3,612.75,12.37,1.19,11.35,0.36479198,19.52,7.86,1.71,55.8515625,1.02,2.68,"5",25.9099999999998,0,"1","dm",588,0.3
"617","2005","08","06","Saturday",1,"SB",20,0.87,"R",1.07,524.5,111.036666666667,19.05,1.15,10,0.092891328,27.1533333333333,13.21,1.39,72.9375,1.04,2,"5",0.529999999999516,0,"1","dm",636,0.433333333333333
"618","2005","08","06","Saturday",0,"SC",19,1,"P",1,250,1,2,2,23.5213333333333,0,23.16,12.5,0.8,80.46875,1,0.87,"3",0,1,"1","dm",620,0.433333333333333
"619","2005","08","06","Saturday",0,"SF",28,0,"P",1.25,2371,823.52,20,1.35,1,0,50,16,11,46.25,1.07,1.84,"5",134.79,0,"1","dm",619,0.433333333333333
"620","2005","08","06","Saturday",1,"SO",19,0.49,"P",1.04,459.5,77.96,34,1,31,0,29.4,19,0.81,62.2265625,1.02972222222222,2.05,"3",0,0,"1","dm",621,0.0666666666666667
"621","2005","08","06","Saturday",1500,"SF",22,4,"P",1.32,1250,526,26,2,6,0,29,10.12,3.63,82.296875,1,0.97,"3",2419,2,"1","dm",641,0.266666666666667
"623","2005","08","06","Saturday",120,"SC",30,4,"P",1.21,500,547.41,30,1,2,0.113944606,38.99,8.44625,2.95,54.4921875,1,0.79,"3",305,1,"1","dm",624,0.2
"624","2005","08","06","Saturday",0,"SC",18,0,"P",1.13,283,60.91,16.7475,1.15,43,0,22.77,9,0,89.453125,1,0,"5",11.1399999999996,0,"1","dm",628,0
"626","2005","08","06","Saturday",3,"SK",19,1,"P",1.07,700.5,85.78,12,1,20,0,14.8,15,3,62.46875,1.0875,2.44,"3",0,0,"1","dm",634,0.2
"627","2005","08","06","Saturday",0,"SL",22,2,"P",1,950,248.19,2,3,16,0,42,19,7,50.7265625,1.06,1.9,"3",0,0,"1","dm",618,0.166666666666667
"629","2005","08","06","Saturday",0,"SD",17,0,"P",1.09,261.5,105.33,16.67,1.11,25,0,25.01,7,0.139999999999999,88.6875,1,0.7,"5",3.50999999999932,0,"1","dm",625,0.266666666666667
"633","2005","08","06","Saturday",300,"SK",21,0.94,"R",1.1,730.5,201.38,18.62,1.13,15.41,0,24.63,10.62,1.79,48.93740234406,1.02,1.67333333333333,"4",10.3199999999996,0,"1","dm",633,0.133333333333333
"638","2005","08","06","Saturday",400,"SA",19,1,"R",1.17,362.2,159.72,9,1,18.27,0.234965832,26.1366666666667,10.66,0.815,35.8515625,1,1,"3",0,0,"1","dm",622,0.3
"639","2005","08","06","Saturday",500,"SC",20,2,"P",1,400,0,6,2,34,0.093236397,0,16,2,61.4140625,1,2,"3",285,2,"1","dm",666,0.166666666666667
"640","2005","08","06","Saturday",1,"SA",19,0,"P",1.04,317.2,190.53,13.77,1.2,12,0,22.76,1,1,64.484375,1,1,"5",10.1199999999996,0,"1","dm",654,0.366666666666667
"641","2005","08","06","Saturday",400,"SC",19,2,"P",1.05,250,43.16,13,1,58,0,24.56,12,1,86.15625,1,0,"3",0,0,"1","dm",653,0.166666666666667
"643","2005","08","06","Saturday",1,"SA",23,0.89,"R",1.13,690.5,178.45,19.57,1.19,12.62,0.072016209,26.1733333333333,9.52,1.77,13.74023438,1.03,1.92333333333333,"5",2.40999999999968,0,"1","dm",667,0.366666666666667
"644","2005","08","06","Saturday",1,"SO",25,0.74,"R",1.27,1106.5,293.07,11,1,20.428,0,22.7733333333333,11.03,2.41,78.8125,1.08,2.47,"3",0,0,"1","dm",649,0.133333333333333
"646","2005","08","06","Saturday",0,"SL",24,0.945,"R",1.35,825.5,336.14,18.32,1.25,16.03,0.226932888,32.83,9.93,2.03,13.20898438,1.06,1.66,"5",36.5399999999998,0,"1","dm",648,0.133333333333333
"647","2005","08","06","Saturday",1,"SO",20,0.65,"R",1.12,507,102.22,15.83,1.13,16.07,0,23.1766666666667,10.12,1.19,55.7578125,1.03,2.08,"5",4.0299999999995,0,"1","dm",657,0.333333333333333
"649","2005","08","09","Tuesday",0,"SG",18,0,"P",1.11,575,93.76,18,1,5,0.018738209,13.94,14.39,0.449999999999999,75.078125,1.03,1.52,"3",0,0,"1","dm",646,0.333333333333333
"651","2005","08","09","Tuesday",0,"SF",20,0,"P",1.06,580.5,98.37,15.03,1.05,17.16,0.10681953,15.55,12.36,1.32,61.2265625,1.15,1.49,"5",0.539999999999492,0,"1","dm",665,0.2
"654","2005","08","09","Tuesday",0,"SO",16,0.0699999999999991,"P",1.09,399.5,71.44,20.7233333333333,1.01,11,0.001686081,24.006,13.99,0.0799999999999985,65.953125,1.08,1.44,"5",3.49999999999934,0,"1","dm",645,0.333333333333333
"655","2005","08","09","Tuesday",0,"SO",20,1,"P",1.32,693.3,197.79,14.24,1.17,13.4433333333333,0.045295522,20.17,2,2,57.75,2,1,"5",58.3999999999998,0,"1","dm",674,0.433333333333333
"660","2005","08","09","Tuesday",0,"SO",26,1,"R",2,1842.5,848.39,2,1,16.74,0.08473685,66,10.2,3.74,30.0078125,2,1,"3",0,0,"1","dm",663,0.4
"662","2005","08","09","Tuesday",0,"SB",20,1,"P",1.32,100,292.15,39,1,2,0,43.9,5,2.66,61.3046875,2,0,"3",119,1,"1","dm",677,0.266666666666667
"663","2005","08","09","Tuesday",1,"SO",16,0,"P",1.1,405,70.18,17.63375,1.01,15.68,0.022055376,21.33,13.04,0.0999999999999988,57.8203125,1.1075,1.45,"5",-6.507150374091e-13,0,"1","dm",691,0.233333333333333
"664","2005","08","09","Tuesday",0,"SG",30,1.06,"R",1.27,1409.5,567.07,19.19,1.14,13.64,0.065125635,27.03,8.2,2.71,14.74804688,1.22,1.3,"5",51.1399999999999,0,"1","dm",686,0.433333333333333
"667","2005","08","09","Tuesday",1,"SO",19,0,"P",1.1325,719.75,95.64,25,1,16,0,7.71,12,2,79.46875,1,0,"3",0,0,"1","dm",711,0.133333333333333
"668","2005","08","09","Tuesday",0,"SO",19,0,"P",1.25,518,181.02,31,1,34,0.279317278,29.1233333333333,11,0,83.734375,1.09,1.47,"3",0,0,"1","dm",694,0.0333333333333333
"669","2005","08","09","Tuesday",0,"SN",19,0,"R",1.13,650.2,174.04,18.65,1.06,16.67,0.026506329,20.47,10.97,1.18,53.4921875,1.06,1.44333333333333,"5",0.613333333332753,0,"1","dm",703,0.1
"676","2005","08","09","Tuesday",500,"SB",22,1.26,"P",1.13,922.25,261.52,19.81,1.04,22.98,0,15.51,13.21,2.63,57.5874609375,1.08,1.51,"4",27.4399999999997,0,"1","dm",705,0.333333333333333
"681","2005","08","10","Wednesday",0,"SL",21,3,"P",1.18,850,403,13,1.23,52,0.012199525,20,27,5,77.453125,1.06,2.11,"5",357.22,0,"1","dm",687,0.333333333333333
"684","2005","08","10","Wednesday",1180,"SB",20,3,"P",1.23,350,340,19,1,10,0,15.43,3,0,42.328125,1,0.98,"3",1118,1,"1","dm",690,0.4
"689","2005","08","10","Wednesday",2,"SA",20,0.83,"P",1,1100,125,3,2,20,0.04575191,0,9,3,60.4765625,1.06,3,"3",0,0,"1","dm",700,0.266666666666667
"690","2005","08","10","Wednesday",200,"SC",19,0,"P",1,690.5,159.68,2,2,22,0.06493063,5.32,15,0,72.609375,1,1,"3",0,1,"1","dm",683,0.166666666666667
"695","2005","08","10","Wednesday",0,"SO",18,0,"P",1.09,371.625,195.185,20,1.14,10,0,20.39,24,1,78.359375,1.04,1.83,"5",3.53999999999935,0,"1","dm",698,0.266666666666667
"703","2005","08","10","Wednesday",0,"SC",17,0,"P",1.08,314.5,210.85,20.07,1.11,13,0,20.93,13,0.109999999999999,87.140625,1.01,1.61,"5",6.99999999999931,0,"1","dm",720,0.166666666666667
"709","2005","08","10","Wednesday",1,"SL",32,1,"P",1.23,1836.5,607.29,19,2,8,0.098317725,17.4,6,6,51.3828125,1,4,"3",0,1,"1","dm",722,0.4
"714","2005","08","11","Thursday",0,"SO",18,0.209999999999999,"P",1.06,610.5,152.91,19.47,1.04,14.82,0.001643029,19.096,10.83,0.57,26.8359375,1.02,2.01,"5",5.79999999999943,0,"1","dm",712,0.0333333333333333
"721","2005","08","11","Thursday",0,"SC",18,0,"P",1.06,871.5,190.24,22,1,6,0.270877107,13.79,8,0,67.84375,1.04,1.72,"3",0,0,"1","dm",735,0.333333333333333
"722","2005","08","11","Thursday",0,"SC",29,0.95,"R",1.16,1597.5,687.74,23.3,1.29,3,0.103467108,26.75,6.06,2.39,58.5546875,1.07,1.91,"5",49.0799999999999,0,"1","dm",737,0.166666666666667
"724","2005","08","11","Thursday",1,"SO",22,0.97,"R",1.21,1138.3,364.49,16.13,1.05,13.05,0,19.38,10.82,2.15,52.56602539063,1.05,2.35,"4",10.1899999999997,0,"1","dm",717,0.333333333333333
"727","2005","08","11","Thursday",1,"SH",19,1,"P",1.11,800,172.49,14.43,1.13,13,0,17.3,12.48,1.53666666666667,67.046875,1.03,4,"5",7.91999999999957,0,"1","dm",727,0.266666666666667
"728","2005","08","11","Thursday",0,"SO",18,0,"P",1,681.7,136.18,1,1,6,0.050956926,8.6,3,0,44.765625,1.05,1.91,"3",0,0,"1","dm",719,0.2
"731","2005","08","11","Thursday",1,"SO",20,0.88,"P",1.05,873,201.02,13.265,1.16,81,0.032812802,16.605,18,1.54,59.9765625,1.06,2.76,"5",3.70999999999966,0,"1","dm",718,0.133333333333333
"734","2005","08","12","Friday",0,"SA",19,1,"P",1,766.75,221.4,6,1,25,0.036948494,0,15,1,74.796875,2,0,"3",0,0,"1","dm",734,0.166666666666667
"738","2005","08","12","Friday",0,"SO",20,1,"P",1.12,1900,285.82,12,2,11,0,11.51,17,2.77,72.890625,1,3,"3",792,2,"1","dm",736,0.266666666666667
"739","2005","08","12","Friday",1,"SO",19,0.56,"P",1,889.5,250.87,2,2,9,0.471914071,7.2,2,1,50.859375,1,0,"3",0,1,"1","dm",733,0.133333333333333
"740","2005","08","12","Friday",0,"SL",20,1,"P",1,925.5,305.4,3,1,15,0.011797608,0,14,1,74.265625,1,2,"3",0,0,"1","dm",732,0.466666666666667
"741","2005","08","12","Friday",1,"SN",20,0,"P",1.05,956.5,257.13,18.19,1.1,18.3733333333333,0,14.17,12.79,1.31,60.0364453125,1.03,2.27,"4",17.7999999999996,0,"1","dm",749,0.233333333333333
"744","2005","08","12","Friday",1,"SO",22,0.72,"R",1.12,936,333,17.56,1.21,12.26,0,17.94,10.48,1.53,16.21875,1.05,2.39,"5",53.0999999999998,0,"1","dm",776,0.4
"748","2005","08","12","Friday",0,"SC",21,3,"P",1.13,900,396.53,9,1,6,0.075002008,0,26,4,50.484375,1,3,"3",759,1,"1","dm",748,0.3
"752","2005","08","12","Friday",1,"SO",22,0.67,"R",1.05,1014.5,356.84,16.75,1.13,11.41,0,15,7.92,1.71,41.0623828125,1.03,2.27,"4",6.38999999999971,0,"1","dm",783,0.2
"753","2005","08","12","Friday",120,"SO",18,0.34,"P",1.06,583.5,185.66,19.71,1.06,15.74,0,14.81,13.57,0.545,61.1502734375,1.03,1.91,"4",5.79999999999934,0,"1","dm",759,0.333333333333333
"756","2005","08","12","Friday",0,"SH",20,0,"R",1.09,814.5,286.91,19.28,1.05,13.04,0.168937162,14.73,10.83,1.41,55.359375,1.05,2.41,"5",44.1399999999997,0,"1","dm",770,0.1
"758","2005","08","12","Friday",0,"SC",19,0,"P",1,200,197.33,6,1,2,0,18.49,11,1,57.46875,2,0,"3",0,0,"1","dm",744,0.466666666666667
"760","2005","08","13","Saturday",300,"SC",18,0.56,"P",1.2,476.5,305.48,24.26,1.17,6,2.977886789,57.4,9.69,0.329999999999999,55.7578125,1.06,1.44,"5",16.9899999999996,0,"1","dm",760,0.233333333333333
