"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date"
300,"SM",25,1.815,"H",1,400,2,1,95,1,2.45,15,0,0,54.7383203125,2,1,300,"3",1,-511,"22JUL2005"
500,"SO",18,0.85,"P",1.35,470.75,16,3,8.53,15,0,25,140.11,0,56.203125,1,2,0,"3",0.85,516,"22JUL2005"
0,"SD",22,2,"P",1.11,2042.5,19,2,50,9,3,46,629.61,0,70.9375,1,2,1885,"3",3,-508,"22JUL2005"
0,"SH",20,0,"P",1.445,400,10,3,64,11,3,48,588,0,57.1484375,1,2,0,"2",1.18,-524,"22JUL2005"
0,"SH",20,1,"P",1.02,603,15.355,1.01,6.41333333333333,14.42,1.65,16.975,124.953333333333,0.0545188313,54.0625,1.02,0,7.73999999999956,"5",3.11,560,"23JUL2005"
0,"SA",24,3,"R",1.17,839.5,18.2,1.17,53.99,6.51,1.65,9.94,413.7,0.1167590038,29.53515625,1,0,422.824,"5",2,547,"23JUL2005"
120,"SO",23,1.3,"P",1.04,595,14.89,1.13,14.87,13.5733333333333,0,18.33,252.112,0.2278925651,49.03125,1.08,0,5.62999999999968,"5",3.16,561,"23JUL2005"
620,"SB",31,1.12,"R",1.11,434.5,12,1,72.62,1.98,1.12,6.69,616.35,0.3086269079,55.7265625,1.21,0,0,"3",2.43,-566,"23JUL2005"
0,"SA",23,2,"P",1.05,695.5,62,1,17.48,16.93,3.46,18.13,425.98,0.1184685242,61.34375,1.03,0,0,"3",2.72,-543,"23JUL2005"
640,"SA",19,0,"R",1.13,416.5,17,2,38.38,13.65,0.7225,23.41,335.84,0.2512473101,69.984375,1,1,0,"3",2,-551,"23JUL2005"
0,"SO",19,0,"P",1.16,633,31,2,34.2766666666667,12,0,30,451.025,0,41.6640625,1,1,0,"3",0.65,-562,"23JUL2005"
1260,"SD",26,1.19,"R",1.5,150,8,1.55,62.7733333333333,14.05,4,25.29,432.87,0.0124791609,61.125,2,0,128.28,"5",1,592,"26JUL2005"
0,"SC",19,0,"P",1.02,195,8,1,39,16,0,12,61.27,0.0037620904,49.3125,1.04,0,0,"3",2.39,591,"26JUL2005"
1,"SO",21,1,"R",1.03,485,20.32,1,39.04,4.72,0.95,11.8066666666667,360.8,0.0341226137,45.796875,1.14,0,3.63999999999961,"5",3.12,587,"26JUL2005"
1260,"SA",29,1.55,"H",2.85,3380.5,36.05,2.82,171.4,16.82,8.25,29.44,2595.566,0.1232971181,68.140625,3,0,683.24,"5",0,-578,"26JUL2005"
0,"SO",23,4,"R",1.23,2850,12,1,44,6.66,0,14.22,929,0.0019221899,65.875,1,1,172,"3",1.59333333333333,595,"26JUL2005"
700,"SE",20,0,"P",2,898.5,4,3,270,0,1,19.59,1058.65,0.102925028,63.234375,2,3,56,"3",1,607,"26JUL2005"
0,"SO",63,0,"R",2.59,4859,22.06,3.4,143.13,13.444,11.56,3,3045.91,0.4881208241,30.8828125,1,0,877,"5",0,-580,"26JUL2005"
0,"SO",20,0.93,"P",1.06,429.5,10,1,0,19,1.71,7,162.596666666667,0.2699478222,42.40625,1.03,0,0,"3",4,597,"26JUL2005"
0,"SO",19,0,"P",1.33,1950,9,2,0,10,1,8,61,0,66.078125,1,1,0,"3",0,-575,"26JUL2005"
0,"SO",19,0,"P",1.02,182.625,14,1,36,12,1,11,112.595,0.1456589103,49.9765625,1,1,55,"3",1.24,610,"26JUL2005"
0,"SC",34,0,"P",1.55,1935,20,6,98.93,26,14,13,1390.92,0.2184199225,32.265625,1,0,0,"3",2,-608,"26JUL2005"
1,"SL",21,0,"P",1.89,1012.5,33,1,193.954444444444,15,2.0175,14,739.87,0.1867047525,60.6953125,3,0,0,"3",0,-582,"26JUL2005"
0,"SD",19,1,"P",1.01,300,15,1,1,6,0,18,133.228571428571,0.0909068114,86.890625,1.04,0,0,"3",2.63,609,"26JUL2005"
0,"SC",23,6,"P",1.09,1278.16666666667,24,3,0,16,4,23,369.95,0,84.15625,1.09,0,0,"3",2.1,600,"26JUL2005"
0,"SO",18,0,"P",1.25,434.5,24,1,29.02,21,1,25,320.7725,0.3832842093,38.7578125,1,0,0,"3",0,-571,"26JUL2005"
0,"SO",21,1.24,"R",1.29,1325,26.38,1.6,166.82,3,3.99,36,710.83,1.3279009461,4.9072265625,1.13,0,262.11,"5",3,611,"26JUL2005"
0,"SB",21,2,"P",1.55,1900,15,1,185,18,3,37,531.68,0.0033873797,59.6953125,1,1,2096,"3",0,-581,"26JUL2005"
1060,"SB",26,3,"R",1.21,981.5,24.87,1.4,22.09,6.21,2.35,14.67,531.11,0,38.298833007814,1.05,0,247.09,"4",1.75,638,"27JUL2005"
200,"SO",22,2,"R",2,500,5,1,48.02,12.7,0,23.14,310,0.3581135506,34.921875,2,1,1352,"3",0,631,"27JUL2005"
1,"SK",23,1.01,"R",1.04,1069,23.834,1.12,42.26,4.53,1.43,10.58,434.75,0.0456618096,66.9375,1.05,0,15.4299999999997,"5",2.63,617,"27JUL2005"
1,"SH",18,0.94,"R",1.24,530,30.35,1.04,45.1166666666667,5.11,0.23,8.81357142857143,333.5,0.0750626209,34.1875,1.02,0,13.2799999999998,"5",1.5,642,"27JUL2005"
1,"SL",43,1,"R",3,4438.5,5,1,1,9.745,5.315,12.58,2064.99,0,61.3671875,4,0,616.936666666667,"5",0,-626,"27JUL2005"
0,"SB",18,0,"P",1.29,783,23,1.33,53.87,20,0.4225,9,750.565,0.5254386403,69.671875,1,0,34.53,"5",1,-629,"27JUL2005"
0,"SC",20,0,"P",1.15,618.5,24,1,43.39,12.74,1.89,12,692.9,0.5747948904,56.1796875,1.11,0,0,"3",2.62,-632,"27JUL2005"
300,"SO",20,1.58,"P",1.03,418.5,13.19,1.085,5.15,18,1.34,14,108.53,0.0892190656,39.1484375,1.01,0,13.1399999999996,"5",2.94,630,"27JUL2005"
0,"SF",19,0,"P",1.02,558.1,15.92,1.06,15.3066666666667,5,2,21,183.9,0.0598072906,62.1484375,1.07,0,6.09999999999953,"5",3.17,635,"27JUL2005"
0,"SO",19,0,"P",1,750,3,1,33.905,19,0,12,372,0,57.453125,2,1,389,"3",1,672,"28JUL2005"
1,"SF",20,1,"P",1.05,576.5,8,1,4.78,14.61,1.77,17,154.54,0.2417771062,62.3515625,1.03,0,0,"3",4,647,"28JUL2005"
1,"FT",28,1.85,"R",1.28,1015.5,27,1.42,46.36,5.57,1.15,8.9,618.875,0.1709572407,46.359375,1.09,0,57.0999999999999,"5",2.18,-664,"28JUL2005"
0,"SB",19,0,"P",1.34,301.5,21.29,1.06,90.65,5.04,0.59,17.9525,345.284285714286,0.3245183155,62.2734375,1.26,0,40.7499999999999,"5",2.12,-681,"28JUL2005"
1360,"SO",25,2.17,"R",1.36,2908.5,26.25,2.04,32.715,0,0,10.21,1520.97,0.068409486,47.796875,1,0,1078.05,"5",0,-662,"28JUL2005"
0,"SN",23,1,"R",1.91,551,14.97,1.59,132.1,3.84,1.08,7.31,349.41,0.0869366832,45,3,0,67.28,"5",1,-682,"28JUL2005"
0,"SN",18,1,"P",1,8250,2,1.80333333333333,0,11.87,6,3,3719,0,32.7421875,1.11,0,295.69,"5",1.93,673,"28JUL2005"
1,"SA",25,0,"P",1.35,689.5,38,1,79.02,13,2.84,3,592.15,0.2531544659,39.1953125,1,0,0,"3",1,-651,"28JUL2005"
0,"SD",21,0,"P",1.71,1398.5,15,1.54,255,0,0,4,716.55,0.0114836052,31.0078125,2,0,388.22,"5",0,675,"28JUL2005"
1000,"SA",20,2,"P",1.15,500,7,1,28.76,14,2,8,0,0.0196229289,75.453125,1,1,191,"3",2.41,655,"28JUL2005"
0,"SA",22,1,"P",1.08,300,13,1,0,6.67,2.78666666666667,8,225.73,0.1150396031,67.515625,1.04,0,0,"3",2.42,-671,"28JUL2005"
700,"SM",20,2,"P",1,709.5,11,1,19.74,6,1.77,11,244.956666666667,0.1000828592,41.796875,1.05,0,0,"3",4,656,"28JUL2005"
0,"SA",19,0,"P",1.13,229.083333333333,18.555,1.07,39.66,11,0,25,144.9,0.0151668811,87.859375,1.02,0,7.21999999999954,"5",2,669,"28JUL2005"
2,"SK",28,0.91,"R",1.21,899.5,23.68,1.21,91.33,7.59,1.88,7.51,444.98,0.7718752809,41.1484375,1.1,0,103.31,"5",1.8,693,"29JUL2005"
0,"SO",16,0,"P",1.04,271,19.767,1.03,22.92,12.045,0.15,8.9925,122.64,0,59.171875,1.02,0,9.89999999999982,"5",1.47,-704,"29JUL2005"
700,"SG",18,0.66,"P",1.14,2382,34.7533333333333,1.44,145.89,12,13,29.25,986.48,0.1627056701,35.2890625,1.22,0,13.2199999999999,"5",2.53,699,"29JUL2005"
1,"SO",23,5,"P",1.74,4300,22,3,34,26,7.64,12,898,0,40.2890625,1,3,3073,"3",1,-685,"29JUL2005"
0,"SO",22,1,"P",1.09,589,26.5,1.19,28.78,9,4,15,309.49,0,64.203125,1.02,0,38.7699999999999,"5",1.97,-696,"29JUL2005"
0,"SA",25,2,"R",1.06,814.5,21.18,1.18,26.2366666666667,6.86,1.22,11.4,384,0,47.1080078125,1.04,0,162.923333333333,"4",2.49,730,"30JUL2005"
520,"SE",23,1,"P",1.1,2200,26,2,43.1,12,6.59,42,2232,0.1669580699,33.71875,1,2,344,"3",3,714,"30JUL2005"
1,"SE",17,0.77,"P",1.02,277.75,19.39,1,50.6,9.34,0.32,22.82,259.993333333333,0,59.6303515625,1.11,0,0.0399999999995146,"4",2.69,713,"30JUL2005"
0,"SL",27,0,"R",1.2,723,21.5,1.94,133.65,2.53,1.09,7.99,582.165,0.0112050468,36.5859375,1.35,0,39.0399999999999,"5",1.89,-728,"30JUL2005"
960,"SB",19,0,"R",2.61,50,9,4,380,10.2133333333333,0,24.06,564.84,0.0444171457,33.1875,3,4,88,"1",1,-725,"30JUL2005"
0,"SO",16,0,"P",1.06,237.5,8.04285714285714,1.06,27.98,20,0.53,4,68,0.0725890389,32.3203125,1.04,0,-4.31725766247837e-13,"5",2.93,723,"30JUL2005"
220,"SO",18,0.79,"P",1.02,430,14.4377272727273,1.03,9.43,16,0.19,13,108.11,0,30.0390625,1.05,0,0.659999999999559,"5",3.06,721,"30JUL2005"
0,"SA",20,1,"P",1.26,602.5,15,1,36,5,1.61,17,290.6,0.3535626242,74.53125,1,0,139.42,"2",1,-738,"30JUL2005"
0,"SO",33,0,"P",1.03,2736,23.14,1.155,31.91,21.35,7.325,22.52,500.25,0,62.518134765625,1.07,0,41.8699999999998,"4",2.85,772,"02AUG2005"
200,"SB",20,1,"P",1,700,3,3,74.02,13.99,2,31.9266666666667,745,0,84.5625,2,2,747,"3",0,782,"02AUG2005"
0,"SE",22,3,"P",1.29,857.5,32,1.55,38.94,8,4,6,444.3,0,38.9921875,1,0,391.5525,"5",0,781,"02AUG2005"
1,"SO",22,1.36,"R",1.02,543.5,19.89,1.07,31.4133333333333,5.08,1.4,8.21,280.51,0,29.67578125,1.01,0,33.7699999999997,"5",2.44,756,"02AUG2005"
0,"SA",23,4,"R",1.13,1023.5,25.49,1.37,33.73,6.26,0.62,9.52,635.32,0.1289360309,52.4375,1,0,364.82,"5",1,-768,"02AUG2005"
400,"SO",24,1.06,"P",1,200,4,1.11,61.65,6.66,1,14.04,243.77,0.0538668933,45.703125,1.24,0,12.5699999999997,"5",2.44,778,"02AUG2005"
1140,"SM",20,0.98,"R",1.81,3330,29,1,304.716,16.71,11.81,23.98,868.33,0,7.5341796875,1.7,0,118.15,"5",1.39,774,"02AUG2005"
0,"SM",35,2,"R",1.38,450,14,3,221.1,3.97,2.2,7.92,342,0.05838961,55.890625,1,2,0,"1",0,-752,"02AUG2005"
0,"SB",22,3,"P",1.39,830,11,2,19.88,3,4,4,291.43,0.049250094,69.6875,1,0,0,"3",0,740,"02AUG2005"
0,"SL",18,1,"P",1.01,378,23.35,1.16,40.05,3,0,8,321.755,0,93.171875,1,0,38.0999999999999,"5",0,-741,"02AUG2005"
0,"SC",25,1,"P",1,1950,6,2,46,19,8,28,125,0,47.8828125,1,2,1129,"3",0,-747,"02AUG2005"
500,"SL",19,1.67,"P",1.25,1900,14,1,1,10,1,55,488.625,0,85.59375,1,1,2104,"3",4,758,"02AUG2005"
0,"SB",21,3,"P",1.02,543.5,21.55,1.13,30.47,0,2.23,2,362.55,0,59.4453125,1.04,0,64.0799999999998,"5",2.85,815,"03AUG2005"
0,"SO",28,1,"P",1.26,1914.5,27.54,1.37,40.17,24,10,16,516.32,0,60.859375,1,0,361.98,"5",0,803,"03AUG2005"
480,"SO",19,2,"P",1,500,5,2,0,11,1,68,402,0.3967902316,34.3125,1,1,0,"3",4,796,"03AUG2005"
0,"SF",21,0,"R",1.02,606,20.28,1.11,28.28,7.08,1.39,14.43,337.52,0.0247267301,49.015625,1.02,0,4.06999999999962,"5",3.06,789,"03AUG2005"
600,"SO",16,0.75,"P",1.12,277,21.67,1.18,33.49,10.96,0.23,10.45,217.72,0,54.245234375,1,0,33.6,"5",0,-821,"03AUG2005"
0,"SA",17,0,"P",1.15,325,13.905,1.13,43.32,0,0,2,154.835,0,48.9765625,1,0,17.4699999999999,"5",0,-819,"03AUG2005"
0,"SO",24,0,"P",1.17333333333333,1150,22,1,370,9.68,5.03,7,744,0,59.2578125,1,0,0,"3",0,798,"03AUG2005"
0,"SO",21,0,"P",1.05,543,32,1,30.43,6,1.72,22,450.25,0.062658095,60.65625,1.01,0,0,"3",1.96666666666667,-818,"03AUG2005"
0,"SO",20,1,"P",1.33,1200,15,1,1,15,1,29,1,0,86.546875,1,1,190,"3",2,814,"03AUG2005"
0,"SH",20,1,"P",1.15,687,11,1.41,25,12,3,61,276.494166666667,0,70.546875,1.06,0,30.9499999999998,"5",4,-817,"03AUG2005"
1,"SD",19,1,"P",1,341,4,1,35,10.92,3,15.99,81.4885714285714,0.1511574797,36.140625,1.07,0,0,"3",2.685,845,"04AUG2005"
1,"SK",21,2,"P",1.13,400,6,1.3,46,23,4,4,156,0.0831871498,24.75390625,1.07,0,98.1199999999999,"5",3,848,"04AUG2005"
1,"SO",19,1,"P",1,200,2,2,21.06,15,1.21,4,75.36,0,43.6171875,1,1,0,"3",4,839,"04AUG2005"
0,"SL",20,3,"P",1.3,500,9,1,0,13,0,12,183.06,0.0212337836,74.84375,2,1,312,"3",2,847,"04AUG2005"
0,"SF",22,0,"P",1.27,50,13,1,0,20,2,23,324.458333333333,0.2824896248,72.140625,1,0,95.78,"1",1,824,"04AUG2005"
1,"SE",36,1.35,"R",1.15,844.5,23.11,1.19,56.06,5.02,1.39,6.51,535.62,0.0342634165,34.609375,1.02,0,160.29,"5",1.91,840,"04AUG2005"
100,"SD",21,1.36,"R",2.33,685.5,15.19,1.68,191.67,6.78,1.29,8.748,365.87,0,34.59759765625,4,0,76.95,"5",0,-827,"04AUG2005"
1,"SM",34,1,"R",1,850,5,2,109,6.04,2,15.09,517.92,0.3397501316,71.65625,1.37,0,0,"3",2.275,-852,"04AUG2005"
460,"SO",22,3,"R",1.26,3500,14,3,40,10.63,0,19.02,2821,0.8322139587,55.5625,1,3,1205,"3",1.43,-851,"04AUG2005"
0,"SD",19,0,"P",1.1,297.25,14.992,1.13,100.516666666667,9.78,0.8,19.05,203.96,0.2498794626,65.296875,1.06,0,16.0099999999998,"5",2.02,-835,"04AUG2005"
0,"SB",20,1,"P",1.23,759.166666666667,21,1,64.82,5,3,8,512.02,0.0193340161,68.90625,2,1,274,"3",0,-831,"04AUG2005"
1,"SO",18,0.7,"P",1.05,470.166666666667,7,1,2.39,1,1,8,148.125,0.0184684357,63.078125,1.04,0,0,"3",3,842,"04AUG2005"
0,"SD",21,1,"P",1.1,1199.5,9,1,48,11.06,4,12,440.44,0.0258565583,52.4609375,1,1,819,"3",2.49,-833,"04AUG2005"
1,"SA",19,1,"P",1.01,485.5,9,1,0,22,1,32,150.18,0.2363882442,40.3125,1.11,0,0,"3",3.35,828,"04AUG2005"
600,"SO",21,4,"P",1.49,1900,11,4,71,10,4,60,1396.38,0.0093514031,75.640625,1,3,4321,"1",1.74,850,"04AUG2005"
900,"SB",20,1,"P",1.05,695,20.67,1.17,25.83,12.87,2.24,21.78,241.45,0,67.54083984375,1.07,0,13.1999999999997,"4",2.87,899,"05AUG2005"
0,"SK",22,1.31,"R",1,927,5,1.23,340,9.95,1.59,21.39,349.75,0.1372959604,62.296875,1.18,0,36.1799999999999,"5",2.11,892,"05AUG2005"
0,"SD",22,0,"P",2,1450,3,3,1,11,3.85,8,1488,0.1866721041,65.40625,1,1,0,"3",1.1,861,"05AUG2005"
1,"SB",20,1,"P",1,335,4,1.15,34,13,2,8,138.63,0.1208251563,64.703125,1.04,0,10.5799999999996,"5",2.46,862,"05AUG2005"
0,"SC",40,0,"R",1.26,2655,28.41,1.61,44.23,8.96,4.42,11.49,1642.44,0,50.627553710938,1.02,0,537.316666666667,"4",1.58,-867,"05AUG2005"
1,"SD",19,1,"P",1.05,445.5,24.93,1.07,61.2,7.2,0.45,14.99,393.295,0.0658156355,46.25,1.1,0,5.71499999999984,"5",1.92,-903,"05AUG2005"
1060,"SN",26,3,"P",2,3000,4,1,0,15.51,4.92,27.43,651,0,78.3125,1,1,1281,"3",1.26,876,"05AUG2005"
1,"SK",22,2,"R",1.09,675.5,28,1,25.81,10.53,1.18,14.86,469.38,0.0798934388,52.71875,1.05,0,0,"3",2.34,-887,"05AUG2005"
0,"SD",22,0,"R",1.07,1306,52,1,57.02,12.04,3.17,25.74,714.78,0.0121150849,69.234375,1.08,0,0,"3",2.36,-900,"05AUG2005"
0,"SN",23,0,"R",1.2,1850,15,4,40,8.58,3.24,12.84,778.453333333333,0.1720860163,64.640625,1,4,210,"3",2,-864,"05AUG2005"
0,"SH",18,0,"P",1.25,2357.5,33.42,1.61,46.28,3,12,5,1509.96,0,66.890625,1.09,0,317.96,"5",1.52,-884,"05AUG2005"
0,"SO",18,0,"P",1.22,367.5,38,1,55.415,20,0,6,332.666666666667,0.157700453,70.46875,1.04,0,0,"3",1.63,891,"05AUG2005"
120,"SE",18,0.58,"P",1,243.75,5,1,34.0675,25,0.2,8,193.2,0.0262461356,78.8125,1.12333333333333,0,0,"3",2.49,897,"05AUG2005"
0,"SK",21,1.04,"P",1.03,719.25,9,1.06,15.54,5,2,10,179.57,0,45.4921875,1.04,0,10.1599999999996,"5",3.13,872,"05AUG2005"
0,"SO",16,0.64,"P",1.02,199.75,12.58,1.05,32.1956666666667,4,0.14,10,104.06,0,43.953125,1,0,18.8633333333332,"5",0,857,"05AUG2005"
1,"SC",18,0,"P",1,295.5,3,1,82,9.872,0.31,16,190.07,0.1612013108,60.765625,1,0,0,"3",1,-873,"05AUG2005"
0,"SK",17,0,"P",1.24,387,17.03,1.12,33.34,7,0,14,143.59,0,67.21875,1,0,11.1999999999999,"5",1,896,"05AUG2005"
0,"SA",20,1,"P",1.15,200,24,1,35.71,24,2,19,226.245,0.0158077813,81.75,1,1,212,"3",1,-870,"05AUG2005"
0,"SO",21,0,"P",1.15,727.5,22,2,61.88,20,2.87,25,587.49,0.1147883469,47.90625,1.1,0,26.4399999999998,"1",2.93,-868,"05AUG2005"
2,"SL",22,4,"P",1.39,250,21,1.43,45.56,27,4.04,59,393.86,0,35.78125,1,0,606.951428571429,"5",0,863,"05AUG2005"
1,"SO",30,1.04,"R",1.01,1259,18.34,1,34.88,2.78,1.15,6.6575,474.86,0,49.97390625,1.04,0,21.3499999999998,"5",2.57,919,"06AUG2005"
0,"SO",18,0,"P",1.01,243.25,10,1,27.67,14.49,0,15,78.0785714285714,0,57.9140625,1.04,0,0,"3",2.81,943,"06AUG2005"
1,"SK",27,1.02,"R",1.03,1085.28571428571,17.12,1.06,37.6,6.82,1.28,10.55,558.49,0,53.1701953125,1.04,0,5.25999999999975,"4",2.76,926,"06AUG2005"
0,"SN",19,0,"R",1.28,684.5,26.25,1.28,67.49,7.32,0.75,10.17,452.88,0,27.484375,1.1,0,42.7299999999999,"5",2.2,-938,"06AUG2005"
400,"SO",30,2,"R",1.3,940.5,11,1,0,4.04,1.21,6.26,591.49,0,57.3671875,1.08,0,0,"3",2.88,-939,"06AUG2005"
0,"SN",34,2,"H",1.61,1900,7,2,70.49,13.78,13,14.38,1350.08,0.2367514856,36.53125,1,2,429,"3",0,-936,"06AUG2005"
80,"SD",34,0,"R",1.34,1450,15,2,1,7.43,0,12.28,836,0.1114524784,74.046875,1,1,0,"3",1,-915,"06AUG2005"
1500,"SN",22,4,"P",1.565,500,30,1,206.335,4,5,2,0,0.1883380911,46.890625,1,0,827.63,"5",2,-924,"06AUG2005"
900,"SO",27,1.07,"R",1.53,697.5,32,2,119.67,2.6,1.77,8,473.045,0,26.62109375,1.28,0,0,"3",1.93,-942,"06AUG2005"
0,"SE",19,0,"P",1.08,593.666666666667,9,1,1,18,1,7,105.21,0.055210002,79.078125,1.05,0,0,"3",3,-918,"06AUG2005"
0,"SA",18,0,"P",1.01,200.125,12.97,1.05,27.45,16,1,20,52.505,0.0645358772,76.765625,1.02,0,2.05999999999954,"5",2.62,976,"09AUG2005"
0,"SO",19,0,"P",1,256,8.16,1.03,30.225,14.75,0.62,15.8129411764706,65.76,0.1697181319,71.265625,1.05,0,5.73999999999955,"5",3.03,970,"09AUG2005"
1,"SO",24,1.08,"R",1.04,1352.5,21.55,1.03,23.23,2.95,1.29,8.26,577.47,0,50.3775,1.03,0,-2.63469246419845e-13,"4",2.94,984,"09AUG2005"
0,"SM",23,5,"R",1.13,1254.5,23.53,1.38,28.94,9.07,2.22,12.07,435.86,0,59.28125,1.05,0,285.8,"5",1.87,-996,"09AUG2005"
0,"SA",19,0,"P",1.04,186,13.73,1.09,55.16,7.02,0.57,12.2275,217.11,0.040414659,36.0234375,1,0,29.22,"5",1,954,"09AUG2005"
0,"SE",21,0,"P",1.19,1157.5,24.3,2.1,34.82,13.565,3.55,25.34,746.89,0,65.1615625,1,0,145.81,"5",0,-1000,"09AUG2005"
110000,"SL",29,1,"H",2.18,11250,12,2,0,7.87,2,12.39,11688,0,35.8203125,1,2,486,"2",1,-993,"09AUG2005"
0,"SB",22,0,"R",1,469.25,3,3,1107,5.12333333333333,1,13.19,392.28,0.2841078285,31.08203125,2,0,0,"3",1,-988,"09AUG2005"
0,"SC",19,0,"P",1.185,436,44,1,54.69,0,0,15.025,538.73,0,63.921875,1,0,0,"3",0,958,"09AUG2005"
1,"SH",20,2,"P",2.08,500,12,2,0,11.52,3,18.33,464,0.5286349021,42.4296875,3,1,916,"3",0,-960,"09AUG2005"
0,"SA",19,0,"P",1.24,950,8,2,10,25,1,1,0,0.2299646358,52.390625,1,1,0,"3",3,-972,"09AUG2005"
0,"SF",22,0,"P",1.09,863,32,2,27.09,9.16090909090909,3.35,3,630.98,0.0452307772,58.3046875,1.03,0,0,"3",3,-979,"09AUG2005"
0,"SB",18,0,"P",1.12,764,37.57,1.21,20.752,14,0,6,586.1,0,79.390625,1.11,0,25.8899999999998,"5",2.41,-964,"09AUG2005"
0,"SA",20,0,"P",1.27,50,23,2,26,23,2,7,212.306666666667,0,56.640625,1,0,0,"3",0,956,"09AUG2005"
0,"SC",17,0,"P",1.09,604.25,18.0275,1.17,14.56,27,0,10,85.63,0,73.15625,1.05,0,7.84999999999965,"5",2.22,982,"09AUG2005"
0,"SL",18,0,"P",1.02,466,16.365,1.24,19.51,13,0.28,10,154.755,0,79.921875,1,0,24.1599999999999,"5",0,-951,"09AUG2005"
0,"SD",18,0,"P",1.1,612.5,20,1,22.18,25,0,28,213.4,0.0134256667,69.921875,1.06,0,0,"3",2.17,-969,"09AUG2005"
0,"SM",24,2,"P",1.43,3000,9,1,1,28,7,57,1,0,68.078125,1,0,0,"3",1,975,"09AUG2005"
0,"SH",19,0,"P",1.315,909.5,10,2,34,20,3,81,402.9,0.0247833589,49.890625,1.07,0,0,"3",2.13,-968,"09AUG2005"
0,"SF",34,1,"R",1.53,644.5,10,1.66,300,7.22,1.32,13.8,502.42,0.1779089309,20.0703125,1,0,294.62,"5",0,1006,"10AUG2005"
1,"SH",20,0.82,"P",1.02,417.5,18,1.07,39,11.44,1.68,18.83,179.26,0.4316755431,73.53125,1.04,0,10.9799999999996,"5",2.79,1028,"10AUG2005"
360,"SO",18,0,"P",1,451.8,1,1.29,1,3,0.55,7,236.03,0.0940002119,97.375,2,0,85.9366666666667,"5",1,1012,"10AUG2005"
1160,"SL",31,1,"R",1.28,1012.5,18,2,47.23,3.02,1.7,7.21,800.475,0.0160909734,30.7578125,1,2,142,"3",1.89,-1004,"10AUG2005"
1200,"SO",33,2,"R",1,1174,3,4,86,9.21,4,13.37,496.3625,0.0674277705,63.3671875,2,0,0,"3",0,-1003,"10AUG2005"
0,"SN",33,0,"H",1.46,3400,9,3,25,9.91,7,14.89,2077,0.2093917779,82.515625,1.17,0,328.59,"5",2,-1001,"10AUG2005"
0,"SC",17,0,"P",1.11,441.5,35.7675,1.05,32.77,13.56,0.0799999999999995,18.37,518.725,0.3105813973,32.125,1.02,0,46.1399999999999,"5",1.62,-1033,"10AUG2005"
0,"SA",17,1,"P",1.08,276,26.94,1.03,27.35,0,0.12,3,315.09,0,65.171875,1.06,0,18.2299999999998,"5",2.05,-1024,"10AUG2005"
0,"SO",18,0.78,"P",1.03,750,7,1,6.27,8,1.06,2,110.635,0.027392354,75.203125,1.03,0,0,"3",3,1019,"10AUG2005"
1,"SL",23,5,"R",1,1216.5,3,1,1,1,2,2,655.713333333333,0.1078845584,71.921875,1.15,0,0,"3",2,-1029,"10AUG2005"
980,"SO",20,2,"P",2.72,1000,15,5,524,3,3,6,697.24,1.484911114,60.1328125,3,4,2,"1",0,-1021,"10AUG2005"
0,"SH",18,0,"P",1.04,306.75,34,1,50.53,3,1,6,289.673333333333,0.0202983887,42.3984375,1.04,0,0,"3",2.65,1014,"10AUG2005"
0,"SB",19,0,"P",1.16,466.5,25,1,67.1933333333333,6,3,12,605.59,0.3269932754,50.09375,1.22,0,0,"3",4,-1038,"10AUG2005"
0,"SA",19,2,"P",1.245,500,12,1,13.17,13,1.285,32,0,0,71.171875,1,1,452,"3",4,1018,"10AUG2005"
1100,"SM",20,0,"P",2.27,50,10,6,65,8,0,48,586.68,0.1756247827,86.53125,3,4,0,"1",1,-1040,"10AUG2005"
1,"SM",28,2,"P",1.11,1823.5,28.11,1.2,33.93,8.35,3.9,12.6,636.4,0.2349746437,50.2734375,1,0,585.975,"5",0,1059,"11AUG2005"
0,"SO",19,1,"P",1,190,1,1,30,4,0,3,52.65,0,47.921875,1,0,0,"3",1,1072,"11AUG2005"
0,"SL",19,1,"P",1.1,300,13,1.09,49.94,15,1.12,28,187,0.1899131723,70.921875,1,0,64.27,"5",2,1049,"11AUG2005"
1580,"SN",24,0,"P",2,2200,4,2,56.99,10,5,38,403,0,66.53125,2,1,0,"3",1,1073,"11AUG2005"
0,"SO",25,1.06,"R",1.14,663,25.42,1.47,51.86,3.55,1.5,9.68,438.16,0,43.38318359375,1.13,0,39.1699999999999,"4",1.98,-1055,"11AUG2005"
640,"SO",20,1.89,"R",1.21,556.5,23.25,1.245,33.51,4.06,0,9.72,322,0,36.3984375,1.05,0,91.32,"5",2.21,-1080,"11AUG2005"
360,"SN",30,3,"R",1,400,4,1,50,6.99,1.47,13.57,680.905,0.0309224612,63.0703125,1,1,1862,"3",2,-1069,"11AUG2005"
720,"SC",38,1.07,"R",1.35,1306,20,1,56,5.59,3.37,9.42,1274.07,0.3915804848,58.4609375,1.11,0,88.82,"2",3,-1051,"11AUG2005"
